,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85,mntd90,mntd95,mntd100,mntd105,mntd110,mntd115,mntd120,mntd125,mntd130,mntd135,mntd140,mntd145,mntd150,mntd155,mntd160,mntd165,mntd170,mntd175,mntd180,mntd185,mntd190,mntd195,mntd200,mntd205,mntd210,mntd215,mntd220,mntd225,mntd230,mntd235,mntd240,mntd245,mntd250,mntd255,mntd260,mntd265,mntd270,mntd275,mntd280,mntd285,mntd290,mntd295,mntd300,mntd305,mntd310,mntd315,mntd320,mntd325,mntd330,mntd335,mntd340,mntd345,mntd350,mntd355,mntd360,mntd365,mntd370,mntd375,mntd380,mntd385,mntd390,mntd395,mntd400,mntd405,mntd410,mntd415,mntd420,mntd425,mntd430,mntd435,mntd440,mntd445,mntd450,mntd455,mntd460,mntd465,mntd470,mntd475,mntd480,mntd485,mntd490,mntd495,mntd500,mntd505,mntd510,mntd515,mntd520,mntd525,mntd530,mntd535,mntd540,mntd545,mntd550,mntd555,mntd560,mntd565,mntd570,mntd575,mntd580,mntd585,mntd590,mntd595,mntd600,mntd605,mntd610
Low,103.057688815,104.38415625666667,100.17078172375,89.06029050000001,89.37358705000007,88.26183094999998,83.500679994375,81.3174946622222,77.884421336,76.77482400818187,75.1900554479167,72.99911134384612,70.86209190000007,69.11785627700006,68.084073324375,67.09547670205882,65.8586044641667,63.39187437210523,63.022854080500004,62.01922544190482,61.49911018409091,59.78872371130434,59.449759985416634,58.9595579362,58.284685132115364,57.23982975555561,56.81113955178567,56.31564311793107,55.323804041666705,54.12378126032258,53.125080088125,53.8154117328788,52.73992112602937,52.705742823571484,52.3983100545833,52.330723743918945,51.11104606644734,51.398125160256456,49.74032407225,50.128873251829305,48.86008710166665,48.695611025348846,48.66634227329546,48.5575322282222,47.999720688043496,48.21558532606383,47.45752397906253,47.55635670438775,47.2057457989,47.03556989421569,46.796858093365415,46.23133005424535,46.265551544166634,46.22905147118186,46.15089232339283,45.73498173877198,45.738548552069,45.4440522771187,44.86604640358336,45.14039236336065,45.081704484758035,44.5373560579365,44.352372912578126,44.41667253099998,43.7890838814394,44.180502272238805,43.44346222022056,43.76770066347825,43.84972420592858,43.61017797556339,43.29982088763892,43.03560290383564,43.2115252212162,43.08231807773336,42.41554509065795,42.76010009896105,42.44534832775639,42.1115282040506,42.0526874348125,42.05490964234569,41.7078452627439,41.7334174054819,41.22155736083338,41.748660349941154,41.62146933773256,41.233520065344834,40.993294144829505,41.15631005415731,40.86108970761113,40.986057341428584,40.6861804791848,40.401549698978556,40.48350607377658,40.12255595847368,40.23373667828125,40.1848610169588,40.08515182499998,39.891979933282805,39.847973543900004,39.95660715163366,39.83055514710789,39.64109069145627,39.49302332985573,39.755645006,39.32826862844339,39.540789359813054,39.35817106222225,39.38642038633028,39.33704154413636,38.98424628333335,39.218923364017826,39.0561407182301,38.76856512307015,39.07934807856525,38.79531168892244,38.81400783760684,38.757315550254276,39.03294663546217,38.82922817404167,39.23943374648764,39.36967863409836
High,313.98246212999993,261.86282923166635,236.98794334374998,207.706870784,190.35180370999964,175.6515199171427,163.061028286875,152.22701855555567,143.1294684515,136.5946842727271,131.5644892512503,125.20159581807715,117.30581220428598,116.74854450699999,110.6369774490625,107.3515557000004,103.38758463305567,101.59776687131608,99.11304272699999,95.81850541095241,92.57866419681815,91.33128179239134,88.45704168291665,86.89888194099998,84.9633019786538,82.80475224037033,81.68397644071428,81.03183973568962,79.1631557895,77.44511404516126,76.708350281875,75.4290179418182,73.8159367611765,73.13450557200001,71.78442649555558,70.96678444040542,70.05248487039474,69.27168866935895,68.722832907125,67.98501830451224,66.73310534595238,66.18510509220934,65.70654018988638,64.86724305277774,64.23652697326091,63.61722512393615,63.0348551911458,62.38343345877556,61.4283998839,61.03564528784316,60.665707106442355,59.34810014905667,59.29927358861114,59.10902455309088,58.444922944285715,57.89778446359649,57.37399203767239,56.83945823389829,56.12587448833333,56.192814343360645,55.888978565645196,55.495073036587314,54.93529884875,54.644639200307644,54.24347741666671,53.819955268059736,53.31113181301472,53.11453193028982,52.83031322178567,52.48804386507049,52.0821677827083,51.7882419441096,51.406212463986506,51.073396467733296,50.839333030657876,50.60434467636368,50.27197338371798,49.68121414924057,49.6174216729375,49.28065445185185,48.990842364939006,48.80654295325306,48.47312763154764,48.20646205811768,47.840735013488356,47.5829185764368,47.34665149892043,47.3122415775843,46.85133708833339,46.83979366565935,46.355658361467405,46.28365357021504,45.980533503191495,45.83711281742104,45.55378041635413,45.266474369948426,44.8951061456122,44.906405847323285,44.7043549648,44.415878651237655,44.157465934951034,43.97958076825247,43.74854282677888,43.46128804900004,43.33812545009433,43.05759236962614,42.870392336805565,42.62262141903673,42.48268646768178,42.29441883018023,42.09616547290183,41.87737021654869,41.60447758486845,41.42027804769562,41.22925302775862,41.02425291572648,40.796678246694924,40.57876471323526,40.33912078641667,40.05079229479341,39.7289836622951
Mean,199.714930785,175.0420288396,158.00205839350002,144.87861907140004,134.274142965,127.03445395157142,120.7285344937,113.71322517328892,109.42773178456001,105.0823651317273,101.81673693313333,97.37725348552307,93.96337238887143,91.58657897329333,88.26702752002501,86.03509512425883,83.57213482276667,82.1482297515158,79.94512979124,78.14126031878097,76.82119667310911,75.71058510408696,73.98049570635834,72.78236475711199,71.53878059747693,70.06683977831112,69.18810419420714,68.34630005088276,67.24289963076002,66.06961353718711,65.2742010698125,64.45443151904243,63.657183223900006,63.04281895729714,61.92973924441112,61.733390030221635,60.8318214193579,60.42232215785643,59.690900312185,59.36282929697562,58.30694838125716,57.994839016897686,57.43903002068183,57.11408473755556,56.77336946201306,56.19642977725958,55.76520420213333,55.250327598885725,54.647862640784005,54.44021772602746,54.07729469286924,53.38569809496227,53.183100795048155,53.07055398928001,52.57220301909286,52.15900272729826,51.90037828922414,51.653408128061024,50.973559213376674,50.95238504285902,50.76345553825807,50.246780924761914,49.973756903684375,49.677096156172325,49.52002203045455,49.09219726809851,48.75687181615295,48.65404198697972,48.37773187074287,48.26405872810424,47.76352239258334,47.624246130339735,47.454793234867566,47.209624230096,46.905977035371066,46.81145849996364,46.56532744990257,46.24130226538229,46.07415195380501,45.876425780029635,45.65999152876342,45.572573182115676,45.23530155170953,45.1401639056753,44.96322370599303,44.73088360407588,44.46330379616138,44.41906227491237,44.110046789248905,44.03518898755824,43.77971968473696,43.65920668833979,43.438942014742565,43.313187375311585,43.21985099629375,43.05515699941032,42.785646681897965,42.70595297105455,42.550898600349996,42.45423013364952,42.169580119362756,42.15691382993593,41.91286110939423,41.889875324497154,41.65801528850378,41.506804038269166,41.38210509423705,41.27601771070276,41.16321498045637,40.956348213174785,40.85901087678215,40.71392993220355,40.58778915401054,40.463297815106095,40.318724514844845,40.18886542074531,40.05495001482882,39.963012401919336,39.83578642937333,39.716653023375216,39.59602186639181
