,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85,mntd90,mntd95,mntd100,mntd105,mntd110,mntd115,mntd120,mntd125,mntd130,mntd135,mntd140,mntd145,mntd150,mntd155,mntd160,mntd165,mntd170,mntd175,mntd180,mntd185,mntd190,mntd195,mntd200,mntd205,mntd210,mntd215,mntd220,mntd225,mntd230,mntd235,mntd240,mntd245,mntd250,mntd255,mntd260,mntd265,mntd270,mntd275,mntd280,mntd285,mntd290,mntd295,mntd300,mntd305,mntd310,mntd315,mntd320,mntd325,mntd330,mntd335,mntd340,mntd345,mntd350,mntd355,mntd360,mntd365,mntd370,mntd375,mntd380,mntd385,mntd390,mntd395,mntd400,mntd405,mntd410,mntd415,mntd420,mntd425,mntd430,mntd435,mntd440,mntd445,mntd450,mntd455,mntd460,mntd465,mntd470,mntd475,mntd480,mntd485,mntd490,mntd495,mntd500,mntd505,mntd510,mntd515,mntd520,mntd525,mntd530,mntd535,mntd540,mntd545,mntd550,mntd555,mntd560,mntd565,mntd570,mntd575,mntd580,mntd585,mntd590,mntd595,mntd600,mntd605,mntd610
0.5,80.113577262,87.14363355600007,77.91270720349999,79.02672847099991,78.22713981249997,76.85140130342866,75.332619384625,75.19763559633327,69.1077931947,69.88379895345454,69.02332034666661,65.8692479036154,63.93020743800001,65.61525651099997,62.05422677575,61.82292265723531,60.60520113750001,59.81780952421057,58.616556324,57.787669940904784,58.01988737804548,56.17205442139128,55.970281887458334,55.04499695816,53.810200493615426,54.19613016744442,53.60697454689286,54.01380275582757,51.7976711488667,51.29161252396777,49.8329820915625,50.963513947515175,50.21918657788234,49.941190178057106,49.56568879083332,50.0975847993243,49.61343161439475,48.743645748384665,47.463206344775,48.39895734939029,46.05156214173815,46.08898745234887,46.45361236415912,45.97457502448884,46.230889903891274,45.07799069895739,45.333645186958336,46.053717021551066,45.219379957259996,45.57954488152945,44.992953620923046,42.449010643358484,43.04822551122218,44.8929096222182,44.52536828830355,43.41852835424565,43.10475133253453,43.681380226050884,42.61726091255003,43.39600990137707,43.240709683854796,42.39358284482536,42.302984493687504,42.84492429404616,41.71268406080308,42.110296771477636,42.517984516397114,42.005854182797094,41.701734532042856,42.59343354592956,41.25461889138892,41.44331239297263,42.09726778775681,41.2690549609467,41.17090633747364,41.51191266868836,41.23310898730775,41.01418048905059,40.324091089300005,40.66640269466664,40.70387185280484,40.36354074693979,40.1545605808452,41.064590881541214,40.78609165975584,40.54336709968971,40.19253189935228,39.89708203153933,40.16206710588887,40.14008389019782,39.769638206728246,39.578007104118306,39.39801703895749,39.45984778023157,39.14081506804166,39.178956955195865,38.78921941235711,39.00651742055557,39.04254086618,39.09100346489112,38.52638660110784,39.031209078495166,38.842604566538505,39.18510644539051,38.626653533603765,38.90323936900937,38.67305950717592,38.9080820547156,38.756173638927244,38.33605329731531,38.46778451074104,38.49541992231856,38.00568372778953,38.396712832052145,38.293302000931,38.29428960912826,38.4001449652373,38.47521780408399,38.21664050394167,38.46275030083476,39.2503765983607
1,89.48592229999991,93.75931105800004,90.6945167855,83.50001757199999,81.32398376900007,80.6321911285715,77.929638923,77.44548818044444,73.12490381880001,72.92469959036366,71.67115309500004,68.85405788584617,67.26856013542864,67.5281526988,65.32895509287499,64.5440401184706,61.90193601744448,61.09176656842108,61.177490012599996,59.758205498095236,59.769915877818185,56.91011100356525,57.0446735545834,55.73435523304,55.260624100846094,55.6953776548889,54.217228932785716,54.48893257268964,52.743407288066706,52.41881220335483,51.6594561379375,52.12334180642427,50.95817757870595,50.51580238925714,50.472649716055535,50.76652241340544,50.10289982689468,50.81320448271793,48.7932471031,49.18195646560976,47.10469098695243,46.998769379162795,47.35415417190913,46.62442073111111,46.85951080343481,46.964102644425544,45.812149177916694,46.4286219146531,45.95924129924,46.241129870509845,45.82440414465382,44.83956233188682,44.75548575229631,45.09466127487273,44.96065585228572,44.690040388070194,44.185325873517215,44.39028308938985,43.727031668366635,43.549362862557345,43.7431753161613,43.70908817736507,43.48016535390625,43.48322741907688,42.21013589451512,42.5475133234627,42.95164490844115,42.275880837014526,42.77202310862853,42.72144502794363,41.73573758594451,42.16866680008218,42.32221954318924,41.96692669922673,41.549816228000026,42.07128827400002,41.574891659794915,41.493731731721525,41.142193338875,41.11401738175311,40.94641932853657,41.124015886,40.65829923026189,41.31216492670585,40.977289136162824,40.818386104092006,40.46283131443187,40.618680846292165,40.386222387977746,40.62657810789011,40.060305861978286,39.78063557808601,39.86031834331916,39.82305863347367,39.4384544888958,39.54038454220617,39.49706426761227,39.54642396254542,39.487480436060004,39.288219433425716,39.387226055509785,39.20089535328156,39.12090613573081,39.38758242123812,38.998381615679236,39.1400283528224,38.89526802764816,39.1410030792294,38.858707065654535,38.64532653949555,38.728189034125,38.69496936359289,38.26398518135083,38.45343837730434,38.38068615806902,38.59364600164099,38.48268570969496,38.59685144536135,38.38415064915004,38.99547982069417,39.2669325409836
1.5,93.67912603449999,97.3389668646668,95.01424323550009,85.92730320599999,83.1265134876666,83.97181741114278,79.847579211125,78.6896716794445,75.4455906885,75.02212135472726,73.10455410975,70.92757107530768,69.13998870307144,68.02279394739999,66.6402872883125,66.14197770047055,63.8502293486667,61.595115530947325,61.476991956899994,60.37257771676189,60.27263441649999,58.30732878439135,57.8626638392916,57.46912360304,56.83635505615383,56.17820699681482,55.4544522107143,55.351019660827596,53.625732441100006,52.9999193942903,52.17249422690625,52.69794962118184,51.59469053397057,51.0692329016857,50.6923327674722,51.10421869148646,50.430210296605274,51.0335918453846,49.246988853325,49.477137222658584,47.638285164023785,48.035392204558136,47.61866229711369,47.52204149931113,47.495008850804375,47.63757881551063,46.4459091090209,46.90009561922451,46.17869284294,46.723438279941206,46.22604997496155,45.38356922979244,45.150354603796345,45.4162061558,45.10529235958933,44.991457653280676,44.892451109413805,44.61490708316954,44.1314326195,44.31061612654096,44.45650519475811,44.1494277697619,43.83910640110937,43.86966245335383,42.96069419580307,43.231594850880576,43.051050019161806,43.121998614695684,43.25869956088573,43.018047156211246,42.3671576799445,42.346021588999974,42.61743594405407,42.36530075376,41.97579688092107,42.36232214962337,41.881581451230765,41.766150928962,41.301765082325005,41.56656112881486,41.369013012878014,41.32854371339761,41.05773135326194,41.46598802582357,41.22206911140694,40.92072329160914,40.60251435381821,40.81416440514608,40.47531875832223,40.71366266868135,40.26606946953267,40.13877741147318,40.17355007064897,39.887369603600035,39.784540980197946,39.90518792726803,39.69693367918368,39.6295773647576,39.617132771330006,39.55565102260398,39.68942718327456,39.33214109806792,39.29854833966349,39.52472772623812,39.08735357604722,39.34713317235514,39.04598038149079,39.2214985085413,39.07583596338183,38.80023687627929,38.9270460228572,38.90313709556637,38.488721293105264,38.79664429035658,38.52545431276722,38.680986763435925,38.54981505749157,38.73703303652105,38.4755021292083,39.13383238201652,39.29825706614751
2,100.37186039000001,101.559013978667,97.924273349,87.29621366800001,85.56147662200003,85.32167238457143,82.28192288950001,80.59042619333336,77.03097491,76.05392140327271,74.3950199103333,72.21300934153848,70.13323322685713,68.4061569378667,67.43941980550001,66.74438456541178,64.930280936,62.640063050526344,62.6013618194,61.338510367047654,60.66941342600003,59.566515025565245,58.5842574268333,58.1848889232,57.62127814,56.77304441185187,56.09227209385714,55.75037487020691,54.52506429266666,53.73003122025811,52.766066803,53.291209744969684,52.21220747729418,51.94135782217148,51.686228658888865,51.7262062091892,50.86590129189476,51.30269191589741,49.531340212299995,49.7210495881951,48.22642231609524,48.44947654623254,48.32686292400005,48.27107248657781,47.70048112513048,48.063265832680905,46.79362668099997,47.24214023755107,46.57861964768,46.83682593709801,46.53892082715384,45.96736055147171,45.87811875725925,45.86808014276361,45.72981002728569,45.46478736842108,45.185506199517235,44.91219629416954,44.44733784486663,44.76758969836065,44.71953449006452,44.41134303803172,44.137635449937505,44.1666043096615,43.32512004212123,43.7547408330149,43.23020634535298,43.4702749064348,43.537622293200045,43.33751138754928,42.87120539249999,42.52542749671229,43.05435650270272,42.838864101493364,42.227505771000025,42.66697771522082,42.22412658246157,41.914065565924076,41.830922566350004,41.81597937970376,41.585545969365896,41.41392396192776,41.13233719985718,41.613524654447104,41.48256081920932,41.09018117921844,40.7541969129091,40.95468519339324,40.688287723555554,40.885937126549436,40.492684266999994,40.2264494752258,40.3969744262979,40.0546911722105,39.97196190325,40.09130640383502,39.88159222897959,39.74548034060604,39.754620116,39.76042137857426,39.75123930596075,39.572484783068006,39.3994969770769,39.64630511371433,39.17237694633965,39.42644709323361,39.24307638207407,39.33611988165138,39.249228760727256,38.87972808771171,39.06525908460717,38.99510138665488,38.70049081912279,39.02202214375657,38.68044384431036,38.767782647145324,38.6521018984746,38.90403888941177,38.6080340773667,39.19732374955374,39.316023147541
2.5,103.057688815,104.38415625666667,100.17078172375,89.06029050000001,89.37358705000007,88.26183094999998,83.500679994375,81.3174946622222,77.884421336,76.77482400818187,75.1900554479167,72.99911134384612,70.86209190000007,69.11785627700006,68.084073324375,67.09547670205882,65.8586044641667,63.39187437210523,63.022854080500004,62.01922544190482,61.49911018409091,59.78872371130434,59.449759985416634,58.9595579362,58.284685132115364,57.23982975555561,56.81113955178567,56.31564311793107,55.323804041666705,54.12378126032258,53.125080088125,53.8154117328788,52.73992112602937,52.705742823571484,52.3983100545833,52.330723743918945,51.11104606644734,51.398125160256456,49.74032407225,50.128873251829305,48.86008710166665,48.695611025348846,48.66634227329546,48.5575322282222,47.999720688043496,48.21558532606383,47.45752397906253,47.55635670438775,47.2057457989,47.03556989421569,46.796858093365415,46.23133005424535,46.265551544166634,46.22905147118186,46.15089232339283,45.73498173877198,45.738548552069,45.4440522771187,44.86604640358336,45.14039236336065,45.081704484758035,44.5373560579365,44.352372912578126,44.41667253099998,43.7890838814394,44.180502272238805,43.44346222022056,43.76770066347825,43.84972420592858,43.61017797556339,43.29982088763892,43.03560290383564,43.2115252212162,43.08231807773336,42.41554509065795,42.76010009896105,42.44534832775639,42.1115282040506,42.0526874348125,42.05490964234569,41.7078452627439,41.7334174054819,41.22155736083338,41.748660349941154,41.62146933773256,41.233520065344834,40.993294144829505,41.15631005415731,40.86108970761113,40.986057341428584,40.6861804791848,40.401549698978556,40.48350607377658,40.12255595847368,40.23373667828125,40.1848610169588,40.08515182499998,39.891979933282805,39.847973543900004,39.95660715163366,39.83055514710789,39.64109069145627,39.49302332985573,39.755645006,39.32826862844339,39.540789359813054,39.35817106222225,39.38642038633028,39.33704154413636,38.98424628333335,39.218923364017826,39.0561407182301,38.76856512307015,39.07934807856525,38.79531168892244,38.81400783760684,38.757315550254276,39.03294663546217,38.82922817404167,39.23943374648764,39.36967863409836
5,117.554756155,112.9128271799997,107.8959947875,98.147554264,94.98266061833333,92.75935971857143,89.71146115750001,85.2855842311111,82.449563735,79.81835403090908,79.69125116583334,76.51316654307692,73.79593192571436,71.88882524799996,71.076657245,69.62983628352946,68.17783975222223,66.69582965000002,65.379715025,64.71541161333337,63.99568939772727,61.79001121434785,61.28859118749997,60.4961869928,60.024042357307664,59.13057857925928,58.40570629499999,57.78894908689654,56.603316717000034,55.82985874709679,55.400606493125,55.041077338484826,54.51489442764711,53.95301898542857,53.8582658516667,53.50509954702705,52.791610503421104,52.71150793538458,51.406994000750004,51.48445420292687,50.79925209214285,50.41412880790697,50.18394360477274,50.02788354177779,49.52487726456519,49.71740361382976,48.520839699166636,48.941040065714276,48.765165518799996,48.27187237764712,48.01585045480773,47.5503119743396,47.47716531777778,47.65599046745456,47.17651365642853,46.808970820701745,46.888126096034526,46.44337861338986,45.80697766233337,46.05414036442622,45.838816529999974,45.425175764920624,45.496502472656246,45.419787582923085,45.01690880848484,45.16106807417906,44.46982791705888,44.63955334173911,44.50384000285714,44.39941593436617,43.949677939999994,43.953049258904144,43.91528110391893,43.62566532906667,43.14049846513159,43.34852949675327,43.27361123576919,42.77698020974686,42.752273796875,42.70680734074073,42.56362112109754,42.43905220144578,41.976384940357114,42.21950852623529,42.07749809000004,41.91033758977007,41.58771237227278,41.58738646887641,41.454814561,41.35811976098897,41.1537078013044,41.153104316774225,41.075909134042604,40.68950739684215,40.907253604166634,40.80986792092782,40.45171593224493,40.41046944474748,40.4837018901,40.47308802772276,40.193850845882395,40.0581583285437,39.88406240798081,40.08142647342856,39.85062558924533,39.78451225943928,39.65409628740738,39.61871264220181,39.633146632636404,39.40392159522519,39.612209717142846,39.335555689026585,39.26582537245613,39.37760039113049,39.04323987836204,39.198797650170974,39.12401128618649,39.318177952016796,39.31838939391667,39.34377881760329,39.4322145081967
10,134.81361402000002,125.2942638000003,115.18622861,108.061402504,101.190910996667,100.62108119999971,95.23580958,90.71267517999999,88.488977266,84.78848614545457,83.42535574499998,80.55651187076928,77.53084622428574,75.190542036,74.61673712,72.2518128305882,71.36711136111116,69.93521133894734,68.428422244,66.58814596380955,65.7834560354545,64.3785670069565,64.38544978083334,62.849536508,62.169735106153844,61.024749407407434,60.58885833428574,59.78304823517245,58.74436524266664,57.84553767806451,57.724830914375,56.919223694545465,56.80780339058821,56.099277230857126,55.22619627388886,55.40397476648654,54.43875532210529,54.185294638461535,53.4747835205,53.06141687951224,52.66220648761906,52.2161056976744,51.55300965409093,51.52114844222219,51.60587827260866,51.29832242425533,50.27945334708333,50.53288755510203,49.8849905636,49.92839703333334,49.27196645923081,48.84912992754717,48.939875193703685,48.89408361272731,48.37204805142861,48.26719074070178,48.15033068965521,47.61823054881357,46.888219638333304,47.12769858131147,47.14109325677417,46.72107636158734,46.244724649375,46.320362603076966,46.0943573466667,45.92522345313433,45.59031143029415,45.390522082608726,45.47244473085714,45.11180916281696,44.67831633694447,44.78182236273973,44.68500596810812,44.50970629146664,44.165632462105265,44.14908916233765,43.861910599743574,43.637773458481,43.56369671975,43.30073513160492,43.44945311902444,43.1304964209639,42.905555361904746,42.92484533788238,42.73175908767445,42.68980702689656,42.17457568613634,42.33477571483143,42.07334529022218,41.93192076923075,41.83920215608694,41.86502170709678,41.57604679063827,41.390400978947355,41.46795376270833,41.35945723505155,41.09614109469392,41.00446621737378,40.9594038372,40.97175730673265,40.60603713098041,40.6293638757282,40.43881910403846,40.56032179314282,40.31846659754713,40.24120328467293,40.19249235388889,40.047088163853196,39.96479063636366,39.83967289657657,39.96670099392857,39.783333935398225,39.72366111473689,39.74707674313043,39.56470810534486,39.55009513418806,39.447713157796606,39.512900310924344,39.466180900999966,39.45006223867773,39.4865557655738
25,163.389651275,145.35635023333325,132.11099483750002,123.52695432,115.36183617500001,112.31061435000025,106.43643315,100.5383093666665,97.210785885,94.10334737272726,91.49449884166668,87.74434219615385,84.45255368214282,83.30484329000002,80.600140778125,78.17658674705882,76.83414528333336,75.30972920263162,73.4485954075,71.6992127404762,70.76520178636363,70.41191150652178,68.77948961458338,67.404999286,66.5522869461539,65.02551062962965,64.3525067767857,63.771724208620704,62.811041858333354,61.95188755322582,61.135321740624995,60.72551069393938,59.9768996647059,59.66150141285718,58.51273448055558,58.31876698513513,57.551222998684196,57.3018619820513,56.66342324875,56.45325786219512,55.41148061309527,55.0534892627907,54.618541134090925,54.398238448888875,54.3110979336957,53.724224756382974,53.27946727708333,52.843362360204075,52.165311543,52.099996080392174,51.81186171730772,51.01515375094338,51.00563497500003,50.98494154545455,50.29132410982145,50.151283649122824,49.81967646293108,49.742024279661074,49.1413048433333,48.92871184508197,48.82162808548387,48.36705789999997,48.0973316609375,47.90248521769227,47.90701310075755,47.47955983432837,47.126122241176446,46.98924372898552,46.8049844428572,46.710404530985954,46.16074641458332,46.049547930137,46.00552516621622,45.68800084133332,45.4828660157895,45.577321809740255,45.181708848717975,44.86148960822783,44.798190028125006,44.6358149388889,44.4137609567073,44.45593822831327,44.157750230952395,44.00264414176468,43.92522013953492,43.651937570689626,43.3364669659091,43.381478935393226,43.0957566972222,42.99672111593405,42.8164111646739,42.761186804301076,42.527164165425575,42.4669194626316,42.34590571250003,42.23352949536087,41.9902250408163,41.95114816565655,41.799779980000004,41.76568314306935,41.4424689877451,41.53330761504855,41.2936941442308,41.26502023190475,41.036540285377356,40.924150880841104,40.903119008333306,40.813656925229395,40.69438662818185,40.553323781982,40.45482241428575,40.36757661106195,40.26620543771935,40.1671496004348,40.04941797198272,39.94414915470085,39.85975065296613,39.7666582504202,39.70153158208335,39.608385737190076,39.5795381770492
75,234.8449087,203.06141074999977,180.3431761625,164.27614751,150.0009848916665,140.2149578357145,133.88566966875,125.55981465555524,121.5026867,115.37108307272725,111.74822071666699,106.44211601923101,103.0101847071425,99.45336967666665,96.115941515625,93.37528808823532,90.09402060277777,88.38727459736837,86.26323959,84.21706022142862,82.50710415909091,81.20255760652175,79.06555522083329,77.90070166400001,76.52542369230767,75.01614310555553,73.67227122142855,72.97754027586211,71.852889835,70.6542928919355,69.1368179171875,68.21138620151517,67.36172171911765,66.67081782714286,65.34843590833333,65.11022633513515,64.10034093289475,63.71362890128205,63.0364790475,62.325251543902425,61.38098895714285,61.09587821744185,60.389872976136324,59.810469312222274,59.55906917282608,58.85303219255322,58.38314844166668,57.725077342857126,57.211185306000004,57.007743722549,56.464143916346174,55.9168126179245,55.46014624166668,55.25288001000003,54.91626072857147,54.34487778245615,53.984883592241374,53.669721264406775,53.04806735916665,53.089698539344255,52.64017256532257,52.1733584087302,51.91152865234375,51.585830014615404,51.3542018363636,50.8065411261194,50.553946122058846,50.43148238768115,49.999415312142844,49.89559589295777,49.4938495645833,49.173166030137025,48.94564983851355,48.67482156200002,48.411683697368446,48.181050680519476,48.10749939358978,47.69229347658233,47.399206303125,47.20051651296295,46.93781809024392,46.7983514493976,46.49088329464288,46.2782200929412,46.03851907906975,45.890569863218424,45.65541551079545,45.567035576966326,45.18066876,45.1416430027473,44.8639011576087,44.67505759354842,44.390169703191475,44.33631630736845,44.15566598802085,43.96834876134022,43.70872081734693,43.59362270909092,43.3842127375,43.28889426386138,43.00128048284318,42.9545597815534,42.64214367692305,42.5823413890476,42.35929743490568,42.13892000046732,41.98323888611115,41.87676834036703,41.72601468818183,41.51221947747747,41.35301424776785,41.19620966548673,41.06538487280705,40.82594979565217,40.7003323737069,40.53385979273505,40.3710156258475,40.21362371050423,40.03963085916671,39.87197688264465,39.6375189786885
90,271.24874372000005,229.09209408666672,203.840669155,184.68027031600002,170.500575096667,157.03196122857182,148.375132065,137.6096456133336,132.138976838,126.1226598072728,120.939631343333,115.7289966769229,110.58762562571451,107.5386992920003,102.60129868625,99.86480090588239,96.10173575666666,94.54221532210524,92.028915753,89.69896288952383,87.46248715727275,85.86395452434782,83.71562174333336,82.1923239648,80.81234567384618,78.75351560814813,77.9889041785714,76.5116871751724,75.00259673866668,74.02830195354844,72.9274121225,71.79425247757577,70.60213477235297,69.57448292285713,68.32770989611112,67.8789519345946,67.0852262542105,66.35522644000002,65.5160080835,65.19871625365856,64.02583720238094,63.714679578604645,62.779770550909056,62.47312424266672,61.65218047043478,61.30021980382979,60.861606642916705,60.12364084857148,59.2792497272,59.05802865647058,58.52021881846157,57.78939169509435,57.2284873114815,57.0158164458182,56.72261563357148,55.95010307719299,55.78579490965518,55.37932231728813,54.652408975666674,54.73648299278693,54.27046403096771,53.7060587933333,53.329570979687496,52.80633127261541,52.64160904393938,52.202626094328366,51.92162991029415,51.68317451420291,51.47149874371433,51.15926396901409,50.73957368583337,50.45278169835614,50.24594488108106,49.89797229919997,49.539962327105236,49.30777440493509,49.15367145923073,48.63861285924048,48.62281543275,48.24271430246913,47.96454237975606,47.834028639036156,47.39585493000001,47.252320066588204,46.90371358813953,46.69347051609195,46.48734720386367,46.361094359101095,46.0918419722222,45.98380812769234,45.55369185369567,45.40508968258069,45.13817292106383,44.999530907999976,44.8797620304167,44.589411211958776,44.23064107387754,44.23156856020207,43.9671177262,43.89168124574256,43.54112291666671,43.4296795520388,43.199366521153834,43.01414249009526,42.881529553207564,42.59291874915892,42.4323319425926,42.25933820183484,42.137192473999995,41.85791413585589,41.69156856749997,41.50794791752214,41.32414369578948,41.142464909043525,40.95586619896556,40.75292619572647,40.5932230328814,40.39098782941176,40.178601374166675,39.95746542198345,39.6536240032787
