,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70,mpd75,mpd80,mpd85,mpd90,mpd95,mpd100,mpd105,mpd110,mpd115,mpd120,mpd125,mpd130,mpd135,mpd140,mpd145,mpd150,mpd155,mpd160,mpd165,mpd170,mpd175,mpd180,mpd185,mpd190,mpd195,mpd200,mpd205,mpd210,mpd215,mpd220,mpd225,mpd230,mpd235,mpd240,mpd245,mpd250,mpd255,mpd260,mpd265,mpd270,mpd275,mpd280,mpd285,mpd290,mpd295,mpd300,mpd305,mpd310,mpd315,mpd320,mpd325,mpd330,mpd335,mpd340,mpd345,mpd350,mpd355,mpd360,mpd365,mpd370,mpd375,mpd380,mpd385,mpd390,mpd395,mpd400,mpd405,mpd410,mpd415,mpd420,mpd425,mpd430,mpd435,mpd440,mpd445,mpd450,mpd455,mpd460,mpd465,mpd470,mpd475,mpd480,mpd485,mpd490,mpd495,mpd500,mpd505,mpd510,mpd515,mpd520,mpd525,mpd530,mpd535,mpd540,mpd545,mpd550,mpd555,mpd560,mpd565,mpd570,mpd575,mpd580,mpd585,mpd590,mpd595,mpd600,mpd605,mpd610
0.5,209.39089084255522,215.1838558253329,226.95034414568468,233.91284689540035,242.99070963642563,245.58356504969746,246.4203277606727,251.80647039006018,252.0829932995756,256.8814315938653,257.60947032339254,264.1847519465823,262.56030188453644,265.89595079699063,268.57824786252644,272.58114707518723,269.1873081795006,272.3800477549832,281.98043027943754,276.5448185861157,274.01300882463676,275.50345552192385,277.9060730456053,281.78213072835644,283.8618170413649,283.9787513279951,282.6724909450355,283.6075792148598,282.91723883932553,288.36510437505194,285.74502775729735,283.5741747099829,287.4467920485197,289.5798360510509,289.5493352779129,286.1715089703891,291.5563317042967,291.7355824902214,290.41975045445383,290.3629666749846,292.4612777815081,292.7805039621276,293.26223563991965,290.5185921633786,291.80032468172993,292.9914503077918,295.908976173139,294.95731822726094,295.3934689695972,298.850167233403,297.88302240376,296.4210527979512,296.9562855549281,299.17718280203195,299.6838260236422,298.49230891059534,297.8568977370723,300.7639055033713,301.80116153907267,300.4471461682097,300.6379602058015,303.1115311705253,301.34717099507697,300.4731630247435,302.11807586130345,302.958790214045,304.204647990906,302.5699081842441,303.13073837749727,304.7353297885493,304.2543448506262,305.79439347580114,304.4319415709077,301.9109243978789,302.60147606809574,305.82286825994726,306.0768663845403,306.30706697708314,307.1945178721572,307.11294929248254,307.79357600042545,307.83807427655563,309.0806780851903,309.7912865526078,308.55022993921756,308.36271461569817,309.87720910441885,308.74755609188196,308.7437264936358,310.4680638926985,311.3515281659136,309.59530204723626,311.3446540827773,311.0048980283244,311.989652381293,311.0858940329481,312.7223690390483,312.74847742959,312.2054171665431,311.7638814421332,313.6280154074778,312.4443374176413,313.82834054643837,314.1174686351974,313.8534564539093,314.9730898282844,314.3037692455538,316.0608981634835,315.7582745615885,316.07952213318157,316.11571223749354,317.6395728442413,316.8581844995993,317.62313535731647,318.03304618027664,318.1662164669012,318.7073237143058,319.89994025561424,319.98853536068185,320.97400623167465,322.571477272976
1,214.74687482822233,222.08027367638067,231.8785872164741,241.63646812253364,245.00211437485103,249.30312752722665,251.84501314384605,262.77089960551524,257.62629657400834,262.93725353321173,263.54521755465555,267.8307513980293,266.40195571051333,270.0130626004106,271.11468616211744,275.4715415655353,274.96363947063395,276.91487349999574,283.0997880128546,280.6506655946964,279.4417127151094,278.9296951838354,280.90502198676455,286.45405370993313,286.6119115105387,286.2651636207447,288.0449332267913,286.32341848909374,285.0005881077398,289.7982847480772,288.898571362726,288.0356737530981,290.3295313910341,293.2989215091933,290.30640364582166,290.63303026568065,292.8639137547937,294.3702519637925,292.8054474387899,292.74800559295744,294.62996176119736,296.3026154085253,295.3913885457422,296.2146932167487,296.46962043078116,297.87235866180515,299.67126867870223,298.1624823256907,297.38788592904996,300.4114407715933,299.7449278410085,300.20695490238586,301.5770603384782,302.7928214905787,301.49918298811076,301.55096879364197,300.4074127761621,302.9559023193796,303.15358379086393,303.2066894878926,304.76509398365613,304.2360373623642,304.3981814528316,301.86093875131485,303.82076559281603,304.1526491935791,306.04145788213526,304.3691669458642,305.49635568839955,306.3910588483422,305.8359828561985,307.13865987901943,305.98321238522425,305.0560638031023,304.6356418498211,307.1402026294566,308.07242652196,308.3889884209183,308.34471233198116,308.09809145737773,309.3392299013987,309.3636923052254,309.7551718038038,310.76789402594545,310.28963795969014,310.0475587215175,311.22644712756966,310.4987244230625,310.86403752753876,311.5104636261051,312.3961668232385,311.66406248403723,312.2017264730829,311.92398278645624,313.26918305152196,312.1918360328172,313.1763392946108,313.80847586515154,313.5009053103932,313.01895382550055,314.1592565385968,314.0594460221876,315.2936240484905,314.61260903155954,314.81910823561896,315.4552616615718,314.916047015819,316.6379141828915,316.61184279373947,317.0610338602845,317.02437810017443,318.26284084275034,317.5895685467437,318.2069653048436,319.0367278914401,319.056533376983,319.47160954783806,320.22420211282406,320.3489177885371,321.3172330278395,323.06339742260747
1.5,217.36690519333303,225.49300535885672,234.04522518963162,244.0583112073,247.82882005354008,252.1681942679492,256.3660305028784,263.8441329321108,262.50820703895516,268.5866403467002,265.9329433719715,270.49685934928857,270.47680482647456,271.41102029344825,275.5957659044435,278.56216455020194,279.8035639917477,278.6726680082239,283.7688638503556,281.89544270461215,280.8268286011011,281.89807522471733,282.7965804109212,287.7826075440114,288.09202105514527,288.984474040001,288.9919975471903,288.1837335286048,288.03049630767725,291.6110700280577,291.0991239087551,288.7160969846322,292.87981607853067,295.58884173285566,291.65433317173284,291.5312889462846,294.35132339141757,295.9378775481582,295.2018630122793,295.62236768168685,296.6476152094792,298.76008529865766,296.51071567455386,297.57318387567665,298.3990211199435,299.5908047648812,300.40407072124896,299.73249923812097,298.9258489575134,301.3004937304434,302.3593522170909,302.1197622993488,302.86385563374233,303.6782320645704,302.86944410480294,302.9880710644628,301.5641101249388,303.75454698207034,304.47557422763566,305.3334846382688,305.3497189960015,305.77565461466816,305.9579029684376,303.91370693574004,304.3110979830187,305.6228702986758,306.69713403579533,306.2408235878314,307.1506254357901,307.33544285336666,308.0669847504311,307.723685565596,306.97499011671346,306.9655263960927,307.1577501446597,308.5781656332415,308.6054705028807,309.4248224994201,309.38001188283863,309.1282644542591,309.9052907064854,310.1413966619146,310.62371959235384,311.3949118876853,311.0668295055655,311.00117844734694,311.9765342166652,311.0123801806718,311.63492146065374,312.8207834522279,312.8959719036932,312.706991831808,313.5110090975055,312.8293773569513,314.2090491624359,312.72875706971905,313.9896744165793,314.62382067698377,314.1509350000276,313.8213525745076,314.6944517651457,315.5540817257779,316.5091253823701,315.1903379129724,315.03079599304715,316.1556211060743,315.96476887949257,317.08169640307034,317.39035437658544,317.2728937763803,317.68287718551886,318.7544873259609,317.94654950415037,318.59243682355395,319.36063102846987,319.5371477151701,320.17324879082594,320.5462314895978,320.60574162434233,321.6250327624678,323.06640523456616
2,219.4144488755558,227.49091671581,236.57815428831574,246.190968077067,249.41628410363262,257.37713651220184,260.44637765458975,265.46855058416116,265.0137889933881,271.65200411757564,267.5476264384516,272.9853967285768,272.7189200666253,273.85304699543065,277.8763569089365,281.41346221253804,283.1188843945871,281.41542145357226,285.8994526140886,285.1460801757144,284.8852842365403,285.7288985856296,284.44575595778724,289.7535533769548,290.236653566366,290.92791336038897,290.6002595157681,290.7274557036818,289.537271469353,293.5200708341081,293.0483811450361,292.6534673613122,294.11944582794985,297.1269005916977,293.9007605894802,294.2480220378147,295.87262191508216,297.4436953297889,296.68435678448805,297.29706438706285,298.8347333103916,299.4280675328426,297.8523139321008,299.2300380164033,299.96197761452936,300.10224028005575,301.16936622511054,301.0363606462656,300.95730713142194,302.69581816950966,303.7104800068225,303.9249093171057,304.0378661211132,304.68123827230676,303.7532084817421,304.55234758838606,303.08973650675154,304.3134756238694,305.2248017659447,306.40431080559773,306.2823510959677,307.3737555275014,307.25239744795095,304.223916673061,305.5559242965611,306.48605829814164,307.183751781197,306.7777220616743,308.48845985186483,307.9251896208951,308.4322724243334,308.89345463020203,308.5622268914983,308.04475583457884,308.6650826694639,309.5065478369488,309.33550119169274,309.9588495068367,310.0188172416442,310.05903342811223,310.1179348056971,310.41715221322244,311.47638537665546,311.56371794075824,311.9921959845998,312.27341549572776,312.7218272872083,312.09084443066115,312.20713825865863,313.61599641266514,313.44706701782286,313.76822422206845,314.3157998499792,313.5901906685071,315.02739277951883,313.41991632678577,314.3335880722811,315.0763902056374,314.7709015547349,314.1517364083912,315.1010710417533,316.0131772103811,316.8685007898993,315.61838202112733,315.44440996435463,316.77734203954697,317.18892402709696,317.9744550186437,317.7530184930973,317.4956933263829,318.06929364643435,319.0430963401807,318.36464425453295,318.94629558708135,319.5101901289082,319.96285566098385,320.36554232272726,320.6608236323696,321.0840245172607,321.9220482694752,323.07147155263465
2.5,222.71187462555557,228.81207713380908,241.322034116447,248.56691532816635,251.61962529459805,258.2328010335299,262.9077589070514,268.09354193722197,266.93920021118373,273.8395581063632,271.59877425492937,274.84911555271657,274.1272295138615,277.01208211529706,281.08053953510256,282.94040564771706,285.5300976627469,284.2226678054427,287.5345062491818,286.4229546631497,287.9367239171939,288.45815595329486,285.71032828497596,290.8578423626581,291.74447012153274,292.50804230502456,292.87358355779793,293.0516449123179,292.12049684793067,294.7350560435815,294.31363832147196,294.82349183593453,295.5905180712422,298.7418559159348,295.6974436398514,295.785321968998,297.42998939034766,299.0823811754615,297.13343225787077,297.9026591457887,299.3394440597671,300.32250383021517,298.6884700193952,300.0383338008429,300.84781884653574,300.85047114221453,302.4089388970385,302.4483121005773,302.6026352266093,303.4896943907676,304.88473548300095,304.41019480675436,304.6440412184171,305.1914483835711,304.5017369107214,305.2217812119513,304.6309018292735,305.22254313624444,306.0006503899689,306.9710378064524,306.6099723240642,307.75064556712687,308.3192528718006,305.63948965859726,306.3729023066874,307.21122675622894,308.28005851557697,307.24746177462254,309.28220237856937,308.6933743994911,309.17916562339457,309.2491717615026,309.7398451139876,309.06378643194165,309.47652869145645,310.29799677560106,309.82661178232695,310.1769082113091,310.9907381014215,311.2542878921473,310.48608697531637,311.11604881880834,312.06154212008533,312.4058257394219,312.45135523245847,312.6272517498884,313.33785150167535,312.9213420175039,312.84500335390726,313.73708255982825,313.7014110544,314.23614835399934,314.4995712410279,313.9344453705895,315.70242802637966,313.69657437009346,314.74571325045224,315.7159481574979,315.57819859451763,314.50147079852053,315.950283830691,316.1671822563538,317.210277641798,316.09662775121535,315.6912338508144,316.9391012559751,317.3726466031351,318.2426780182767,317.9279838061701,317.9756473596067,318.43484586854964,319.2031536188669,318.59812117750397,319.35378819407106,319.638139937859,320.2345769923094,320.6485541549867,320.81446400814974,321.2492993870612,322.0682955834831,323.071519795289
5,225.63722138333364,233.48590881714304,253.12565308157934,256.1525949410003,261.171980291954,268.2490033705884,269.1690340594228,274.25464874474784,272.57864480318375,277.9744861596632,278.23955381135585,280.6198182025,282.1214867540998,285.4579344993156,286.88386003677186,288.06443460484587,291.32294511309624,290.19417758978693,292.71121914737347,293.42471713840627,293.4852203238536,293.474129229153,291.76700210203063,296.01395910584563,297.0439511983301,296.5129503151576,298.60658381670095,297.5132741513796,297.274672508676,298.38144739302015,299.83822029674104,298.81760784573555,298.45010416873004,301.91235426557665,301.33762408135914,300.79234928675714,301.3248920322224,302.9932641824905,301.7455138889075,302.23823475900986,303.2851461058947,303.1366059157839,303.2913924571734,303.99143856528207,305.0348643712529,303.6956272213168,306.105796291362,305.28223666932064,305.3173515756737,307.87062232796626,307.89451001856594,307.28352508363093,306.7758179919175,307.9552305058741,307.24032926774413,307.8175568629576,307.99219654572926,309.2045568475917,308.19415849668763,309.31961216486155,309.825665432141,309.4775561945527,310.5447978941072,309.163229445402,309.23863859198906,310.43885512633665,310.50921350080523,310.7114693123645,311.52195571393815,311.5801720310732,311.4709220922482,311.4628404464439,311.8917985828422,312.1017583061189,311.9103044922682,312.83158423732834,312.55208114135695,312.873365478295,313.6552515028304,313.40578839520265,313.37179032883313,312.8918775064005,313.74964698754127,314.5473765878535,314.0395316150184,314.47990007702845,314.4868522767632,314.71095552656186,315.1912902490101,315.188431238359,315.52335834187215,315.72632264799694,315.6189213011175,316.08433188185603,316.61601148659054,316.17760589932243,316.5587251480857,317.01669124036994,317.22951539443136,316.07014107598934,317.41308074362564,317.5460780202255,318.3368005442779,317.7797776054973,317.141942511518,318.60051925480235,319.0015324420919,318.9725938685203,319.0064364180157,319.1712890890224,319.59958430160617,320.0134201718368,319.6017698312958,320.1816041708715,320.53711980605186,321.05472000045125,321.2018686438183,321.5225424689429,321.82232711185054,322.665175263072,323.559677153318
10,232.8026283422224,252.94964038285678,264.6992656131578,269.1676730593336,271.3897278296549,277.05733790184854,282.4268780958975,284.2449380262625,284.07298810187785,288.31423966653216,286.6301351096613,288.7773675662505,291.54332965076594,292.7237720447568,295.0091627042402,293.9050774443135,297.96725745390773,296.9718601497421,299.9597401635154,298.9213199926009,300.1600131907088,299.45554505861156,298.5302823872547,301.31314301068346,302.4972060760767,302.49386243593113,303.8743430946351,303.6615201692718,303.6713902876686,303.4803980017426,305.6974876915096,304.7780567598371,303.9355663350853,306.5529856897732,305.80715283726227,306.1645143320685,306.6010842929714,307.2342072989266,306.9323019498291,306.7672011604019,307.7529775856414,308.05260718389053,307.9979792928269,308.1798720903654,309.3000177197642,309.1511432129986,309.9170485783091,310.02912550786186,309.3749112369352,311.03878998273314,311.5443594301459,311.1802328080219,309.9805062830205,311.4327518029302,311.4113666879645,311.434560515854,311.5109377570482,312.13586126904613,311.86341397786197,312.7605559819972,312.8383517228896,312.7883956807561,312.8577218777173,312.3827668593697,313.00429415670817,312.83585477919064,313.13795190158606,314.0031314724742,314.1587853633142,313.9286039561357,313.8945937761665,314.3156683427822,315.054289912169,315.02121843261864,314.75144952527467,315.6687464460902,315.3433322389254,315.1124643190005,316.2419135706733,315.8105027070676,316.189423586036,315.4660630612027,316.2163764992469,317.2534137927904,316.6666640999943,316.8190701086644,317.10885922449563,317.0237557399997,317.79039056100953,317.2133972727986,317.3930158811704,318.2999220499262,317.8428161298535,317.8534437130017,318.4873104155875,317.975284076923,318.4092893291187,318.62769944301,319.1639898094783,318.0313734145609,319.0214158537173,319.1933425960654,319.4440124893843,319.2267413380954,318.9353521729832,320.1024031517379,320.2236586406052,320.3259317576784,320.1949855516455,320.50998050566903,320.7864641036134,321.0738800412117,320.8471473553564,321.1239540885051,321.437163969272,322.0474074140438,321.9925858468724,322.2379604986833,322.6171283035,323.22391230914593,323.8923097207482
25,270.5633642222225,282.71925515714247,289.34446846052623,292.04103119000024,292.9681453804595,296.63102974453824,300.66032259807724,301.9078111949495,300.8857369693875,302.8056994063975,302.82928929110153,304.99370127115424,304.9189147342647,306.7064160556755,309.25212583251624,305.8799754591035,309.25354280074896,310.28779275722275,311.285065970202,310.3374961871795,311.91245217497925,311.3139788067122,310.6391604223738,312.68646293832273,313.59201726130004,311.80521059187424,312.34513782117125,314.325225837596,313.60242205212575,312.6141267809385,313.832651821246,314.31417313721374,313.67355223785273,315.35277091215124,314.1559239913405,314.937147783314,314.883024993052,315.5243941777953,315.6142654855155,315.07844840595453,316.12266056263377,315.05716041964774,314.85792635058124,316.01393868819423,317.0214763149703,316.6808191823785,317.5731475031555,316.2460244906325,316.27133748162225,317.55729759410224,318.34386959697827,317.570485327244,317.30607596109775,317.1770389943195,318.17955685528,317.68326448884375,317.380099562385,317.806013903736,318.10028652144354,318.43007751488375,318.24805694514026,318.1070478541602,317.72002552042545,318.02837902301025,318.6880166430925,318.832460227688,318.84651706798076,318.8559458699448,318.70013039750324,319.35022979707173,318.6962575750465,319.4160438927665,319.28159464215224,319.70639062424226,319.1830697336342,319.92249357147625,319.365934178914,319.27505744787004,320.4631841557705,320.1772090121565,320.408002670329,320.1840727284035,320.4127157485,320.496181280172,320.25113017511524,320.445562390333,320.91987291796426,320.5788501981885,320.9938115682205,320.61063110320976,320.7933798080518,321.37387265088046,320.96161317107027,321.0585707479995,321.38562551506203,321.0928988817545,321.61206685613126,321.42991715624225,321.8817923953845,321.51795736942876,321.71850333582375,321.75893965263475,321.94562260026146,322.0579551500075,321.4270350214325,322.278200281536,322.45391594356977,322.351543258685,322.29183126032274,322.6228441660912,322.65797359478,322.72084392670223,322.5545021190055,322.827552300954,322.99582204031196,323.318912002482,323.2449474679375,323.50440040633754,323.6834123073985,323.91935987126055,324.4967146836885
75,373.9175977722225,360.84134858095223,353.58216992368403,352.20184033499976,350.011953245977,348.3689065386555,347.291741813141,346.08130932373723,342.933874012449,342.400062578451,341.4430699124298,342.64147636225925,341.5692132821945,340.2797497171173,341.2359671310125,337.99235116722724,339.61259909637954,338.902088257223,337.812478589192,338.29713225540274,339.10988721680576,336.720031736842,336.36012588235275,336.1209604961933,335.83741203556923,336.88773906008873,335.76326776043175,335.112290357711,335.45389131877005,335.20728149958154,334.84570949544025,335.471766038507,334.505890992047,335.0033059007885,332.9439439187305,333.9429802242363,334.5002427681005,333.0227962785352,333.0542621482788,333.16390341030575,332.39459519819974,332.726104352793,332.44406300456626,332.69219212295627,331.34847379625023,333.06781817155877,332.608365233752,331.7407888145035,331.24036345563076,332.25060579126097,331.203006242367,331.69434857635827,332.07162641607454,331.61155434769773,330.83183951785054,331.1711523419692,330.7324870527623,331.7328811059153,331.61913522922,331.18271497877447,330.93857753534826,330.22724144950996,330.3264055854085,330.1602742994585,330.515807308626,330.257712824006,330.475287490131,329.930905201854,329.763975825571,329.45831183835423,330.5679480624692,329.74506996996826,329.690270427646,329.9544506874865,329.2283169141888,329.8542448849905,329.3195822909795,329.01151044350047,328.88481062926377,329.0415761388098,329.1933915531067,328.494283695344,329.2519423166353,328.74865756097677,328.31916361446827,328.89272422937677,328.8340831035853,327.97586375539004,328.6152665076742,327.84483745627125,328.140446948546,327.893127431303,328.11726815402824,327.6398429520542,327.88935160327526,327.68021188239777,327.682435548635,327.44024379939503,327.5535336292045,327.4452322168275,327.668959283969,327.33370235634874,327.311553844974,326.9386822905127,326.69101346071227,326.99118776107326,326.8526973184135,326.759856325219,326.7536514299605,326.48030279852026,326.5327951178297,326.35949461611426,326.172696323166,326.0248382131645,325.8042398186695,325.8571829008872,325.5564208040578,325.49443832839324,325.34897285092626,325.1850265269197,324.54088676264524
90,427.58740707777815,403.6989618533329,390.5029929068425,385.4819193466664,377.7623014839078,372.5217081284034,369.25690665064093,367.1123342692934,366.4731305510204,360.6508182612799,358.84745703225957,359.8933512313464,357.6047088539542,356.8270624673877,357.3355430893037,353.2906465694678,353.32478751955045,352.28406975901487,352.1133486586873,349.3400925152752,351.7263804612514,348.869282200915,347.1830478757146,347.1760437180904,346.093923534097,348.5398547423991,346.75335158221975,344.30573731869754,344.505698532591,345.6260947600673,345.4453064550711,345.8449655572799,343.64002225952714,343.94035227194723,342.7901323224455,342.154090609847,343.78735584613173,340.8262882401057,340.4962391015781,341.5754300620561,339.6281247539761,339.96847558646397,340.45984464365733,339.9255017166114,339.2323064520146,340.063706650751,339.0244562531105,338.72656098637,338.1595904440833,338.60685195650433,337.97548197804554,337.5549007064094,338.1411599996202,337.9250736942266,337.5137384382797,337.3613774253772,337.4352714930465,336.89680025858627,337.0151811438643,336.5698106008285,335.4783445876127,335.9036449229201,336.5501516306305,335.6232830957033,336.2429128676211,335.4940426843045,335.4092536574704,335.2244713929959,334.53195196147357,334.5618203833942,334.93088826408217,334.39182594848074,334.0212836564707,334.2050763341179,333.51066502085126,333.9041701345563,333.35311971549396,333.4626533934923,333.5754779929169,332.9508555668059,332.73380325710764,332.65623223887513,332.8304742475993,331.9135532649016,332.2289829794522,332.5539570175473,332.0428033538965,331.2681168281808,331.5155679935766,330.54935695905675,331.13818668585384,330.6651297238394,331.1095343073605,330.552118326511,330.5896835985802,330.26940452833617,330.2666326400538,329.9719115503994,329.9764734620187,329.7826736285258,329.7708158355153,329.2933934061698,329.32590169084887,329.06014481893396,328.7520295417291,328.74336622909703,328.6170631582276,328.46548620474107,328.4700721087984,328.0372522691232,327.9469733229942,327.7141335364476,327.5255215666723,327.1702826695482,326.93061341782186,326.6794055999618,326.45671439985426,326.11375207305525,325.90772298853,325.2647330775419,324.568456209362
