,pd2,pd4,pd6,pd8,pd10,pd12,pd14,pd16,pd18,pd20,pd22,pd24,pd26,pd28,pd30,pd32,pd34,pd36,pd38,pd40,pd42,pd44,pd46
Low,225.441597809,286.34293886076,462.72410994407,563.0766401926301,646.447272558675,752.41155388723,867.437817684915,931.503073288,1039.273180104075,1107.73310704005,1196.406281155175,1296.3389640109501,1375.317486065615,1483.90427741985,1515.5422270946951,1636.01962069365,1714.975443677125,1788.104788899125,1877.61719898845,1958.366496639125,2036.4080471452,2127.053098271475,2226.75091335945
High,426.384199808705,785.6092996314,995.6580503189949,1152.41556179112,1317.6784029252751,1428.9730126078225,1518.0662185874448,1667.9689696534851,1776.4884022683198,1854.5009138175149,1976.7790933028675,2023.7556166747997,2129.51543376665,2169.9416347474253,2266.56033766142,2332.034486991625,2363.64296677875,2458.636690084525,2501.902990642025,2539.3071366316003,2587.56130377425,2621.7501305521,2646.2331387546
Mean,349.43082468967793,553.5839893057581,710.6361353854637,850.7877166505959,967.910878167381,1077.3127401778008,1193.519629282077,1288.5276404178132,1392.8952283464023,1495.5278740866863,1580.3276681740974,1672.3516239075352,1751.0800099548733,1835.3050140118937,1912.0260199601069,1992.2409566643942,2056.619180055022,2150.1203443476265,2216.743841960438,2287.0344984434732,2354.6250252326595,2419.4382672108177,2488.5275870079063
