"","x"
"1","Actinemys marmorata"
"2","Actinemys pallida"
"3","Anniella pulchra"
"4","Apalone spinifera"
"5","Arizona elegans"
"6","Aspidoscelis tigris"
"7","Callisaurus draconoides"
"8","Charina umbratica"
"9","Coleonyx variegatus"
"10","Coluber constrictor"
"11","Crotalus atrox"
"12","Crotalus cerastes"
"13","Crotalus mitchellii"
"14","Crotalus pyrrhus"
"15","Crotalus scutulatus"
"16","Crotalus stephensi"
"17","Crotaphytus bicinctores"
"18","Diadophis punctatus"
"19","Dipsosaurus dorsalis"
"20","Elgaria multicarinata"
"21","Elgaria panamintina"
"22","Gambelia wislizenii"
"23","Gopherus agassizii"
"24","Heloderma suspectum"
"25","Hypsiglena chlorophaea"
"26","Hypsiglena ochrorhynchus"
"27","Kinosternon sonoriense"
"28","Lampropeltis californiae"
"29","Lampropeltis zonata"
"30","Lichanura orcutti"
"31","Masticophis flagellum"
"32","Masticophis taeniatus"
"33","Micruroides euryxanthus"
"34","Nerodia fasciata"
"35","Phrynosoma blainvillii"
"36","Phrynosoma coronatum"
"37","Phrynosoma mcallii"
"38","Phrynosoma platyrhinos"
"39","Phyllorhynchus decurtatus"
"40","Pituophis catenifer"
"41","Plestiodon gilberti"
"42","Plestiodon skiltonianus"
"43","Rena humilis"
"44","Rhinocheilus lecontei"
"45","Salvadora hexalepis"
"46","Sauromalus ater"
"47","Sceloporus graciosus"
"48","Sceloporus magister"
"49","Sceloporus occidentalis"
"50","Sceloporus uniformis"
"51","Sonora occipitalis"
"52","Sonora semiannulata"
"53","Tantilla hobartsmithi"
"54","Thamnophis elegans"
"55","Trimorphodon biscutatus"
"56","Trimorphodon lambda"
"57","Trimorphodon lyrophanes"
"58","Uma scoparia"
"59","Urosaurus graciosus"
"60","Urosaurus ornatus"
"61","Uta stansburiana"
"62","Xantusia vigilis"
