,pd10,pd15,pd20,pd25,pd30,pd35,pd40,pd45,pd50,pd55,pd60,pd65,pd70,pd75,pd80,pd85,pd90,pd95,pd100,pd105,pd110,pd115,pd120,pd125,pd130,pd135,pd140,pd145,pd150,pd155,pd160,pd165,pd170,pd175,pd180,pd185,pd190,pd195,pd200,pd205,pd210,pd215,pd220,pd225,pd230,pd235,pd240,pd245,pd250,pd255,pd260,pd265,pd270,pd275,pd280,pd285,pd290,pd295,pd300,pd305,pd310,pd315,pd320,pd325,pd330,pd335,pd340,pd345,pd350,pd355,pd360,pd365,pd370,pd375,pd380,pd385,pd390,pd395,pd400,pd405,pd410,pd415,pd420,pd425,pd430,pd435,pd440,pd445,pd450,pd455,pd460,pd465,pd470,pd475,pd480,pd485,pd490,pd495,pd500,pd505,pd510,pd515,pd520,pd525,pd530,pd535,pd540,pd545,pd550
Low,1231.4200225499999,1589.357097525,1922.08152735,2235.7623720499996,2511.28336015,2832.728957325,3103.20274995,3352.3025852,3630.5249603499997,3877.489980375,4147.7983895,4383.564789725,4590.979888975,4775.709631725,4972.9492437,5196.275237225,5334.7139378,5599.673405375001,5746.5394376,5919.785577025,6194.999116475,6383.569592075,6533.09017545,6734.3449252,6877.42492215,7059.631565,7175.4382419,7362.315297975,7561.403269050001,7731.139998725001,7898.8625171,8023.944229674999,8182.9465525,8314.5047853,8480.144109199999,8584.642549775,8778.994765899999,8941.696032525,9007.8812212,9225.604362349999,9326.920823600001,9512.4109919,9665.120745675,9763.618907425,9890.254586575,10035.551217749999,10210.340685899999,10412.562579025,10462.394549,10624.363987625,10849.652927875,10846.169149300002,10988.21019155,11149.042243975,11301.431726775001,11432.693575750001,11596.939531225,11736.754781450001,11850.053485800001,11987.59193165,12062.478278325,12237.92502685,12320.954688625001,12579.12779685,12682.950154725,12744.491478625001,12930.467811825,13061.590401125,13077.614734925,13246.12444875,13287.08947865,13519.313268650001,13564.1662547,13817.813615625,13801.745215025001,14033.93204725,14155.84631315,14299.71265605,14488.97349265,14580.963241424999,14637.5378238,14765.3521723,14965.56942615,14978.290727675,15162.158727525,15257.43907345,15386.680501725,15498.43211175,15687.88767085,15789.206462125001,15947.454148674999,16041.979564674999,16121.137037975,16246.180799875,16364.543923674999,16566.91682305,16637.32716155,16719.9466988,16899.001267975003,17003.7459008,17100.882060875003,17260.6016692,17396.402481175002,17541.78008015,17661.210223025,17809.606066825,17964.175931625,18147.71430595,18398.079666
High,2144.9221927749995,2663.497734275,3189.4958367,3599.0299656249995,3980.0392121249997,4328.779853,4710.54350385,4936.852270775,5291.1302852,5487.909008049999,5822.6594881,6025.926441875,6315.312062099999,6473.172350225,6768.7728749,6991.055089975,7231.8866402,7465.249805,7572.149799524999,7858.143063824999,7991.509994925,8282.223824775,8379.191131700001,8608.2435963,8774.809476949998,8956.342805175,9120.732790125,9316.066045374999,9528.701693775,9639.402088249999,9771.922571399999,10006.5900345,10154.221373125,10252.562754175,10488.59827955,10553.353414125,10731.912263949998,10876.1681983,10994.928470725,11249.363922075,11246.44965155,11458.911999699998,11546.172385150001,11729.553763175,11943.45543295,12015.694999899999,12141.52607325,12268.556682749999,12446.39079325,12584.169656600001,12679.258626625,12782.28904965,12897.46671235,13035.897806375,13149.26856255,13295.131100575,13502.007313475,13569.549829925,13697.040255824999,13806.90689355,13921.278403475,13982.282349250001,14185.7377882,14253.921411125,14408.499452575,14501.238274025,14648.64359825,14716.35062305,14828.7232256,14948.652762175001,15068.733727625,15203.290892199999,15248.0062818,15319.409147474998,15536.009652224999,15623.338530625,15724.586735750001,15796.787254575,15935.681999575001,15998.954666375,16158.0926147,16210.482915975,16317.469686425,16430.312032874997,16530.94650125,16607.52426985,16693.1324883,16818.969725925002,16934.821706400002,17012.856650799997,17105.1853508,17174.050242775,17274.258233174998,17361.62211135,17473.753966,17537.8146952,17635.574672675,17724.7809993,17804.417612675003,17901.878580549997,17980.566142425,18043.321163775,18125.9993376,18209.987282749997,18280.494323625,18348.4509278,18414.418685025,18472.155778775003,18500.304601
Mean,1616.938893618,2072.493052013,2499.18847832,2857.126074368,3218.469514683,3533.580402148,3821.193492633,4136.032536461999,4399.214372302001,4665.474658793,4941.743396708001,5171.780518559,5399.483179302,5616.0660303370005,5844.965970215,6046.853408952999,6275.944269889,6524.8300454420005,6675.520775061,6872.100270950001,7076.038939086,7286.494650457,7461.1934832649995,7644.736808041001,7825.014062199,8005.870784018,8143.771804401999,8319.193197862001,8547.272311047,8688.97873563,8818.431297660001,8986.270375248998,9185.600365475,9322.015140774998,9475.504254096002,9603.608575208998,9785.177936517,9934.339218375999,10073.111513087,10245.141200417998,10379.153417761,10524.859582414001,10643.894263838998,10783.356800148998,10954.08329726,11076.05552481,11197.383665886,11344.572880904001,11523.352817868003,11639.73739683,11793.93125774,11908.202621433,12019.818783893,12145.100216248002,12297.359532154,12413.11317152,12573.999464621,12693.524593247,12814.378651956,12947.452640363,13059.304108481,13202.277780722,13346.916637919001,13466.219816826999,13584.008737135999,13707.394365332,13843.648137979,13915.113029828,14075.108496687,14186.34758597,14286.640497998,14443.599462996,14516.91086812,14650.604365858,14762.775495071,14889.771968460002,14998.664385577998,15116.404918483,15268.185287549,15359.454991107,15477.897982848002,15580.435298448,15711.795440575,15812.441190221001,15927.845951091,16038.194593170003,16122.576722348002,16264.529334292,16376.627553677998,16474.585051983,16583.202266752,16692.743093401998,16793.428588684,16904.828712264003,17023.668115328,17134.712966312996,17216.249602968,17330.437383937002,17447.959820949,17552.250317199,17643.243863479005,17756.450014621998,17857.883615126,17962.959558954,18068.737811328003,18172.571217602,18276.7793709,18374.970526150002,18480.277969483
