,pd10,pd15,pd20,pd25,pd30,pd35,pd40,pd45,pd50,pd55,pd60,pd65,pd70,pd75,pd80,pd85,pd90,pd95,pd100,pd105,pd110,pd115,pd120,pd125,pd130,pd135,pd140,pd145,pd150,pd155,pd160,pd165,pd170,pd175,pd180,pd185,pd190,pd195,pd200,pd205,pd210,pd215,pd220,pd225,pd230,pd235,pd240,pd245,pd250,pd255,pd260,pd265,pd270,pd275,pd280,pd285,pd290,pd295,pd300,pd305,pd310,pd315,pd320,pd325,pd330,pd335,pd340,pd345,pd350,pd355,pd360,pd365,pd370,pd375,pd380,pd385,pd390,pd395
Low,901.038403875,1273.042043725,1566.540568425,1871.4365644000002,2164.5824680250003,2443.915798525,2692.42806011875,2969.10182915,3253.1270643565,3405.6117391314997,3706.8811737,3933.612272646,4138.2937007,4420.69211306825,4621.81454657875,4856.924382326501,5058.2012740885,5259.0043103475,5508.810518940751,5671.63520707275,5910.0596028435,6031.43604245075,6328.6432935425,6516.120569436,6688.990227108,6835.26765467,7079.97743411875,7247.9576942365,7456.29721650425,7651.654395731,7831.335333856,8028.7817108615,8183.269931910249,8366.46041912025,8580.51559817275,8744.65619224075,8918.46024266825,9179.3002579275,9276.65139971675,9432.00122090825,9589.894582031251,9784.7434599975,9987.41411669775,10112.02235323375,10271.91541176175,10477.82057922875,10620.92803179525,10719.574264785,10901.3581807275,11109.95175491075,11252.890452844,11469.288433392749,11592.8244035635,11763.779136498999,11971.660555743,12077.68355916275,12214.955700373252,12430.85629543575,12568.55563348,12731.15958119925,12859.16404615475,13063.25962944975,13194.3331440305,13339.082581039002,13545.1068288835,13605.122333669251,13763.263453361751,13951.09528818575,14112.384581315251,14337.549398429,14444.470798755,14627.72102259425,14781.93895965675,14930.351503180002,15088.255776083251,15261.256931079999,15456.231545855,15676.45286328
High,1489.4515521499998,1944.17223715,2375.00184945175,2760.9698271217503,3053.9233543392497,3461.53892348275,3724.1698626805,3999.4701781334998,4331.145200275,4644.990867922499,4905.16527259425,5173.3432600335,5434.466348997999,5623.467384319,5917.3301443935,6096.325786859999,6292.3906044284995,6583.649940866,6862.539783532,6988.5005899835,7167.330070233251,7411.01292840925,7610.51987675625,7831.53191828875,8051.653503883749,8249.288337098,8420.3943963905,8601.37187784175,8795.27133855675,9040.608212739,9191.028654874,9346.56114549575,9549.7438610745,9684.006438601,9836.479496359749,10080.962054282249,10198.260512571,10328.579234481,10546.9180273515,10753.495901912,10872.595157573749,11060.3654848875,11153.110161155,11358.6660476165,11509.205192489,11681.60837661925,11839.4371368575,12013.10710515425,12095.070448522,12271.18419932375,12381.32129022375,12566.47409844075,12710.606634149499,12888.968604529,13006.505092317999,13153.4169278035,13260.84820197125,13399.66053706625,13579.35893550875,13704.91149254,13816.7505486145,13958.605752855,14108.76038334825,14199.1059590855,14348.109532563001,14467.887818481751,14610.550628868,14747.549162405001,14849.801179892751,14979.04651836125,15104.257052724999,15225.38612123,15338.27327653175,15447.48968673325,15564.082840480001,15665.029700129999,15747.770539155,15812.71746568
Mean,1190.51272659859,1596.9786037041401,1954.43247799699,2300.19997584651,2613.17340454753,2944.7284743208,3207.94090418862,3471.0093770817693,3780.12580384955,4032.99069982021,4292.987039066071,4545.10141716755,4791.27556116396,5031.335550266981,5258.55827908184,5485.7751337522795,5718.17307262905,5922.9423491590005,6170.13486946572,6359.03508110186,6570.90119078343,6774.43813556708,6985.54480453871,7180.8553274692995,7368.78553232778,7564.82416051024,7767.38558339447,7946.01025410042,8151.41240820672,8339.62439824303,8523.77163382736,8696.460790153571,8883.45426610665,9063.85269720565,9218.85830267417,9420.44109389608,9570.31526956759,9750.688907552802,9924.73585966586,10107.167382159509,10257.03450433804,10427.60533900797,10577.691707153252,10763.45853184345,10918.686379550469,11081.96565985227,11233.15340859465,11406.57797516176,11536.329549834449,11708.222864844009,11862.55019609884,12028.674240757011,12176.858133115851,12347.44157965145,12482.951992761069,12619.40541211957,12788.854723705379,12934.365509822659,13079.058264422338,13235.940965241698,13380.025885699019,13534.731964228331,13663.931810944181,13810.101052372669,13960.238912230749,14091.045070933711,14246.24172668102,14380.694130636159,14522.43353654401,14675.009933967329,14808.68276692697,14946.92343352856,15091.77253966786,15225.69239545172,15360.06111880674,15499.76246963986,15631.73455548254,15766.62534371701
