,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70,mpd75,mpd80,mpd85,mpd90,mpd95,mpd100,mpd105,mpd110,mpd115,mpd120,mpd125,mpd130,mpd135,mpd140,mpd145,mpd150,mpd155,mpd160,mpd165,mpd170,mpd175,mpd180,mpd185,mpd190,mpd195,mpd200,mpd205,mpd210,mpd215,mpd220,mpd225,mpd230,mpd235,mpd240,mpd245,mpd250,mpd255,mpd260,mpd265,mpd270,mpd275,mpd280,mpd285,mpd290,mpd295,mpd300,mpd305,mpd310,mpd315,mpd320,mpd325,mpd330,mpd335,mpd340,mpd345,mpd350,mpd355,mpd360,mpd365,mpd370,mpd375,mpd380,mpd385,mpd390,mpd395
Low,196.36939825891108,200.86284393267118,208.70870802437594,212.71875116086468,217.11988757052728,217.94001513941186,220.31732150860802,220.655656726258,222.31968489023842,223.00852203675063,223.26063933685325,225.0446628114903,225.51415684235386,225.2808756063361,226.16209109563343,225.2002226366024,226.78313570917587,227.3651258211225,228.11410584906108,228.08935857648336,228.90468463890235,228.83194881518787,229.80152453472084,228.92522747480305,229.54958469578588,230.0003844435624,231.2173123333942,230.81603760540597,230.942915352844,231.45636353653458,231.8829693726872,231.99603258158123,232.06364607710532,232.30400293068877,232.43738052296035,233.1316522363858,233.28712427572157,234.0112435350288,233.85267995141146,233.57105292049988,234.35943802931928,233.91511494923063,234.51699438284638,234.3980583830029,234.07834524737171,235.07497080235157,234.54163902872628,234.78051311729843,235.6908086838874,235.60793695199828,236.35706849493803,236.57250040107365,236.8075852396729,236.21468643862204,236.29268387638385,236.71335670049112,237.3589239085993,237.1811286163876,237.05885600386983,237.38746406571104,237.6526594149924,238.08932631182722,237.808014664619,238.2866926768041,238.49011733579584,238.26900534887508,238.70800146246535,239.3135216798938,239.0173962805236,239.59637831665896,239.1817124489068,239.63707895559398,239.82712617807965,240.72840512793164,240.89101100077104,241.2667068579444,241.39742926252205,243.20134396724617
High,326.17950348944413,300.47887191666683,290.708387108828,290.950976534185,289.5057366348714,282.67701816159627,278.59555162948755,274.47978017001617,272.2679921237531,270.7594697262565,271.8062986412151,268.41320814755176,264.73054997336754,265.91422625918733,266.6643112573734,263.2187291141722,262.35163977955057,262.3263677635349,261.78201664483186,260.5996245986947,261.3703212975728,260.3018884695162,257.6209357871693,258.5871125844217,258.65047978686533,257.7363821138113,257.5008192075039,256.017446478516,256.10931479575004,255.809929682325,255.1973402032502,254.8798290756205,255.2288930324664,254.70929337996708,254.17092945181835,253.5236747058892,253.46872902733256,253.60263985700269,252.74249645539862,252.87473345487712,252.63876522843776,252.21439352177666,252.03456191327302,251.45016466356762,251.7663953478289,251.19804569190947,250.94053265760303,250.759003280413,250.90429002252014,250.21705251459494,250.79252061627315,250.26012202538027,249.49001062270446,249.883992416205,249.3542090005242,249.13890924471778,248.99687154143345,248.69381488225724,248.3190249088332,248.2114647779579,248.08161788975295,247.60363337395916,247.42693883439327,247.35441256415967,247.04875323761212,246.7760614804543,246.58578341439187,246.5569869054188,246.28207304256736,245.9989411275565,245.81685282994914,245.5057173046639,245.41335333644005,245.09680927017314,244.86272035070715,244.5838750425611,244.28175654577709,243.89433590868012
Mean,241.39272148669582,243.68028757118452,243.02647665229887,242.91087263915276,243.5844593386156,244.91424651715107,242.9215829818258,242.9019174117591,243.14539318811305,243.4843619744606,243.82496130726713,243.48019839391438,243.48903061665888,243.17137351654134,243.4167204458397,243.55589747398912,243.076757743627,243.52611243856984,243.37686205577262,242.6897716971936,243.18243673760355,243.90658779547195,242.82049022104033,243.30248626458507,243.4308426404099,243.61900918372615,243.64582902971392,243.5111920138962,243.3586864179282,243.4121965776491,243.45904536411066,243.6138966385526,243.68135010746806,243.33655784304096,243.2559904713062,243.26323211530533,243.517119258611,243.675376584814,243.49838960456194,243.33534894005493,243.40243029877684,243.47543834212865,243.5576824908803,243.1238695589209,243.2960097773042,243.5051816149645,243.1952656590034,243.24787602920608,243.6361024025052,243.49267516650062,243.57487330281697,243.54661238120386,243.4953763527226,243.60589351309073,243.4239333167537,243.54878467071364,243.57379394830753,243.4419045584702,243.3683851506204,243.5019857895409,243.51083188896854,243.36153918380802,243.45379420149686,243.38106375166558,243.47384494392514,243.38919820820558,243.47008539564845,243.51953132249747,243.37234195614246,243.53474525747075,243.50363274800944,243.47912551715092,243.50093160967754,243.52156105779594,243.45153095546115,243.49975774938025,243.4806609973284,243.49265815620154
