,pd10,pd15,pd20,pd25,pd30,pd35,pd40,pd45,pd50,pd55,pd60,pd65,pd70,pd75,pd80,pd85,pd90,pd95,pd100,pd105,pd110,pd115,pd120,pd125,pd130,pd135,pd140,pd145,pd150,pd155,pd160,pd165,pd170,pd175,pd180,pd185,pd190,pd195,pd200,pd205,pd210,pd215,pd220,pd225,pd230,pd235,pd240,pd245,pd250,pd255,pd260,pd265,pd270,pd275,pd280,pd285
Low,272.7405572,376.51899710000004,479.68858247500003,584.9026816500001,653.627221625,733.783570325,812.6626102,885.998593075,961.0435804250001,1024.918384,1081.3247529999999,1140.375966075,1209.415015475,1254.3593890500001,1307.6788341749998,1357.0936785000001,1418.851436575,1467.074492625,1532.126794225,1559.4512900500001,1617.62742845,1657.0621181499998,1704.265211625,1753.880949725,1795.4226572500002,1836.743199775,1880.241591275,1901.7802081250002,1957.123853975,2001.7486617499999,2030.7360405749998,2072.549612,2095.72906655,2136.2347689999997,2190.0105952,2211.78473945,2256.463802575,2291.90574435,2311.086310525,2348.779007475,2387.680513,2421.8067855,2461.039639425,2480.3483686,2522.113477325,2556.606523875,2590.7754403500003,2619.067682075,2648.6089336,2682.484741525,2726.4622390249997,2754.7981580250002,2786.7559393,2824.025258375,2861.7588999,2896.628998325
High,484.17349195,623.491308225,752.258279475,855.4568257999999,952.74492815,1021.8708779499999,1098.94854265,1179.5850896250001,1261.426815175,1316.13948105,1368.1152771,1425.680104325,1481.3287986999999,1539.5978957749999,1590.70534095,1648.92941855,1683.916615225,1735.4250505,1783.515226425,1826.581321075,1865.05718615,1908.906011125,1950.211314625,1986.2655004249998,2017.0665643749999,2066.0370751250002,2100.9220541249997,2131.31267685,2179.709371475,2206.64439835,2242.7693186,2272.8372781999997,2309.668289775,2344.065785,2375.06470215,2407.867698675,2437.8633031,2470.9949454000002,2498.0002931000004,2530.4079089,2565.356904475,2593.975087025,2620.40300845,2650.73528235,2676.5471833750003,2703.741662,2729.4114424500003,2756.8792466,2782.9445654,2806.00960885,2831.32677135,2857.516571725,2880.7237828,2903.5785415,2925.5395638,2944.77724915
Mean,377.77272928900004,501.07398516199993,612.3035575069999,716.813970659,802.991378791,884.259104722,958.849634022,1039.580660669,1108.9128755729998,1174.647106625,1231.572491597,1293.761345748,1351.837628327,1409.460830363,1457.3091547660001,1511.6086412769998,1563.325896247,1608.0886487770001,1657.498781589,1704.5424243129999,1749.445749345,1793.197569962,1834.5233801230002,1875.308761286,1916.974267027,1958.897568252,1995.5149990920002,2028.631253211,2070.211104273,2107.566783459,2143.15930137,2177.9664515920003,2211.91449362,2247.205880409,2284.3223749610006,2315.2589545480005,2353.262692674,2384.5576994099997,2414.993449879,2449.9368594270004,2481.741112528,2513.977871123,2547.602602246,2575.214121095,2607.240008013,2637.8794688490007,2666.14045395,2695.86499794,2725.8069682,2756.662250229,2786.6047467989997,2814.892348844,2844.616728713,2873.682341109,2902.794254777,2931.2579545770004
