"","x"
"1","Aix sponsa"
"2","Amazona viridigenalis"
"3","Amphispiza bilineata"
"4","Anser caerulescens"
"5","Anser rossii"
"6","Archilochus alexandri"
"7","Artemisiospiza belli"
"8","Asio otus"
"9","Aythya affinis"
"10","Aythya americana"
"11","Aythya collaris"
"12","Aythya valisineria"
"13","Bombycilla cedrorum"
"14","Branta bernicla"
"15","Branta hutchinsii"
"16","Calypte costae"
"17","Cardellina pusilla"
"18","Catharus guttatus"
"19","Certhia americana"
"20","Chondestes grammacus"
"21","Cinclus mexicanus"
"22","Cistothorus palustris"
"23","Contopus sordidulus"
"24","Cypseloides niger"
"25","Empidonax hammondii"
"26","Empidonax oberholseri"
"27","Empidonax traillii"
"28","Empidonax wrightii"
"29","Falco columbarius"
"30","Geothlypis tolmiei"
"31","Geothlypis trichas"
"32","Icteria virens"
"33","Ixoreus naevius"
"34","Leiothlypis celata"
"35","Leiothlypis luciae"
"36","Leiothlypis ruficapilla"
"37","Lophodytes cucullatus"
"38","Mareca americana"
"39","Melanitta americana"
"40","Melospiza georgiana"
"41","Melospiza lincolnii"
"42","Melospiza melodia"
"43","Mniotilta varia"
"44","Myadestes townsendi"
"45","Myiarchus cinerascens"
"46","Parkesia noveboracensis"
"47","Phalaenoptilus nuttallii"
"48","Pipilo chlorurus"
"49","Pipilo maculatus"
"50","Podilymbus podiceps"
"51","Psittacara erythrogenys"
"52","Pyrocephalus rubinus"
"53","Recurvirostra americana"
"54","Corthylio calendula"
"55","Salpinctes obsoletus"
"56","Sayornis nigricans"
"57","Selasphorus calliope"
"58","Selasphorus sasin"
"59","Setophaga nigrescens"
"60","Setophaga occidentalis"
"61","Setophaga palmarum"
"62","Setophaga petechia"
"63","Setophaga ruticilla"
"64","Setophaga townsendi"
"65","Sialia mexicana"
"66","Spatula cyanoptera"
"67","Spatula discors"
"68","Spizella atrogularis"
"69","Spizella breweri"
"70","Spizella passerina"
"71","Thryomanes bewickii"
"72","Troglodytes pacificus"
"73","Turdus migratorius"
"74","Tyrannus verticalis"
"75","Tyrannus vociferans"
"76","Vireo bellii"
"77","Vireo gilvus"
"78","Zonotrichia leucophrys"
"79","Columbina passerina"
"80","Phoebastria nigripes"
"81","Chaetura vauxi"
"82","Ardea herodias"
"83","Accipiter striatus"
"84","Aechmophorus occidentalis"
"85","Anas acuta"
"86","Anas platyrhynchos"
"87","Anthus rubescens"
"88","Ardea alba"
"89","Ardenna carneipes"
"90","Ardenna grisea"
"91","Arenaria interpres"
"92","Bubulcus ibis"
"93","Calidris alpina"
"94","Empidonax difficilis"
"95","Eremophila alpestris"
"96","Falco peregrinus"
"97","Himantopus himantopus"
"98","Hirundo rustica"
"99","Hydroprogne caspia"
"100","Icterus parisorum"
"101","Larus canus"
"102","Larus glaucoides"
"103","Nycticorax nycticorax"
"104","Pandion haliaetus"
"105","Passer domesticus"
"106","Pluvialis fulva"
"107","Pluvialis squatarola"
"108","Rallus limicola"
"109","Riparia riparia"
"110","Rissa tridactyla"
"111","Sayornis saya"
"112","Sialia currucoides"
"113","Spatula clypeata"
"114","Sterna hirundo"
"115","Sturnus vulgaris"
"116","Tyto alba"
"117","Urile pelagicus"
"118","Vireo vicinior"
"119","Charadrius nivosus"
"120","Fulica americana"
"121","Charadrius semipalmatus"
"122","Charadrius vociferus"
"123","Chordeiles acutipennis"
"124","Chordeiles minor"
"125","Circus hudsonius"
"126","Dendragapus fuliginosus"
"127","Dendrocygna bicolor"
"128","Dryobates nuttallii"
"129","Dryobates pubescens"
"130","Egretta thula"
"131","Elanus leucurus"
"132","Falco mexicanus"
"133","Fratercula cirrhata"
"134","Falco sparverius"
"135","Gallinago delicata"
"136","Gallinula galeata"
"137","Gavia immer"
"138","Gavia pacifica"
"139","Spinus pinus"
"140","Gymnogyps californianus"
"141","Hydrobates furcatus"
"142","Hydrobates homochroa"
"143","Hydrobates melania"
"144","Hydrobates microsoma"
"145","Ixobrychus exilis"
"146","Spinus lawrencei"
"147","Spinus tristis"
"148","Haemorhous cassinii"
"149","Haemorhous purpureus"
"150","Larus californicus"
"151","Gymnorhinus cyanocephalus"
"152","Larus delawarensis"
"153","Larus heermanni"
"154","Larus glaucescens"
"155","Larus occidentalis"
"156","Limnodromus scolopaceus"
"157","Limnodromus griseus"
"158","Poecile rufescens"
"159","Melanitta perspicillata"
"160","Mareca strepera"
"161","Megascops kennicottii"
"162","Melanerpes formicivorus"
"163","Melanerpes lewis"
"164","Mycteria americana"
"165","Numenius americanus"
"166","Numenius phaeopus"
"167","Patagioenas fasciata"
"168","Pavo cristatus"
"169","Pelecanus erythrorhynchos"
"170","Pelecanus occidentalis"
"171","Nannopterum auritum"
"172","Phalaropus fulicarius"
"173","Plegadis chihi"
"174","Pluvialis dominica"
"175","Porzana carolina"
"176","Psiloscops flammeolus"
"177","Ptychoramphus aleuticus"
"178","Rallus obsoletus"
"179","Rynchops niger"
"180","Selasphorus rufus"
"181","Sphyrapicus nuchalis"
"182","Sphyrapicus ruber"
"183","Sphyrapicus thyroideus"
"184","Stercorarius pomarinus"
"185","Synthliboramphus hypoleucus"
"186","Sterna forsteri"
"187","Sternula antillarum"
"188","Strix occidentalis"
"189","Synthliboramphus scrippsi"
"190","Thalasseus elegans"
"191","Tringa flavipes"
"192","Tringa semipalmata"
"193","Tringa incana"
"194","Zenaida macroura"
"195","Zenaida asiatica"
"196","Aphelocoma californica"
"197","Passerculus sandwichensis"
"198","Progne subis"
"199","Sitta carolinensis"
"200","Stelgidopteryx serripennis"
"201","Pterodroma cookii"
"202","Chamaea fasciata"
"203","Limosa fedoa"
"204","Tringa melanoleuca"
"205","Tringa solitaria"
"206","Junco hyemalis"
"207","Synthliboramphus craveri"
"208","Thalasseus maximus"
"209","Bombycilla garrulus"
"210","Campylorhynchus brunneicapillus"
"211","Catherpes mexicanus"
"212","Corvus corax"
"213","Euphagus cyanocephalus"
"214","Oreoscoptes montanus"
"215","Icterus cucullatus"
"216","Piranga ludoviciana"
"217","Lanius ludovicianus"
"218","Haliaeetus leucocephalus"
"219","Nucifraga columbiana"
"220","Accipiter cooperii"
"221","Accipiter gentilis"
"222","Passerina amoena"
"223","Petrochelidon pyrrhonota"
"224","Phainopepla nitens"
"225","Pheucticus melanocephalus"
"226","Polioptila caerulea"
"227","Pooecetes gramineus"
"228","Calidris bairdii"
"229","Calidris minutilla"
"230","Calidris virgata"
"231","Sitta pygmaea"
"232","Melanitta deglandi"
"233","Tachycineta bicolor"
"234","Urile penicillatus"
"235","Toxostoma crissale"
"236","Toxostoma lecontei"
"237","Toxostoma redivivum"
"238","Ardenna bulleri"
"239","Vireo cassinii"
"240","Xanthocephalus xanthocephalus"
"241","Calypte anna"
"242","Zonotrichia atricapilla"
"243","Synthliboramphus antiquus"
"244","Actitis macularius"
"245","Aechmophorus clarkii"
"246","Aegolius acadicus"
"247","Antrostomus arizonae"
"248","Aquila chrysaetos"
"249","Arenaria melanocephala"
"250","Asio flammeus"
"251","Athene cunicularia"
"252","Aythya marila"
"253","Botaurus lentiginosus"
"254","Brotogeris chiriri"
"255","Bucephala clangula"
"256","Buteo jamaicensis"
