"","names"
"1","Anser_caerulescens"
"2","Anser_rossii"
"3","Artemisiospiza_belli"
"4","Leiothlypis_celata"
"5","Leiothlypis_luciae"
"6","Leiothlypis_ruficapilla"
"7","Mareca_americana"
"8","Melanitta_americana"
"9","Psittacara_erythrogenys"
"10","Corthylio_calendula"
"11","Spatula_cyanoptera"
"12","Spatula_discors"
"13","Troglodytes_pacificus"
"14","Ardenna_carneipes"
"15","Ardenna_grisea"
"16","Spatula_clypeata"
"17","Urile_pelagicus"
"18","Charadrius_nivosus"
"19","Circus_hudsonius"
"20","Dendragapus_fuliginosus"
"21","Dryobates_nuttallii"
"22","Dryobates_pubescens"
"23","Hydrobates_furcatus"
"24","Hydrobates_homochroa"
"25","Hydrobates_melania"
"26","Hydrobates_microsoma"
"27","Haemorhous_cassinii"
"28","Haemorhous_purpureus"
"29","Mareca_strepera"
"30","Nannopterum_auritum"
"31","Psiloscops_flammeolus"
"32","Rallus_obsoletus"
"33","Synthliboramphus_scrippsi"
"34","Calidris_virgata"
"35","Melanitta_deglandi"
"36","Urile_penicillatus"
"37","Ardenna_bulleri"
"38","Antrostomus_arizonae"
"39","Ardenna_tenuirostris"
"40","Ardenna_creatopus"
"41","Ammospiza_nelsoni"
"42","Haemorhous_mexicanus"
"43","Aratinga_nenday"
"44","Hydrobates_leucorhous"
"45","Hydrobates_socorroensis"
"46","Psittacara_mitratus"
