,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85,mntd90,mntd95,mntd100,mntd105,mntd110,mntd115,mntd120,mntd125,mntd130,mntd135,mntd140,mntd145,mntd150,mntd155,mntd160,mntd165,mntd170,mntd175,mntd180,mntd185,mntd190,mntd195,mntd200,mntd205,mntd210,mntd215,mntd220,mntd225,mntd230,mntd235,mntd240,mntd245,mntd250,mntd255,mntd260,mntd265,mntd270,mntd275,mntd280,mntd285,mntd290,mntd295,mntd300,mntd305,mntd310,mntd315,mntd320,mntd325,mntd330,mntd335,mntd340,mntd345,mntd350,mntd355,mntd360,mntd365,mntd370,mntd375,mntd380,mntd385,mntd390,mntd395,mntd400,mntd405,mntd410,mntd415,mntd420,mntd425,mntd430,mntd435,mntd440
0.5,102.478183749665,97.51634372910003,90.1278242306,91.57563856099999,93.24621688578833,85.62746893617144,87.6821027746575,87.76932210854147,87.004650464396,80.42237725340945,82.5076878151117,81.20097731934104,79.94719452852021,77.40480895657356,74.62480514349001,75.88384646778088,74.6215557878012,71.67437700411267,74.0830991989346,73.39584435991604,71.73128280029435,71.10350262868434,70.20207651672892,68.89668810768678,68.71155455602006,68.22040775093235,67.96793150046479,66.90534252310707,66.35267409915534,65.36573545075474,65.67367347159951,64.0222262730236,65.36791164794224,64.3922529156365,64.82057414528575,63.89393680555618,63.138511692098525,62.40478682065997,62.51353062763523,61.4959936990609,61.2039233284113,61.00086326621062,60.91972094648286,60.36433396801197,60.600277680586686,60.52126796675288,59.8303576657936,59.59246267956734,59.28216774361204,59.33408711766303,59.06341482848755,58.64512258955528,58.026183176730015,57.826203789464664,57.465093593495034,57.77498639583786,57.4623393779476,56.83878964602568,56.9487618371486,56.84960705691732,56.853136731576924,56.68656175889045,55.62252008637463,56.18931588124682,56.02511316499,55.35317038070002,55.32579920824178,54.64836212305842,55.15760226560327,55.235567250991316,55.22370894031158,54.45948931772905,54.635601162321045,54.331172749584496,54.20951110372433,54.48231228926641,53.911236699963936,54.04769461325743,54.20018617605498,53.6606601906009,53.808541102231295,53.49987050505366,53.72572396087284,53.5731797114653,53.72196432891167,53.97053092941671,54.05349939242498
1,106.63155957000001,102.98528330314,94.201774193,97.6144912068536,96.14459899510334,92.27317941285712,91.205013713485,90.1067579328672,88.6147046083853,82.8042038610527,84.60512832555533,83.32551054367386,81.68420813436772,79.9851924052642,77.69151356966405,77.87925380437775,76.15374118708664,74.98497633560751,75.04917080366545,74.00704577189315,72.7020313348064,72.46802629550608,71.30267918848058,70.25061401915092,69.5441238353408,68.73983716672758,68.62696665700311,67.78820760886549,67.45138247130566,65.95224707302854,66.38238936429575,65.3231883859167,66.19848168102293,65.34412872900754,65.13051829157686,64.29289565567203,63.73344570436703,62.677810716125805,63.5857102667175,62.38220587357502,62.321381750878956,61.76199362194023,61.49878314702519,61.26392573149525,60.81023834534152,61.34097529865812,60.353657668595424,59.9844452226711,59.9799393427506,59.554226119735404,59.518812068381024,59.3111848496303,58.57673525133194,58.604812329674736,58.318937140279274,58.13068022634921,57.72634728431864,57.49151364358282,57.34588710228715,57.04863142133641,57.044400153334955,56.79871179187965,56.27154994985395,56.37060573273548,56.40607263157018,55.837710859917976,55.84505136613169,55.47122944820624,55.475591691615584,55.59842938322786,55.39234126398914,55.036698902698355,54.84424564225043,54.74777848708342,54.49079909882087,54.775724814752046,54.27412827598399,54.28869105730266,54.38687972011786,54.01604567710436,54.10718550949906,53.90963790386336,53.912862046719084,53.76039072570216,53.87618601564051,53.986207131547026,54.13260824070912
1.5,108.57703985549999,110.02224101333302,99.45374828277463,99.2839438183143,97.6194320456667,93.98055167756183,92.9710230964505,91.62619816290163,89.5949832445081,83.51809057772728,85.40488524428454,84.02940183740292,83.04248988139572,81.01571534950689,79.31420204720685,78.62902625522952,77.0852438398599,75.8519157223356,75.16910295273014,74.69104953149056,73.30496442615326,72.86513517829124,71.4809872439638,70.94736781789452,70.22973774462248,70.35882422428917,68.96695983207672,68.37874340584328,67.9724370470382,67.30497180718658,66.81747383981225,65.94786888638868,66.47788370621824,65.68934393144829,65.37854783923136,64.89161492928389,64.3584596249177,63.29462781730557,64.22525076223624,63.021047628864146,62.699533095577515,62.28965915580823,62.11909212631045,61.6593665763926,61.370402279235435,61.840567792757774,60.833834332029966,60.231829335826525,60.57971411808231,59.957051352474615,59.934839267528645,59.7931288653915,58.844001281947854,58.968963801579584,58.60195569284606,58.367646814769586,58.225279281821805,57.97001518681798,57.64549294013352,57.28576300476376,57.382864636722644,57.075840503628484,56.640742006344404,56.76595110809789,56.60464047509264,56.088997460862345,56.23428718948142,55.854570453961266,55.674239740078065,55.7717667353028,55.46406570908652,55.22901731737415,55.14419450824911,54.92154987464192,54.624921891621376,54.83861937922178,54.46094417769733,54.400644328025734,54.55055893473935,54.213682636960925,54.191062385603495,54.00899430708849,54.00403449082567,53.87476431893244,53.93675885255107,54.03882391538388,54.169416933731775
2,109.688099078,112.18752897581366,102.183500964,100.8192809672,98.882791328,97.45117024186851,94.50873660520199,92.66553293076443,90.324748471888,85.13552049348931,86.0187592937192,84.7859821703938,83.68414444013786,82.01456220644212,79.77835713086,79.0371774513967,77.72068621282227,76.43544201560361,76.4795738514588,75.26106473543139,73.53546660849823,73.2024902498453,72.321516636206,71.64217487008784,71.05644544033198,70.81590774745689,69.29334490593826,69.1592738473261,68.72839120657203,67.45011354485781,67.13540067560173,66.47291573350414,66.78753867681527,66.15339148497495,65.55747564069564,65.38233304171644,64.6090422638305,63.62002933356518,64.46008187713565,63.56681146887904,63.10392664569138,62.62230976098302,62.777242177556026,62.07742135011289,61.78581382051969,61.9685450312102,61.019256865638404,60.63321204145622,60.81294376755768,60.18231168750407,60.03803922332864,60.04838791750993,59.098954727403815,59.24329600527365,58.81879138085663,58.53112667171628,58.519252584413884,58.13852653063835,57.9317702026824,57.4328348717721,57.556704704590196,57.30581875347956,56.801390036140496,57.0957327125294,56.73786090487658,56.35930810267114,56.303234901471754,55.96839984636189,55.759273731037624,55.939927599559525,55.52190983318201,55.33146589357994,55.234266086231045,55.048105239115365,54.87055361043054,54.979000508767605,54.74120764905176,54.54166771481414,54.636602434174144,54.29368280495656,54.28208720421031,54.11214492371568,54.111664592696556,54.00903239453172,53.99322321726045,54.07753534639545,54.18640833254998
2.5,112.3336730675,114.91400396499968,104.19551925374999,102.880045957316,101.522687321583,98.23077152785719,95.47932597430001,93.48649034176468,91.52757707717025,87.86064067104094,87.39816220225833,85.30788058435692,84.29966161901389,82.46698410681067,80.16713158921561,79.80363763234296,78.45238438489167,77.24241747290127,76.904235336258,75.76764330668925,74.34643353286314,73.69409910153698,73.30179855891174,71.9800684863962,71.34622834804159,71.29550443063201,69.87684291700734,69.60957494646657,69.26707952420617,67.94439095081614,67.71600666214088,67.0921749750953,66.97323441208017,66.4925559966177,65.76406911544547,65.59266612712712,64.73319565063039,64.36886813129438,64.66480085651918,63.74150490378373,63.26620968201715,62.97137145028445,63.013206705368454,62.386570825560554,62.08289677796571,62.1588258083893,61.21241219154061,60.94326490098566,61.0867181323512,60.290377479517076,60.16566364955348,60.42904255520652,59.51828605409452,59.471391678066475,59.080391640315085,58.77313198220672,58.63173354702289,58.392993407392886,58.04554603686866,57.55938918194755,57.733675604215065,57.421237666974925,57.15981928928729,57.21507873677284,56.830071795843395,56.61402066110757,56.40618289017325,56.031731290782076,55.898972747640585,56.055936495943875,55.6486526551217,55.4392654082225,55.30462089255405,55.2092529285421,54.99212956703943,55.05479759919713,54.827243040176285,54.634640636259554,54.72696933505125,54.3715767480771,54.33672491838296,54.23743907797233,54.157486868613724,54.07307071532234,54.03823481417937,54.14498650146434,54.21156982070905
5,123.543138705,122.95713244,111.8611067558625,109.46325816570601,106.486770539333,102.66052214519985,98.49026589138374,96.93306844873334,95.677888164088,90.68351620560547,90.41010304817208,88.04436503767502,86.81449433970175,85.31483405084334,83.00183148666812,82.72764259775879,80.7994463424542,79.80040734069156,78.947681940555,77.80093316059614,76.28987666192545,75.62706155151172,74.95708307179768,73.7794931426986,72.88434994367348,72.47102685451777,71.82580791476289,70.7474835040362,70.36561767729334,69.78603801963673,69.02296370692346,68.58505030704211,68.12446337818675,67.44362608834956,66.84194192588691,66.68736321411266,66.3580542622391,65.65066704074842,65.33741631952725,64.48594092575718,64.29990995149187,63.74796233080385,63.62690982328033,63.047497752677444,62.71538245907692,62.68437528639275,62.126185827371756,61.745924434720706,61.897624847391704,61.036191601943166,60.9713441419368,60.935540659426074,60.27259276228095,60.070627749432035,59.690640879942094,59.3580015372996,59.27471833668243,59.03070499452967,58.64978993192162,58.42277440673625,58.340494785465694,58.03081507393488,57.74495999742067,57.64754120188751,57.406053660692336,57.141120159394845,56.82825041207645,56.67708829756256,56.393648797897235,56.417276996024995,56.16772225174251,55.765381261129136,55.670811949408424,55.640847426667406,55.45628431926556,55.35301749238672,55.20244468720946,55.034351489723555,55.00866125584625,54.78806298111053,54.65672827812284,54.51456380521685,54.41288404865259,54.312875313204714,54.20850608822096,54.26749678700685,54.280621951102255
10,135.02114618000002,131.46074052,120.0670245055,115.069966964106,112.757780943133,106.9190014730512,103.971535148075,100.7159794391579,98.85761643028,95.85505571244002,93.40144036357498,92.36128571134235,89.82625529057856,88.56188395345598,86.42113146308625,85.24971556751296,83.37518789302837,81.70769786908419,81.177166207436,79.5020185557,78.4948599458577,77.50803639932697,76.96879598910253,75.65148176447201,74.66693178676385,74.04088434530478,73.49591275583283,72.28130408119306,72.02853659934632,71.17712620961062,70.38975564943188,70.02975477433182,69.35912981145147,68.93683354923081,68.05146463402892,67.88420629507246,67.65877136469975,66.9068087590856,66.5831592049105,65.94672198543778,65.13807736818934,64.92838652228816,64.68192135416177,64.29601809237799,63.69254007362173,63.627699053172584,63.15644364991606,62.6937611287208,62.8072610713788,62.05080854653722,61.73104728915715,61.56483821406226,61.2994622153357,60.72978820039513,60.6605514925529,60.070510892421765,59.92124112858047,59.76596655118848,59.400519567683304,59.168198897502144,58.9011026145548,58.59423259167967,58.30489348951625,58.2695347750668,57.982914208123454,57.67252582267823,57.54519636789426,57.2790294845301,57.01809889193343,56.822756794518995,56.64276514779251,56.34418068482466,56.203238569531216,56.14924231811557,55.89565334863068,55.70496467895714,55.60499336899361,55.38994475519623,55.299899680368256,55.12896016284938,54.947850594015144,54.79890806829357,54.730569172052405,54.61125533513331,54.4110206796093,54.42669465096096,54.385122747186315
25,160.273541615,145.055466548833,135.82494187075002,128.26331201526,122.57249732949975,117.69791230150025,112.836017236625,109.1665454622775,105.897222111,102.68367105464526,99.54515869634997,97.33142615746152,94.80231651917858,93.0604744037833,90.38808894701876,89.43303161062795,87.58476834686252,86.13406023873425,84.69884951692,82.95772797741667,82.48395952886138,80.71960573921085,79.93516876768332,79.023130029329,77.84973417579809,77.02318010664722,76.19444702179197,75.41001482834486,74.8642313622383,73.74672327984352,73.23224776818282,72.52085189834618,71.63119317962352,71.20927727638498,70.53934464229167,69.9279719445811,69.67538247107632,68.78193480097823,68.58667141878875,67.89878725492318,67.28339669111784,66.85184000214888,66.50837535027445,66.1472316092589,65.3620522573712,65.1952948556856,64.88993604294325,64.42775240371023,64.115688677335,63.70971745516425,63.312599681777904,62.92794776459625,62.5259954974417,62.09038902946637,62.03541272593838,61.51226389846492,61.289310188681874,60.949984141210976,60.72855508335878,60.3620672083238,59.98151806714597,59.859137796816654,59.583157169801574,59.27796842199727,59.021590371822,58.68244551903545,58.58271779320877,58.26369739262172,57.94692513850927,57.73335560504225,57.52742794153788,57.20170526060407,57.000158682735105,56.81885655149998,56.62755455831083,56.3511465576578,56.19592937059935,55.94995129086927,55.84642813761375,55.6550510357969,55.4479798843207,55.2251101228301,55.12991220525802,54.931042840113854,54.775722666865974,54.66774359686665,54.58572091968638
75,214.397348125,186.25097367233326,171.82384670000002,157.10258286508002,147.41320261024998,139.26847595525726,133.24043770907824,126.42383908718375,121.48267901195001,117.52711613169299,113.55537195549975,110.66260673808675,106.33083964467,104.331525496737,100.7247972508955,99.15196475273378,97.08378893896662,95.0709098861158,93.540063885385,92.00520067084051,90.40875396358638,88.44628772497605,87.53287694710417,86.15590553768001,84.52915625847882,83.60040931753703,82.86899127299284,81.5462294995948,80.47683961252997,79.6648929870194,79.11090314647655,77.75373470806366,76.82946075273017,76.26872888115717,75.66037186128197,74.92392739913308,74.37430601196448,73.39989646115515,73.05556593652625,72.2307758398957,71.53315847995178,71.1051993795227,70.58930195117782,70.06855222188668,69.35644936202229,69.01712783692875,68.50061131190888,68.0240875069311,67.5822825720585,67.05225929227842,66.76492106527691,65.99922165887406,65.61195920660143,65.22932580478769,64.90410878112185,64.6373073720149,64.0453848335957,63.60698318521527,63.36632782388957,62.971968967984026,62.549467729853625,62.2387993321373,61.954461770253154,61.575605384535024,61.2769761702163,60.886471905795176,60.59656228434005,60.2028385115623,59.894603747184625,59.68905046321165,59.287131882572574,58.92069954435135,58.71722708366487,58.374158045632974,58.144413163174,57.753942559411975,57.49948416764683,57.33656880086775,57.13932931717375,56.77861368813058,56.48227217903053,56.167984584637054,55.9901634550167,55.68688157273412,55.40317274863255,55.1118284884934,54.7910223924136
90,233.77113136284999,205.3492310433336,185.91784695945,170.118260846272,158.747015153967,148.2113146742575,141.325326560525,134.11532994635579,128.17346564938,123.7856213894656,118.50986827796639,115.94648282084731,111.7120739174027,109.36914926510269,105.62795436709361,103.5401477552937,101.4864869267833,98.94722251907369,97.14743901550051,95.70234516124235,93.87701293771454,91.90239131475823,90.76442032851878,89.67847234473079,87.57421938396767,86.57855156654885,85.83308873912144,84.6232538906603,83.01375651723797,82.50437876583132,81.70713151290876,80.36498518589515,78.98206804321529,78.68948525851138,78.04844447076947,77.44408080877298,76.37459881922183,75.6612727003418,74.79277465325825,74.31131009405662,73.4877781131581,73.30952978444579,72.18040584724567,71.84419197924086,71.13001899430606,70.6796172832777,70.21402020260705,69.41187687631347,69.1227506658456,68.71444544209938,68.14434872631135,67.28823112280965,67.15811837067923,66.57138068080822,66.27206313401379,65.83075456672366,65.26703908721122,64.79049855702507,64.50067454422097,64.16189672018737,63.748713531820485,63.331376157278726,62.819388173461284,62.60310076583125,62.25911732942988,61.74960218667674,61.436393032726755,61.07871799360518,60.81857145394644,60.47570018901694,60.16991561508648,59.73880833324287,59.53272888847173,59.14617628116904,58.718043921218936,58.45440856077437,58.08187313402184,57.90751285506232,57.64621441656175,57.22802576772344,56.92032880469442,56.6047999734241,56.3181007513695,55.97992215536788,55.66443484548695,55.29023939324596,54.856195082868155
