,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70,mpd75,mpd80,mpd85,mpd90,mpd95,mpd100,mpd105,mpd110,mpd115,mpd120,mpd125,mpd130,mpd135,mpd140,mpd145,mpd150,mpd155,mpd160,mpd165,mpd170,mpd175,mpd180,mpd185,mpd190,mpd195,mpd200,mpd205,mpd210,mpd215,mpd220,mpd225,mpd230,mpd235,mpd240,mpd245,mpd250,mpd255,mpd260,mpd265,mpd270,mpd275,mpd280,mpd285,mpd290,mpd295,mpd300,mpd305,mpd310,mpd315,mpd320,mpd325,mpd330,mpd335,mpd340,mpd345,mpd350,mpd355,mpd360,mpd365,mpd370,mpd375,mpd380,mpd385,mpd390,mpd395,mpd400,mpd405,mpd410,mpd415,mpd420,mpd425,mpd430,mpd435,mpd440
Low,209.13466362722264,216.69221906761905,220.69351383760394,224.79864760696665,228.3427766687563,229.47125413969405,231.31113617725504,233.31206572759473,232.467079115302,234.05103387267266,233.81382335277743,236.2074428216934,236.89891045911557,236.68997342380817,236.45181434190704,237.52507258591626,239.6190041973502,239.18301444105742,239.81647421377727,242.45721728048025,241.08125908675268,243.0525840617671,242.11000118212542,242.96728702134595,243.18162327832104,242.74063862208865,245.65567897462245,245.21615049113012,245.51484011617313,244.73747862387347,245.66710841001077,246.30546209823098,246.62075465231794,247.25506186658552,247.25983501385505,248.42297907814276,247.79106180224184,249.40269867916692,249.41128005028946,249.0759805832493,248.76564921164317,248.43411967267448,249.4916758595142,248.89278946622517,249.35119147948163,249.91643763855564,250.1028385262579,250.7264633223091,251.61619777610582,251.00845638206522,251.44502577641444,252.2957002268332,251.87314076409325,252.46807477489716,252.2639730022007,251.79125133920726,253.28546665004458,252.79979899832145,252.8122272907169,254.33828718034042,253.55876985812725,253.56175051936083,253.65002732154142,253.78904026576333,254.12193811561173,254.54686031255835,254.63004161055562,255.00363417041004,255.38452588174567,255.0772059978674,255.87465042081638,256.2363923109714,256.07950738104546,256.48567884661355,256.02671134277136,256.9459131161319,256.9696269810866,257.3063874915153,257.42834671264694,258.0854286813403,257.8542312864642,258.4334117398096,258.88871826691667,259.06253846395083,259.35281110533685,260.50212681453155,260.5047483177599
High,383.6237394381167,339.4697595230962,322.48738045182245,323.858916391847,315.49308232745193,310.4556350074779,304.8486200840768,307.02904904324566,301.2576002429037,297.2862272748919,295.29747610603846,291.94464645930185,296.4074794938769,293.16513272467733,292.98135086526054,287.77690624577895,288.3952064254602,289.0474626324545,287.78174401606555,285.06881570896473,283.6098389860034,284.23671449756785,286.09135062302255,281.91421349578945,283.006750764289,282.0928166412453,282.7618203955148,280.3975664436135,278.60223116969985,279.3291239165405,278.872263852911,277.647977746116,279.0443803005739,277.0990251337133,276.9998287857606,277.4058866556817,276.5768197363586,276.76565023315953,275.9313428567956,275.8277048835913,275.14288233225403,275.23016749963557,274.85198500108277,274.3796018787917,273.31006144077935,273.96883339959965,273.00704021283633,273.0658966203247,273.3069473886576,272.69926726145854,273.039023521519,272.06109983078676,271.22628166951966,271.21623095167666,270.96385894603407,270.9242488552664,271.29611311425106,270.3758538569414,270.23680966210304,269.9659320372412,269.8179794207478,269.8262077120267,269.371308801236,269.27786602873067,268.9131292609924,268.40755897777507,268.63336270730395,267.9293670698234,268.17300328972834,267.8905650709429,267.68644946452673,267.2888388155335,267.23405663622555,266.7320269527683,266.5264499418895,266.26421148171653,265.82545085850694,265.5257242432611,265.2748333081211,264.9054403101364,264.7810907555011,264.4535643781487,264.0638420872785,263.636286471469,263.34944623386457,262.9801319538251,262.57093483253385
Mean,263.12730486047525,260.6418671251334,260.78912575472816,261.67350306066766,262.2849403064558,261.9465723712363,261.33634193367055,262.72740790124016,262.0016001372976,262.1930049874761,262.3570808890695,261.6739224536844,261.86715393621023,262.59279188127965,263.19343947961903,262.3831541632152,261.888638630727,262.52573560310515,262.6098247050435,262.4249257221236,261.75955362604867,262.1268676984893,262.4248402280582,262.294619628518,262.13603708545,261.9342392329025,263.01911528421357,262.8485478495287,261.9149024381779,262.19213002338023,262.27169024995044,262.14138663561164,262.46009360061055,262.11557562357217,262.08971405666546,262.4362395875371,262.4058578310966,262.41488944588383,262.32012275441787,262.33714863097725,262.11221147385675,262.1014188003966,262.258099858658,262.32024813755896,261.63571042828033,262.17675111175737,261.9035366858262,262.3038732611403,262.1552139487434,262.17239894063187,262.3450134125443,262.24739511072886,262.30092859638154,262.2060978102796,261.7998970944617,262.0717947733948,262.2964324178452,261.91235845976456,262.16271588880437,262.2388388816002,262.24052257910785,262.297895739809,262.16242671655885,262.1446097177005,262.2459708030166,262.14372979743496,262.25405476713087,262.08776042112174,262.16063589221693,261.9827123312298,262.19741418754074,262.19911295435776,262.1588378036439,262.18681125832074,262.2859453994056,262.2401107385438,262.2050866331655,262.16971932203813,262.1172860648025,262.260807941077,262.1156741098327,262.1875517192631,262.2503005995605,262.1177812352842,262.2159776206066,262.2161312910606,262.1758118761635
