,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70
Low,45.35828520307706,38.82199079265327,36.236477201858364,34.16676396665882,32.744663495576376,30.681424540615602,29.835850302343164,28.676896595593007,27.336625892345364,27.106683390268216,25.851815931366332,25.796534372127027,25.833551897150063
High,118.71906633611769,94.03182443053674,79.88301064737315,70.11487572173297,62.73993618739275,56.93949969580967,51.90559479170588,47.72954979520554,43.808432046723716,40.95267088926631,37.800811702277386,34.93730445769166,31.83991719851692
Mean,77.9244903606797,64.5821998826376,56.779735451932574,50.69231897111449,46.7807872095983,43.76053129298227,41.232699647662855,38.7038911930904,36.30633599005439,34.61013018397102,32.88321551276108,31.181940585410274,29.76125720349956
