,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85,mntd90,mntd95,mntd100,mntd105,mntd110,mntd115,mntd120,mntd125,mntd130,mntd135,mntd140,mntd145,mntd150,mntd155,mntd160,mntd165,mntd170,mntd175,mntd180,mntd185,mntd190,mntd195,mntd200,mntd205,mntd210,mntd215,mntd220,mntd225,mntd230,mntd235,mntd240,mntd245,mntd250,mntd255,mntd260,mntd265,mntd270,mntd275,mntd280,mntd285,mntd290,mntd295,mntd300,mntd305,mntd310,mntd315,mntd320,mntd325,mntd330,mntd335,mntd340,mntd345,mntd350,mntd355,mntd360,mntd365,mntd370,mntd375,mntd380,mntd385,mntd390,mntd395,mntd400,mntd405,mntd410,mntd415,mntd420,mntd425,mntd430,mntd435,mntd440
Low,105.34230362000001,103.24863074175532,104.1754020665125,98.814458714936,97.83946725500003,92.95471766143362,93.07463559875,90.81678740953721,89.02536746349999,87.87358055521001,86.38191167080274,85.80390300629135,85.05742342362161,82.65690910976164,81.54414210159375,80.45739304096584,79.60155292265476,78.44743546668289,78.13019801035,77.40269397721833,76.63081444792695,75.29047295230974,74.5068112084123,72.8027006382236,73.57171326640288,72.06604394942953,71.76215169107343,70.94509935559968,70.39920243800064,69.7063797920326,69.14787494436679,68.36397211704897,67.77448848089244,67.39948280240574,67.05444231801484,66.68400062188255,66.31339292062802,65.4971862574698,65.77071492564593,65.33622245415303,64.23185766189582,64.07822109384479,64.06307504040186,62.89244553780181,62.91526609375743,62.47727067969245,62.491799066241946,62.17524884537294,61.65793943713035,61.01002005692377,61.29161559206109,61.2199567584368,60.53327779882795,60.04565024144362,59.98708184345115,59.56594929208448,59.55648117383437,59.23433867721193,59.26479335640779,59.006045281022004,58.982109046585904,58.30353219746193,58.60990404536895,58.128004728996835,58.044075908913776,57.50868383357673,57.23107148537543,57.33087044345928,57.35959731156797,57.31725587964918,57.06761379117065,56.63966382025494,56.579284669959755,56.57982384676243,56.5636526374968,56.25259251566303,56.30819770001125,56.047899715798444,56.129396643893216,56.09103466780467,55.903294448537096,55.84692187171851,56.08613296682312,55.91420789905885,55.89315807495813,56.05892842188042,56.181984306184056
High,244.78416918000002,210.378710009833,195.790116365,178.339385054105,164.1107924066667,156.05099193492939,150.7557263402625,143.70018476256178,137.5988209500585,131.93675033915827,128.98901755500324,123.01655759859806,121.04308164140265,118.01893647010468,114.02028406906778,112.47392358318234,110.26961072534989,107.05202759587614,105.21796027750999,103.80560715043768,102.25494300850356,100.07730338041675,97.5598992844544,96.5671326029174,95.26338263398655,93.52188325980472,92.04385912848235,90.84473859587142,89.88925145338955,87.96067085221587,86.93289093986783,87.44101186393033,86.32714834438396,84.099716014144,83.60417504833666,82.32613548607236,81.31216659903716,80.17459501675242,80.09431036842862,79.0875928297621,78.07975610432796,77.73934842076696,76.83188627576548,75.76207194454491,75.1705786044068,75.1308038653421,74.34236755242294,73.53877195966903,73.07624489073305,72.40709650335668,71.92353195644615,70.92345962287581,70.57512250872267,70.18237763405804,69.64310020772909,69.24845921912146,68.65323322892975,68.27219392496733,68.00393392294832,67.36706283949287,67.00309220236656,66.43495468700765,66.15546116349687,65.52167691757708,65.14860016367027,64.95130572436953,64.23624108885672,64.02371071483797,63.82939555276955,63.394367840903854,62.995270498539575,62.595955140511606,62.1753297442365,61.72679157240333,61.53037719463615,61.17127171080969,60.85659329135972,60.33865378012916,60.070370868865005,59.81575191992837,59.58782240878987,59.19801281050182,58.797053400566696,58.392839209990576,58.01045358283957,57.56706922225544,57.01365804419545
Mean,172.28402582273878,155.36939974841,146.71205502587762,137.47325996178355,130.38915084796497,124.92858098796198,120.4802181405454,116.18708496709844,113.24653615817492,109.78532867503529,107.279545868582,104.02884914024317,102.77320550166463,100.29492526386048,98.44178902119671,96.52774795494948,95.12856170629603,93.30839851687621,91.86477105797667,89.76419516618454,89.0071107461586,87.56342704005779,85.97103463334616,85.47072929441312,84.2678015555081,83.01868346401403,81.77754467462081,80.91940087296645,80.07722054253844,79.14281853423955,78.37985235423179,77.81498339715208,76.86641750927737,76.02228489095688,75.43365038582013,74.50005429636401,74.09541691001321,73.16827179497625,72.69921046399739,72.07484632961778,71.2943058288551,70.87903369876088,70.36181586097048,69.74633075874765,69.18072069646567,68.85956803633745,68.3066860989302,67.92560907575924,67.36579371263859,66.90307560643176,66.53270959039146,66.08024496661912,65.60818469903107,65.28428906239634,64.85617417934924,64.59162808724561,64.10264034774585,63.798830211751905,63.536855987706495,63.26978462707826,62.94840979421553,62.51163591608562,62.43990493947263,61.97532972996561,61.60113276471452,61.342758819627036,61.07050346157044,60.8011567374908,60.60417401132895,60.31589485898323,60.08716700860677,59.716330315484974,59.59340392816521,59.28171890308715,59.165063387973014,58.88074841522165,58.66980330425911,58.445977968579726,58.25060520415175,58.038042169690044,57.85075498826727,57.61758438602224,57.49929954401519,57.26074556027615,57.08199545722742,56.93510246453694,56.74295055555469
