,pd10,pd15,pd20,pd25,pd30,pd35,pd40,pd45,pd50,pd55,pd60,pd65,pd70,pd75,pd80,pd85,pd90,pd95,pd100,pd105,pd110,pd115,pd120,pd125,pd130,pd135,pd140,pd145,pd150,pd155,pd160,pd165,pd170,pd175,pd180,pd185,pd190,pd195,pd200,pd205,pd210,pd215,pd220,pd225,pd230,pd235,pd240,pd245,pd250,pd255,pd260,pd265,pd270,pd275,pd280,pd285,pd290,pd295,pd300,pd305,pd310,pd315,pd320,pd325,pd330,pd335,pd340,pd345,pd350,pd355,pd360,pd365,pd370,pd375,pd380,pd385,pd390,pd395,pd400,pd405,pd410,pd415,pd420,pd425,pd430,pd435,pd440
Low,965.4531528499999,1301.47949419925,1632.6217096,1930.04319034,2233.107745575675,2515.4477477249998,2798.69552558025,3037.518976375,3349.29802027325,3586.5483319,3872.58380390175,4089.74277586,4334.9205493485,4598.02780453,4799.885959235,5093.141145621749,5273.1362914085,5541.361791648175,5766.7353909655,5942.04080827025,6171.908064121751,6395.335690503,6594.4426903594995,6841.30515977075,7022.44079401275,7200.453659607176,7501.59440471575,7656.887101754,7800.921821615249,8142.076145810574,8283.69181964425,8407.728381698425,8626.240564095999,8778.672995293675,9032.618275074748,9187.003820996575,9424.32110779575,9535.411594696574,9736.511683247074,9953.973078546574,10105.9760295985,10310.461163169324,10461.52986243475,10668.2665752735,10888.23883071575,11019.07516660475,11170.812979955075,11357.00265005475,11477.284937345425,11719.142652436,11901.869110696423,12016.302040741924,12249.833909673676,12400.653167935501,12600.033907596175,12721.48269233175,12877.778798124426,13038.523824413674,13219.643163607676,13401.094217356,13531.444515924251,13677.502893106252,13851.063922446074,14044.209673693325,14231.219111665749,14377.409054793825,14496.774682101324,14687.335728912425,14857.258943011,14991.4346163915,15171.646760505999,15310.64110208575,15488.859898511251,15679.5926445055,15803.060369598,15981.41709722275,16150.089050832325,16306.85306763225,16441.511868957,16642.391289938998,16797.5911215095,16959.9770924945,17128.112329532,17304.094789336,17491.593055282,17713.723954357,17912.9330700735
High,1522.733633,1995.73829450775,2370.0152862584996,2807.788345062175,3161.607655386,3499.61527292425,3853.6281810782502,4153.933987575,4453.8795426191755,4756.70881875675,5017.8842135848245,5351.399118879,5569.51998258775,5862.826619111175,6131.87220818175,6343.377234473575,6623.024489909175,6837.3132782835,7118.289519228674,7297.62966851075,7552.041552279175,7780.975095166,7975.931496251174,8190.5003059724995,8394.633751014,8605.085704442676,8839.445020650499,9085.416044892074,9213.256824108825,9459.28178355425,9605.104962898999,9853.152662736824,10032.733669198251,10261.775214807325,10380.77779644475,10555.010702172576,10757.009044475326,10931.764139120425,11117.157124266749,11296.37420155,11459.403864273574,11693.904521892751,11870.160915988425,11972.447006419825,12191.995268264325,12391.004689181675,12578.3375113825,12674.860630439249,12852.95156537825,13009.6492822445,13139.66267598825,13331.05799352275,13508.961519531074,13625.936516732174,13799.889004327251,13970.753042521825,14107.924717128752,14264.281963474,14429.09732108075,14591.303685401175,14683.963877265325,14864.604996322749,15018.893535882675,15129.26559938625,15257.65291016625,15438.263598691176,15593.259994279824,15701.405162170926,15873.210687078325,15978.785329568249,16136.6101404295,16314.7217754595,16404.8242241705,16567.89726198057,16727.197476639,16834.29777355875,16949.10597947,17061.81126028475,17205.480326477325,17325.72476623375,17446.341770908748,17562.5654791085,17690.491119806247,17798.696582598,17902.054751682,17994.7748147545,18064.349073106998
Mean,1216.887698332164,1619.871414943655,1996.5919112827899,2350.724423957307,2689.245163495686,3002.652469792191,3325.8419888370568,3596.5088823227416,3886.611457606799,4181.906064849911,4437.291500175701,4704.240416961752,4965.120840435989,5228.213160904404,5461.1981754276085,5731.158798669847,5959.471871600657,6194.0323499544165,6426.180524469978,6624.858707796164,6877.839537687932,7110.176631098611,7302.899296015981,7522.779213288601,7726.720379987525,7935.190909100476,8145.864768018912,8362.229221036152,8522.48225871611,8783.960405328482,8949.947496180856,9138.619483479735,9333.727558856379,9543.833758185196,9726.823642702413,9911.807340865675,10101.382697251685,10268.873671711304,10453.949525227059,10634.651162398064,10806.529026207723,10989.713845083683,11162.931104779407,11343.797056972116,11522.656891169512,11685.176203395844,11877.947126180818,12029.100661666147,12203.45479967316,12367.508301494932,12524.567503833847,12682.894536890275,12874.027150036547,13035.792844691958,13209.715628662036,13340.574445848357,13504.98816597562,13680.886417565653,13834.361657840413,14003.593319657894,14143.45367005853,14297.724716832054,14461.404120946601,14628.846318278866,14772.17407325185,14918.985519970343,15073.53554633587,15230.412692079744,15365.999726127724,15517.772965614602,15694.45847021297,15836.683250161905,15984.393610735826,16134.329674294047,16281.738023746053,16429.55112003158,16571.635031734375,16718.666737769283,16858.2849779771,17015.965529983525,17150.8386835538,17296.69261687836,17443.7845131954,17583.85955373553,17730.607297957213,17877.421617566746,18014.092868709035
