,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70,mpd75,mpd80,mpd85,mpd90,mpd95,mpd100,mpd105,mpd110,mpd115,mpd120,mpd125,mpd130,mpd135,mpd140,mpd145,mpd150,mpd155,mpd160,mpd165,mpd170,mpd175,mpd180,mpd185,mpd190,mpd195,mpd200,mpd205,mpd210,mpd215,mpd220,mpd225,mpd230,mpd235,mpd240,mpd245,mpd250,mpd255,mpd260,mpd265,mpd270,mpd275,mpd280,mpd285,mpd290,mpd295,mpd300,mpd305,mpd310,mpd315,mpd320,mpd325,mpd330,mpd335,mpd340,mpd345,mpd350,mpd355,mpd360,mpd365,mpd370,mpd375,mpd380,mpd385,mpd390,mpd395,mpd400,mpd405,mpd410,mpd415,mpd420,mpd425,mpd430,mpd435,mpd440,mpd445,mpd450,mpd455,mpd460,mpd465,mpd470,mpd475,mpd480,mpd485,mpd490,mpd495,mpd500,mpd505,mpd510,mpd515,mpd520,mpd525,mpd530,mpd535,mpd540,mpd545,mpd550,mpd555,mpd560,mpd565,mpd570,mpd575,mpd580
Low,223.22188280833325,227.89668969238127,235.11306051907883,249.83652685166635,254.09686339896552,253.32091503739514,263.4102939639106,261.99012375469744,266.07745519616344,267.33837999410764,274.1289239900706,274.43655306009566,277.64629974563195,276.5443548552076,280.0359231560913,281.05748008422967,281.4914547090016,283.0996356827656,283.90291820994946,285.50057164994496,287.73099954399515,289.66433090265406,288.6700632023849,287.5477310837999,290.6594410395916,291.0351736278606,292.23576745440363,292.03947723601505,294.3127430098055,290.2020806286716,295.6109929660103,293.351159869516,295.09283621980296,295.1560481046174,296.4371903806343,295.80007978454773,296.8638434602271,293.9298872323075,296.618267615036,299.85757470297233,298.0689280043184,301.69093513742695,300.58015268165883,299.5610658698311,301.5273279753038,301.4064130079977,302.36401636949927,301.77430472499043,301.9924273650702,301.77338440169245,302.56402553805555,304.15639238722747,302.46598387859666,303.76414572169733,304.0649719199123,305.4497971792306,304.33623013295403,304.30578098982517,305.723565138421,305.6918701559619,303.9030065663076,307.1518825488457,305.823543706498,306.7454605454496,308.55976394329264,308.4854030379934,307.93402591572936,307.8806300099036,309.3666860080456,308.49473835261364,309.0310693185888,309.1185841878335,309.7793928590825,309.26660712806563,310.12077303515593,310.31065859055633,310.28323077350115,311.9638029689455,311.4140797827662,310.844055708527,311.04118465774985,312.1520719037307,311.2406225173561,312.00912897211396,312.29120504222954,312.2901578141419,312.5419740143911,312.99436197282387,312.88534286629243,313.54265999001643,312.9860267881361,313.821372466267,314.6789389254668,314.54479009319846,314.15625032268053,314.9587994723141,315.16018590419236,315.4138545488798,315.80595099425983,315.80963185539974,316.4603640684496,316.60315430734425,316.2345126197862,317.25106954415156,316.9342178393514,317.2194268253792,318.17798678750637,317.9402039463837,318.8893699720801,319.0371760139871,319.1793155461133,319.57608328580824,319.8258665750863,321.0930001769132,321.6907267606945
High,490.1394637383335,446.6405709876185,432.69460415894764,429.01681278100034,421.7343760931607,403.4624635015964,406.6470742476602,395.761845210556,389.26986069579635,390.152780558047,380.75491631365804,381.2043052253847,379.9252578413564,379.4035354902708,369.025878481448,372.0194396666247,371.4596516799809,371.2791638686117,365.19575976708046,363.80013097253715,367.83666012427415,364.4458358088405,362.4181515177558,359.7261724497807,361.1803708119139,361.96534222116054,356.8345901657196,356.1428571028592,355.66381052184136,357.29107819558425,355.79917330575825,353.6515451810242,352.42299719497703,353.9291544598651,353.06306848487077,353.0704252160578,351.838627459098,352.4127503351283,350.1131034545782,348.79614274213566,349.2678866033427,349.16299265970014,346.9065484377113,348.44604204921063,345.87397904159815,347.3581877956574,345.847656362146,344.89500029690237,345.42236402775217,344.96375533392177,344.2625951829154,342.972489886934,344.36095383277274,343.87118879305626,344.96231114731563,341.98534720278883,341.2110699985307,342.23292204022806,340.2303811619913,341.7529546313272,341.897590166267,340.55908902896687,340.6009413326868,339.0474458440977,339.7027804583302,340.5257259525833,339.79988013783714,338.92824077079484,338.81800012618476,338.9842558017168,338.0619364419788,337.85851519062277,338.78204141873925,337.0390227713495,337.82915194559337,336.6568232938503,336.0064142294692,336.03797165176735,337.09879333384436,335.439318000167,335.0976616797115,336.0405848440572,335.3173755119943,335.26466820663893,334.67670058156915,334.159007765214,333.7044561925671,334.5972237677376,333.9407602483227,332.64295010127626,333.29064503074954,332.989553896426,332.7259920364152,331.9773228713727,332.70856772861475,331.5188421222163,331.9888821034467,331.3701202729176,330.68720753355854,330.9145413142094,330.35303762477577,329.8607942414072,330.23346738877694,329.667093495994,329.1230754481403,328.7778616280781,328.2540774040581,328.31712606021614,327.84380102050795,327.5818784891374,327.04429676641803,326.6680960587383,326.02971682059865,325.32204641833687,324.5842963700041
Mean,323.62209269497777,323.5925456432953,323.624998822379,326.7703920057733,328.1281289491149,323.5957216740471,323.74522851479105,323.93573365717174,324.1169931360956,323.9401957211408,325.2047471239074,323.3441581491894,322.3103961287429,324.5822707946344,324.0522066159339,323.4714737739294,322.8945762743971,324.55186177939265,323.3676434597237,323.3384189361733,324.8505990473726,325.27154485061055,324.3614349153324,324.0071388202795,323.4719027990681,324.02468206054556,323.99286671418463,323.2801868967133,324.1629540483849,323.5189810972501,324.14941703897745,323.2054986874822,323.7844918824178,324.1061565966919,323.2041220920202,324.2746618036728,323.3372546908953,323.8620477788937,324.077007648896,323.7894654593567,323.3545303695582,324.33530113824037,324.0806005901411,324.1097094929189,323.8318648575244,324.6004344929274,324.0064126410423,323.9220327716638,324.0375428823059,324.28803978325124,323.77199904483854,323.99932673993914,323.7991568993286,324.2765751661287,323.91332237041274,323.89336293719896,323.32628848807593,323.8166627600228,324.12301008910975,323.6840941521898,323.6521889844452,323.9337175706793,324.20683369628927,323.4545565669648,323.9827098448304,324.143256502938,323.64885476570055,323.7471442651247,324.14907197133033,324.20565720939254,323.65398146518305,323.9166181653375,323.99619452229456,323.3600084905571,323.9833636581178,324.21326067511745,323.8684310454464,324.2461665884581,323.97890646500514,323.8714747300455,323.577763103092,324.05832914385763,323.60137889485026,324.1462259224302,323.84516656624817,323.7157392598042,323.5952488199234,324.24611109445425,323.9852303578639,323.74645513138626,323.86253904046026,323.8382119412265,324.0879944030824,323.7829372207593,324.0989398788143,324.06686787760066,323.90935343997523,323.8933548905114,323.8440974701776,323.7916726109671,324.05162568437277,323.9637539320427,323.92507996631514,324.00524605439324,323.7928748070722,323.87482751371437,323.84519107544713,323.82744744169105,323.83535723978656,323.8726380533362,323.8757439174016,323.852621797299,323.83982482239475,323.88454423220327,323.86009948260977
