,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85,mntd90,mntd95,mntd100,mntd105,mntd110,mntd115,mntd120,mntd125,mntd130,mntd135,mntd140,mntd145,mntd150,mntd155,mntd160,mntd165,mntd170,mntd175,mntd180,mntd185,mntd190,mntd195,mntd200,mntd205,mntd210,mntd215,mntd220,mntd225,mntd230,mntd235,mntd240,mntd245,mntd250,mntd255,mntd260,mntd265,mntd270,mntd275,mntd280,mntd285,mntd290,mntd295,mntd300,mntd305,mntd310,mntd315,mntd320,mntd325,mntd330,mntd335,mntd340,mntd345,mntd350,mntd355,mntd360,mntd365,mntd370,mntd375,mntd380,mntd385,mntd390,mntd395,mntd400,mntd405,mntd410,mntd415,mntd420,mntd425,mntd430,mntd435,mntd440,mntd445,mntd450,mntd455,mntd460,mntd465,mntd470,mntd475,mntd480,mntd485,mntd490,mntd495,mntd500,mntd505,mntd510,mntd515,mntd520,mntd525,mntd530,mntd535,mntd540,mntd545,mntd550,mntd555,mntd560,mntd565,mntd570,mntd575,mntd580
Low,101.5023486025,98.73336963999996,92.72020789875009,94.904804552,87.8692903283334,85.80002509071426,84.70064928625,81.73686701555557,78.780191148,75.57112182409092,74.64188528583337,72.94553707384621,69.43669280392858,69.73192169566663,66.7685484134375,66.43212219823529,65.85622934694445,64.21584950684206,62.8227419205,61.55382843690478,59.82044677795459,59.440701026304325,59.070698935416665,58.407550354,56.9444054467308,57.3376826522222,56.43537715089287,55.81059075448272,55.82666421466667,54.454090085161326,54.28321253,53.54870947015148,52.92293705852939,53.21923197814283,52.56366465222228,51.34904358824321,51.39828147421051,51.211000295256426,50.25574449925,50.40379345256103,50.111583399047646,48.68042221651163,49.162347703295474,49.043907129888886,48.71710839913043,48.22276900904251,47.9813502865625,47.86669678479588,47.0793443783,47.34292271617651,46.93620824586539,46.15198278990569,46.956168141111064,46.68893707136369,46.7207651910714,45.90687922394737,45.85677561689651,45.40903008889829,45.2748952166667,45.264746302295045,44.90146563500002,44.76256194761902,44.10228210859375,44.41126561592308,44.32295105431821,44.59280913708956,43.964267568750046,44.29095440601446,43.59825693478569,43.58899528535209,43.395805419027745,43.40032244794518,43.234267733175685,42.362523901933365,42.89556690868426,42.64545831350646,42.25959078544871,42.37099663651903,42.397468954249995,42.08039217358028,41.96996362182925,41.98665070566262,42.03742461065479,41.66087202970591,41.32286778296517,41.46338722793108,41.1834895917614,41.34159550955055,41.30929970477776,40.94831516439558,41.06442376277174,40.83950505451615,40.78348288962769,40.514875248473736,40.71885517463539,40.47867255994844,40.41328037969394,40.305266517070706,40.32576754635,40.10481501797028,40.06866692794122,39.775246496650446,39.931302831586585,39.758512107285775,39.68212033910375,39.507719069813085,39.69344708550926,39.43204963894501,39.50273479618186,39.41892582405407,39.43772077687504,39.28864908632745,39.44057343877194,39.83128218026087,39.86586981159488
High,317.3446255225,260.3265516116666,234.12929478375,203.66254973099998,188.86380270749967,174.55250234785726,159.14456878687503,152.90837983555537,144.270995305,137.2463663531815,130.89895279750033,126.85608223076952,119.43450410035727,115.36176913266699,110.819368511875,107.45442965911765,103.4000573975002,101.82731675578927,99.00779101650001,96.29028452333334,93.05674905909089,90.50205331326087,88.50830793395829,87.2297630808,84.22919234596154,82.82046284129633,81.4649436746429,81.09982067517245,78.94356719450002,77.72835215838715,76.70538494671875,75.20616515242428,73.43625526264711,73.07101336185714,71.83866934722224,70.85552288945954,70.36863143184216,68.94859406602565,68.44276562825,67.35798143292685,66.99714841404766,65.83982141709302,65.31962728829546,64.72923972211109,64.05785164304349,63.43446145840423,63.17380242791667,61.764055278979576,62.2034161346,60.881832709509844,60.7180115550962,59.54794932179247,59.62447231574078,59.08944549272728,58.44875265821428,57.9015935690351,57.635116498362045,57.027739857542436,56.48842326116663,55.71617708565572,55.274543086290386,55.247086611507974,54.8361569109375,54.232401306538435,54.07726219068181,53.4400263697015,53.145108425514714,52.97895863000002,52.51893110057145,52.36774725225351,52.04578955604163,51.621387904863056,51.18604312020275,51.012427995199964,50.517096468618405,50.36639036935064,49.75732584467945,49.76080091443044,49.2155247695625,49.078417168642,48.76501837213413,48.48269670981927,48.106670503750045,47.89326299705887,47.712201996279106,47.46180779155173,47.0533624173864,46.883000166236,46.77977838972222,46.55175615923078,46.178220197228235,46.04145741397854,45.782150224521246,45.572802899263124,45.24787868984375,45.060633132886586,44.69412891290812,44.60008598636366,44.373756040399996,44.066073277326716,43.835935919313776,43.68425582407768,43.402235098076936,43.18583867128571,42.92635707768873,42.72241294728973,42.552981965972265,42.289901580458775,42.08758922509093,41.84604198500002,41.61269378517854,41.36124344305306,41.11560371535092,40.84590772643477,40.54164004000003
Mean,201.9473813754,174.92845319706666,156.33810096765,144.65254150212002,134.38767606996666,126.31959281874285,119.667599534,114.18275214677779,109.97022449982,104.95774446461817,101.11257529163335,98.11752846987693,94.06301817291431,91.5752198623067,88.337411004375,85.71419941189413,83.72630701351112,81.49343552966317,80.2537579346,78.26270999192381,76.81974172609092,75.21363628619132,73.73192643136666,72.68402185576801,71.16397659229231,70.09855641844443,69.13400128385716,68.05281031936552,67.40018355732667,66.54936024847098,65.38166383456874,64.60989211164244,63.55975611350589,63.30499370993144,62.53224119115556,61.51306963390812,60.89900131764211,60.213068739471794,59.769899586034995,59.42370585248293,58.67662266320477,57.82250594986978,57.36673068219091,57.3338230893289,56.51715586068696,56.211723809012774,55.82600716421667,55.1949174838898,55.015148453352,54.40214305758432,54.05436009437309,53.38583889862642,53.16330188087038,53.078448649949095,52.587392684578575,52.25119146172282,51.913878912113795,51.568065638623736,51.12900778639334,50.964373083288535,50.33666303890001,50.28166066459683,49.985386144615624,49.782139006624625,49.45921732946062,49.23737722957315,48.73216395619119,48.65836301338842,48.36718110160572,48.15469189162818,47.93687132297779,47.70512824240274,47.495664668548656,47.14555525889334,46.93243042504211,46.87514685459482,46.50037483019488,46.346282480708865,46.0743016895825,45.98230026400742,45.75050738895123,45.4699760425735,45.27816259266906,45.069611565807065,44.89218909817908,44.787809464135634,44.47125023490001,44.38617181134158,44.20759008324223,44.040398513065945,43.836148409806526,43.72375908721936,43.54963446219788,43.31317976666948,43.232344773324996,43.05366297988455,42.77309668304695,42.7214942729091,42.588048418731994,42.40138967547129,42.19313004088824,42.05469993025049,41.905899345109624,41.76603443821525,41.66499043155095,41.44762515762057,41.40534819729815,41.186015375447724,41.10474916198,40.936049114102715,40.810950598312516,40.658216849258416,40.53908629245088,40.41467775482262,40.25955995563277
