"","key","b:(Intercept)","c:(Intercept)","d:(Intercept)","e:(Intercept)"
"1","low",-1.02551711568774,-0.55797173904937,1.45632511525872,4.30812552137223
"2","high",1.08877084290528,1.28197263521696,9.98050313528331,0.252934396202009
