,mpd2,mpd4,mpd6,mpd8,mpd10,mpd12,mpd14,mpd16,mpd18,mpd20,mpd22,mpd24,mpd26,mpd28,mpd30,mpd32
Low,0.0765675025399999,0.3947102429865003,0.6036745698953366,0.7970391554451548,0.8760135819188015,0.9348895818798924,0.9815067659132815,1.0414085942522389,1.0676637036325263,1.0994978704881666,1.1322963569754165,1.1417419635987982,1.1730011473359658,1.1938023356336473,1.21392329486637,1.26862131092363
High,2.120953057337,1.6650466927897218,1.5303356622299966,1.4779135639185648,1.4481072300721487,1.4218440464969144,1.4139387773110736,1.3996952567548362,1.3888495117397828,1.377856446122016,1.3629285307574126,1.3498070472367933,1.3390079639263994,1.3217142481444366,1.300465293789142,1.26862131092363
Mean,1.269296010304434,1.247415524709412,1.2656184682243115,1.2688600238581424,1.2657956436719835,1.266690982425568,1.2664069431644898,1.2674641236988808,1.2721369709869077,1.2707362877484156,1.270314863231992,1.2694155212469336,1.2703914823776858,1.2661121429066728,1.2684628704400491,1.2686213109236297
