,mntd2,mntd4,mntd6,mntd8,mntd10,mntd12,mntd14,mntd16,mntd18,mntd20,mntd22,mntd24,mntd26,mntd28,mntd30,mntd32
Low,0.06608408536950021,0.193014462468125,0.19062141829117502,0.19826184979201564,0.200427990249535,0.18564785028018363,0.18255580994258214,0.1703020134676333,0.16440760710082938,0.15903766493327248,0.15016097559839128,0.15414297429502635,0.14644898188431443,0.14881991431465313,0.153688971834633,0.174728781941844
High,2.116770496606625,1.258010066024025,0.8738450358066749,0.70170159675385,0.594188240820885,0.509080925484698,0.46288097135379597,0.40962567145795936,0.3650277239128473,0.33294717712708755,0.29833609621442614,0.27006858396534894,0.2459185292272793,0.22382299470386455,0.2078453340797,0.174728781941844
Mean,1.252053214806838,0.747289978114045,0.566746397437482,0.46324157437723523,0.40034414458740253,0.356507369161522,0.31684650673413767,0.2910347310857161,0.2624515082138148,0.24164869259075267,0.22529582748366977,0.21095730986388947,0.1971497581634111,0.18891225614579818,0.18128129436919044,0.17472878194184405
