,pd2,pd4,pd6,pd8,pd10,pd12,pd14,pd16,pd18,pd20,pd22,pd24,pd26,pd28,pd30,pd32
Low,0.852969658324,1.24779009404975,1.97559445307035,2.6797731592124,3.107468083112625,3.535734390016075,3.866556719257825,4.21762249760305,4.50683910120825,4.78393824001675,5.005412702814,5.332676820182249,5.5438552780747505,5.82072393694325,6.031720518378,6.452050161733
High,2.116731115582,3.01859801834,3.6880347524709247,4.168289330858225,4.49872772830025,4.8384894051080245,5.1097896698363,5.385485634106526,5.598843174659399,5.7848775316665,5.9493272687051,6.106025839455575,6.24856572385325,6.336647515605,6.407778803783,6.452050161733
Mean,1.548534564257088,2.3792673083329507,3.0303454756542747,3.509903157959936,3.881663302846682,4.233979548020846,4.546063808583538,4.8562326202407275,5.087733525047234,5.311803028976679,5.53317079958002,5.747781993747573,5.936193930496375,6.114620390332697,6.284592839234687,6.452050161732999
