"","x"
"1","Aix sponsa"
"2","Amphispiza bilineata"
"3","Anser caerulescens"
"4","Anser rossii"
"5","Archilochus alexandri"
"6","Artemisiospiza belli"
"7","Asio otus"
"8","Aythya affinis"
"9","Aythya americana"
"10","Aythya collaris"
"11","Aythya valisineria"
"12","Bombycilla cedrorum"
"13","Branta hutchinsii"
"14","Cardellina pusilla"
"15","Catharus guttatus"
"16","Certhia americana"
"17","Chondestes grammacus"
"18","Cinclus mexicanus"
"19","Cistothorus palustris"
"20","Contopus sordidulus"
"21","Cypseloides niger"
"22","Empidonax hammondii"
"23","Empidonax minimus"
"24","Empidonax oberholseri"
"25","Empidonax traillii"
"26","Empidonax wrightii"
"27","Falco columbarius"
"28","Geothlypis tolmiei"
"29","Geothlypis trichas"
"30","Icteria virens"
"31","Ixoreus naevius"
"32","Laterallus jamaicensis"
"33","Leiothlypis celata"
"34","Leiothlypis ruficapilla"
"35","Lophodytes cucullatus"
"36","Mareca americana"
"37","Melospiza lincolnii"
"38","Melospiza melodia"
"39","Myadestes townsendi"
"40","Myiarchus cinerascens"
"41","Phalaenoptilus nuttallii"
"42","Pipilo chlorurus"
"43","Pipilo maculatus"
"44","Podilymbus podiceps"
"45","Recurvirostra americana"
"46","Corthylio calendula"
"47","Salpinctes obsoletus"
"48","Sayornis nigricans"
"49","Selasphorus calliope"
"50","Setophaga nigrescens"
"51","Setophaga occidentalis"
"52","Setophaga petechia"
"53","Setophaga townsendi"
"54","Sialia mexicana"
"55","Spatula cyanoptera"
"56","Spatula discors"
"57","Spizella atrogularis"
"58","Spizella breweri"
"59","Spizella passerina"
"60","Strix nebulosa"
"61","Thryomanes bewickii"
"62","Troglodytes pacificus"
"63","Turdus migratorius"
"64","Tyrannus verticalis"
"65","Vireo gilvus"
"66","Zonotrichia leucophrys"
"67","Chaetura vauxi"
"68","Ardea herodias"
"69","Accipiter striatus"
"70","Aechmophorus occidentalis"
"71","Alectoris chukar"
"72","Anas acuta"
"73","Anas platyrhynchos"
"74","Anthus rubescens"
"75","Ardea alba"
"76","Bubulcus ibis"
"77","Calidris alpina"
"78","Chlidonias niger"
"79","Empidonax difficilis"
"80","Eremophila alpestris"
"81","Falco peregrinus"
"82","Himantopus himantopus"
"83","Hirundo rustica"
"84","Hydroprogne caspia"
"85","Nycticorax nycticorax"
"86","Pandion haliaetus"
"87","Passer domesticus"
"88","Rallus limicola"
"89","Riparia riparia"
"90","Sayornis saya"
"91","Sialia currucoides"
"92","Spatula clypeata"
"93","Sturnus vulgaris"
"94","Tyto alba"
"95","Charadrius nivosus"
"96","Fulica americana"
"97","Charadrius semipalmatus"
"98","Charadrius vociferus"
"99","Chordeiles acutipennis"
"100","Chordeiles minor"
"101","Circus hudsonius"
"102","Coragyps atratus"
"103","Dendragapus fuliginosus"
"104","Cygnus columbianus"
"105","Dryobates nuttallii"
"106","Dryobates pubescens"
"107","Egretta thula"
"108","Elanus leucurus"
"109","Falco mexicanus"
"110","Falco sparverius"
"111","Gallinago delicata"
"112","Gallinula galeata"
"113","Picoides arcticus"
"114","Spinus pinus"
"115","Gymnogyps californianus"
"116","Spinus lawrencei"
"117","Spinus tristis"
"118","Haemorhous cassinii"
"119","Haemorhous purpureus"
"120","Gymnorhinus cyanocephalus"
"121","Larus californicus"
"122","Larus delawarensis"
"123","Limnodromus scolopaceus"
"124","Poecile rufescens"
"125","Mareca strepera"
"126","Megascops kennicottii"
"127","Melanerpes lewis"
"128","Numenius americanus"
"129","Patagioenas fasciata"
"130","Pelecanus erythrorhynchos"
"131","Nannopterum auritum"
"132","Phasianus colchicus"
"133","Plegadis chihi"
"134","Pluvialis dominica"
"135","Porzana carolina"
"136","Psiloscops flammeolus"
"137","Sphyrapicus ruber"
"138","Sphyrapicus thyroideus"
"139","Sterna forsteri"
"140","Strix varia"
"141","Strix occidentalis"
"142","Tringa flavipes"
"143","Tringa melanoleuca"
"144","Tringa semipalmata"
"145","Zenaida macroura"
"146","Aphelocoma californica"
"147","Progne subis"
"148","Passerculus sandwichensis"
"149","Pica hudsonia"
"150","Sitta carolinensis"
"151","Stelgidopteryx serripennis"
"152","Chamaea fasciata"
"153","Junco hyemalis"
"154","Bombycilla garrulus"
"155","Catherpes mexicanus"
"156","Corvus corax"
"157","Euphagus cyanocephalus"
"158","Oreoscoptes montanus"
"159","Piranga ludoviciana"
"160","Lanius ludovicianus"
"161","Haliaeetus leucocephalus"
"162","Nucifraga columbiana"
"163","Accipiter cooperii"
"164","Accipiter gentilis"
"165","Passerina amoena"
"166","Perisoreus canadensis"
"167","Petrochelidon pyrrhonota"
"168","Pheucticus melanocephalus"
"169","Polioptila caerulea"
"170","Pooecetes gramineus"
"171","Calidris minutilla"
"172","Sitta pygmaea"
"173","Tachycineta bicolor"
"174","Toxostoma redivivum"
"175","Tyrannus tyrannus"
"176","Vireo cassinii"
"177","Xanthocephalus xanthocephalus"
"178","Calypte anna"
"179","Zonotrichia atricapilla"
"180","Actitis macularius"
"181","Aechmophorus clarkii"
"182","Aegolius acadicus"
"183","Aquila chrysaetos"
"184","Asio flammeus"
"185","Athene cunicularia"
"186","Aythya marila"
"187","Bucephala islandica"
"188","Botaurus lentiginosus"
"189","Bucephala clangula"
"190","Buteo jamaicensis"
"191","Buteo lagopus"
"192","Buteo regalis"
"193","Buteo swainsoni"
"194","Calidris mauri"
"195","Centrocercus urophasianus"
"196","Loxia leucoptera"
"197","Baeolophus inornatus"
"198","Calcarius lapponicus"
"199","Contopus cooperi"
"200","Mimus polyglottos"
"201","Loxia curvirostra"
"202","Troglodytes aedon"
"203","Baeolophus ridgwayi"
"204","Cyanocitta stelleri"
"205","Poecile gambeli"
"206","Lanius borealis"
"207","Tachycineta thalassina"
"208","Vireo huttoni"
"209","Charadrius montanus"
"210","Catharus ustulatus"
"211","Spinus psaltria"
"212","Haemorhous mexicanus"
"213","Agelaius phoeniceus"
"214","Aimophila ruficeps"
"215","Leucosticte tephrocotis"
"216","Molothrus ater"
"217","Pinicola enucleator"
"218","Psaltriparus minimus"
"219","Sitta canadensis"
"220","Branta canadensis"
"221","Bubo virginianus"
"222","Callipepla californica"
"223","Cathartes aura"
"224","Corvus brachyrhynchos"
"225","Lagopus leucura"
"226","Meleagris gallopavo"
"227","Mergus merganser"
"228","Mergus serrator"
"229","Oreortyx pictus"
"230","Oxyura jamaicensis"
"231","Podiceps auritus"
"232","Podiceps nigricollis"
"233","Sturnella neglecta"
"234","Bucephala albeola"
"235","Regulus satrapa"
"236","Megaceryle alcyon"
"237","Melozone crissalis"
"238","Anser albifrons"
"239","Butorides striata"
"240","Aeronautes saxatalis"
"241","Glaucidium gnoma"
"242","Setophaga coronata"
