,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85,mntd90,mntd95,mntd100,mntd105,mntd110,mntd115,mntd120,mntd125,mntd130,mntd135,mntd140,mntd145,mntd150,mntd155,mntd160,mntd165,mntd170,mntd175,mntd180,mntd185,mntd190,mntd195,mntd200,mntd205,mntd210,mntd215
Low,28.312971955000002,27.700637161666634,26.29641951,23.914990155999998,22.898944088333366,21.474037057857114,20.637133840625,19.53338196722219,18.914422616,18.043034860000017,17.47345571166667,16.80524755576924,16.560210776428573,16.022146495,15.659284965312501,15.26267447058819,14.865008318611123,14.625627796315795,14.379860188,14.009357663571388,13.807248832954572,13.624662505652159,13.489329941249968,13.2876942996,13.078805738461552,12.971903924074041,12.8133008875,12.740631145000034,12.653757386833332,12.496339716774228,12.39632125671875,12.312421096060643,12.301808826911726,12.167915592142844,12.061898820000023,12.045254369999965,12.002923583421062,11.901590200897425,11.89231069225,11.897738022926792,11.86106332309521,11.920565434069728
High,79.08630332499999,65.26132399333335,54.55624993374999,47.400571495,42.181143649166636,37.217703657142884,34.022897781874995,31.794671461666688,29.367240917,27.23350364863632,26.0199896654167,24.35675825730772,23.48914753178567,22.383672619999967,21.503338948750002,20.56162266029416,19.877636523888924,19.472102964736862,18.7189225535,18.20101395595239,17.80611762409088,17.202029992826084,16.85447299958333,16.511113052,16.056729003269208,15.765844413148129,15.462171343749972,15.197572348103456,14.8807343838333,14.683796512580654,14.43429073578125,14.168041399393914,14.00938722676473,13.7304696842857,13.550190673749968,13.315612465405408,13.251721559868425,13.010843199999998,12.823902946375,12.704578277439,12.53822398869049,12.323249933837165
Mean,53.880380499599994,45.80262978446667,40.183011546349995,35.45254027296,32.378482570033334,29.3080210206,27.280928093774996,25.475383823444442,23.89283030894,22.686911516745454,21.724396137,20.603803827861533,19.86290417774286,19.137309479746666,18.4785177435125,17.88213798104706,17.378964160066666,17.05478157686316,16.56619225728,16.120827019057142,15.783819788281818,15.39738270391304,15.112742570883334,14.875132398392,14.596264224407692,14.368547124755557,14.14247049530714,13.946755985206897,13.76872562576,13.58637919619355,13.424387543793749,13.25847026370303,13.132231821858824,12.944105370737143,12.845571629044443,12.712146230654055,12.614299672452631,12.48282946028205,12.388617480335,12.30774633274634,12.222344667447622,12.136747410567441
