,pd10,pd15,pd20,pd25,pd30,pd35,pd40,pd45,pd50,pd55,pd60,pd65,pd70
Low,515.2873093376224,675.484833582975,811.3916246721625,946.694409482555,1051.412130732525,1157.4467530357574,1246.301466204525,1336.754858021325,1433.7486749906252,1518.3180121452751,1617.342904963225,1698.518061201495,1793.455690532375
High,788.40651815433,1007.6850687052626,1150.873011732975,1300.901542519505,1420.2243659243525,1517.75516081652,1608.07159643393,1688.66699987091,1769.5161785764826,1826.344538098975,1885.0949016606248,1938.7957861955,1972.07496939775
Mean,644.7888873338667,824.5483038518126,973.1648320163432,1112.8319652519199,1231.4080445755305,1337.4554371613183,1436.8289560326104,1531.466284707161,1625.3875950173308,1704.65232381446,1788.0699634642135,1862.4220134149864,1933.276039568922
