,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70
Low,129.9727555009766,135.79544487478316,137.75961107816286,138.92157321701174,139.29469888641208,140.8604421505909,141.22922087504355,141.81323252213593,142.2410651412831,142.71039362909127,143.05889642567786,143.37496564396204,143.7452924157714
High,184.6926761581198,171.38295531470888,165.04817972083103,161.14027800096957,158.50880598201852,156.3194897893668,155.1555827906768,153.6041520725589,152.7180321479559,151.69860939350352,151.03690871700428,150.26380697133874,149.52773169562929
Mean,148.6352893771275,148.23564114535677,148.41611457873472,148.37224114489717,148.1731264906025,148.44817834343002,148.47412742400618,148.67650443151197,148.80957298223714,148.7489345010418,148.73764332581317,148.7230400646965,148.65437203075683
