,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70
Low,44.53712830506605,40.599687768202585,36.11908536988647,32.93500624768217,31.905347592617204,29.6404123582878,27.82908060634173,26.645173676346676,25.652882270132675,24.81252900277371,24.35298028916879,23.54665769250658,23.680876426601106
High,119.84156863498232,96.28060450869164,77.88503930765222,70.92389349236728,62.529798078018885,56.14542920061156,50.814283156887285,46.369821072156455,42.5416074437593,39.43214674794979,36.686158098481876,33.61866316227493,30.87850477507461
Mean,81.57289903578541,66.27070625811209,56.836130103532895,50.654456115454074,46.473716186534574,42.845771254163516,39.07251055757816,37.0172719337863,34.67342549456755,32.760004391777706,31.47368301765841,29.542586304805642,28.210280371097454
