,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70,mpd75
Low,125.06514766701301,130.55609881492333,134.33086542304812,136.29929045082318,136.76287483479038,137.20069670827417,138.27438766500396,138.54493882839887,139.2128306081089,139.78247442825705,140.08031870751716,140.36337381590312,140.6946645124805,141.17496671553312
High,182.3105313757705,169.98849579965452,163.71974636038485,159.43721838808577,156.82717134513587,154.71749597682788,152.93572670522687,151.83336166184077,150.64241845711484,149.7235453552387,148.89373688007228,148.17659788150243,147.47123963765603,146.73585318562283
Mean,145.8423100987674,146.0370359960829,145.74621962609638,146.13417776505236,145.92838471052696,145.9114523965218,145.7592491686006,145.95345117004112,145.98402431421127,145.75148664439465,145.81195908527909,145.91998935544277,145.76466349531603,145.84704067193735
