"","x"
"1","Xerospermophilus tereticaudus"
"2","Urocyon cinereoargenteus"
"3","Mustela frenata"
"4","Ursus arctos"
"5","Taxidea taxus"
"6","Chaetodipus spinatus"
"7","Myotis californicus"
"8","Peromyscus eremicus"
"9","Macrotus californicus"
"10","Ursus americanus"
"11","Chaetodipus fallax"
"12","Nyctinomops femorosaccus"
"13","Myotis melanorhinus"
"14","Eumops perotis"
"15","Ammospermophilus leucurus"
"16","Reithrodontomys megalotis"
"17","Neotoma macrotis"
"18","Chaetodipus penicillatus"
"19","Lepus californicus"
"20","Ovis canadensis"
"21","Sorex trowbridgii"
"22","Sorex monticola"
"23","Peromyscus maniculatus"
"24","Neotamias obscurus"
"25","Corynorhinus townsendii"
"26","Chaetodipus formosus"
"27","Peromyscus californicus"
"28","Antrozous pallidus"
"29","Dipodomys simulans"
"30","Neotamias merriami"
"31","Didelphis virginiana"
"32","Neotoma bryanti"
"33","Otospermophilus beecheyi"
"34","Sciurus griseus"
"35","Dipodomys panamintinus"
"36","Perognathus longimembris"
"37","Nyctinomops macrotis"
"38","Neotamias speciosus"
"39","Dipodomys agilis"
"40","Dipodomys merriami"
"41","Vulpes macrotis"
"42","Microtus longicaudus"
"43","Vulpes vulpes"
"44","Onychomys torridus"
"45","Myotis evotis"
"46","Dipodomys deserti"
"47","Eptesicus fuscus"
"48","Microtus californicus"
"49","Lasiurus blossevillii"
"50","Lasiurus xanthinus"
"51","Perognathus alticola"
"52","Lasiurus cinereus"
"53","Sylvilagus audubonii"
"54","Peromyscus crinitus"
"55","Odocoileus hemionus"
"56","Procyon lotor"
"57","Scapanus latimanus"
"58","Chaetodipus californicus"
"59","Lynx rufus"
"60","Dipodomys stephensi"
"61","Peromyscus fraterculus"
"62","Neotoma lepida"
"63","Callospermophilus lateralis"
"64","Neotoma albigula"
"65","Myotis thysanodes"
"66","Tadarida brasiliensis"
"67","Canis latrans"
"68","Thomomys bottae"
"69","Parastrellus hesperus"
"70","Glaucomys sabrinus"
"71","Bassariscus astutus"
"72","Mephitis mephitis"
"73","Peromyscus boylii"
"74","Peromyscus truei"
"75","Sorex ornatus"
"76","Mus musculus"
"77","Choeronycteris mexicana"
"78","Spilogale gracilis"
"79","Notiosorex crawfordi"
"80","Myotis volans"
"81","Myotis yumanensis"
"82","Erethizon dorsatum"
"83","Dipodomys heermanni"
"84","Sylvilagus bachmani"
"85","Puma concolor"
