,pd10,pd15,pd20,pd25,pd30,pd35,pd40,pd45,pd50,pd55,pd60,pd65,pd70,pd75
Low,495.47929536353,640.3392094626125,773.5905794468125,885.7096696103775,970.89543621483,1099.6276668975001,1183.643480108045,1289.7890514407625,1387.3271303108377,1477.5578329059974,1561.5211121023276,1662.9724553034798,1756.616692589925,1852.184955477525
High,778.9326481896,967.75702213757,1123.5857240636299,1246.2558624993549,1372.5446873208375,1491.1700250461874,1577.6603994875975,1671.8417452155124,1745.14604155395,1810.27310888455,1874.5282855209973,1931.697381041185,1983.5139158137276,2024.3492982229875
Mean,622.8146766259244,786.3018283735628,932.1661611997739,1062.1635729426564,1170.8549065727595,1284.9754541964041,1392.3386385856393,1490.7548243957372,1579.8976826550984,1665.3941127194114,1748.8219958606069,1832.1277496572202,1910.0930224633541,1986.0295107177622
