"","x"
"1","Aix sponsa"
"2","Amphispiza bilineata"
"3","Anser caerulescens"
"4","Archilochus alexandri"
"5","Artemisiospiza belli"
"6","Artemisiospiza nevadensis"
"7","Asio otus"
"8","Aythya affinis"
"9","Aythya americana"
"10","Aythya collaris"
"11","Aythya valisineria"
"12","Bombycilla cedrorum"
"13","Branta hutchinsii"
"14","Calypte costae"
"15","Cardellina pusilla"
"16","Catharus guttatus"
"17","Certhia americana"
"18","Chondestes grammacus"
"19","Cinclus mexicanus"
"20","Cistothorus palustris"
"21","Contopus sordidulus"
"22","Cypseloides niger"
"23","Empidonax hammondii"
"24","Empidonax minimus"
"25","Empidonax oberholseri"
"26","Empidonax traillii"
"27","Empidonax wrightii"
"28","Falco columbarius"
"29","Geothlypis tolmiei"
"30","Geothlypis trichas"
"31","Icteria virens"
"32","Ixoreus naevius"
"33","Laterallus jamaicensis"
"34","Leiothlypis celata"
"35","Leiothlypis luciae"
"36","Leiothlypis ruficapilla"
"37","Leiothlypis virginiae"
"38","Lophodytes cucullatus"
"39","Mareca americana"
"40","Melospiza lincolnii"
"41","Melospiza melodia"
"42","Myadestes townsendi"
"43","Myiarchus cinerascens"
"44","Phalaenoptilus nuttallii"
"45","Pipilo chlorurus"
"46","Pipilo maculatus"
"47","Podilymbus podiceps"
"48","Pyrocephalus rubinus"
"49","Recurvirostra americana"
"50","Corthylio calendula"
"51","Salpinctes obsoletus"
"52","Sayornis nigricans"
"53","Selasphorus calliope"
"54","Setophaga nigrescens"
"55","Setophaga occidentalis"
"56","Setophaga petechia"
"57","Setophaga townsendi"
"58","Sialia mexicana"
"59","Spatula cyanoptera"
"60","Spatula discors"
"61","Spizella atrogularis"
"62","Spizella breweri"
"63","Spizella passerina"
"64","Strix nebulosa"
"65","Thryomanes bewickii"
"66","Troglodytes pacificus"
"67","Turdus migratorius"
"68","Tyrannus verticalis"
"69","Tyrannus vociferans"
"70","Vireo gilvus"
"71","Vireo plumbeus"
"72","Zonotrichia leucophrys"
"73","Columbina passerina"
"74","Chaetura vauxi"
"75","Ardea herodias"
"76","Accipiter striatus"
"77","Aechmophorus occidentalis"
"78","Alectoris chukar"
"79","Anas acuta"
"80","Anas platyrhynchos"
"81","Anthus rubescens"
"82","Ardea alba"
"83","Bubulcus ibis"
"84","Calidris alpina"
"85","Chlidonias niger"
"86","Eremophila alpestris"
"87","Falco peregrinus"
"88","Himantopus himantopus"
"89","Hirundo rustica"
"90","Hydroprogne caspia"
"91","Icterus parisorum"
"92","Nycticorax nycticorax"
"93","Pandion haliaetus"
"94","Passer domesticus"
"95","Rallus limicola"
"96","Riparia riparia"
"97","Sayornis saya"
"98","Sialia currucoides"
"99","Spatula clypeata"
"100","Sterna hirundo"
"101","Sturnus vulgaris"
"102","Tyto alba"
"103","Vireo vicinior"
"104","Charadrius nivosus"
"105","Fulica americana"
"106","Charadrius semipalmatus"
"107","Charadrius vociferus"
"108","Chordeiles acutipennis"
"109","Chordeiles minor"
"110","Circus hudsonius"
"111","Dendragapus fuliginosus"
"112","Cygnus columbianus"
"113","Dryobates nuttallii"
"114","Dryobates pubescens"
"115","Egretta thula"
"116","Falco mexicanus"
"117","Falco sparverius"
"118","Gallinago delicata"
"119","Picoides arcticus"
"120","Spinus pinus"
"121","Gymnogyps californianus"
"122","Spinus lawrencei"
"123","Spinus tristis"
"124","Haemorhous cassinii"
"125","Haemorhous purpureus"
"126","Gymnorhinus cyanocephalus"
"127","Larus californicus"
"128","Larus delawarensis"
"129","Limnodromus scolopaceus"
"130","Mareca strepera"
"131","Megascops kennicottii"
"132","Melanerpes formicivorus"
"133","Melanerpes lewis"
"134","Numenius americanus"
"135","Numenius phaeopus"
"136","Patagioenas fasciata"
"137","Pelecanus erythrorhynchos"
"138","Nannopterum auritum"
"139","Phasianus colchicus"
"140","Plegadis chihi"
"141","Porzana carolina"
"142","Psiloscops flammeolus"
"143","Sphyrapicus ruber"
"144","Sphyrapicus nuchalis"
"145","Sphyrapicus thyroideus"
"146","Sterna forsteri"
"147","Strix occidentalis"
"148","Tringa flavipes"
"149","Tringa melanoleuca"
"150","Tringa semipalmata"
"151","Zenaida macroura"
"152","Aphelocoma californica"
"153","Passerculus sandwichensis"
"154","Pica hudsonia"
"155","Sitta carolinensis"
"156","Stelgidopteryx serripennis"
"157","Limosa fedoa"
"158","Junco hyemalis"
"159","Bombycilla garrulus"
"160","Catherpes mexicanus"
"161","Corvus corax"
"162","Euphagus cyanocephalus"
"163","Oreoscoptes montanus"
"164","Icterus cucullatus"
"165","Lanius ludovicianus"
"166","Haliaeetus leucocephalus"
"167","Nucifraga columbiana"
"168","Accipiter cooperii"
"169","Accipiter gentilis"
"170","Passerina amoena"
"171","Petrochelidon pyrrhonota"
"172","Phainopepla nitens"
"173","Pheucticus melanocephalus"
"174","Piranga ludoviciana"
"175","Polioptila caerulea"
"176","Pooecetes gramineus"
"177","Calidris minutilla"
"178","Sitta pygmaea"
"179","Tachycineta bicolor"
"180","Toxostoma lecontei"
"181","Vireo cassinii"
"182","Xanthocephalus xanthocephalus"
"183","Calypte anna"
"184","Zonotrichia atricapilla"
"185","Actitis macularius"
"186","Aechmophorus clarkii"
"187","Aegolius acadicus"
"188","Aquila chrysaetos"
"189","Asio flammeus"
"190","Athene cunicularia"
"191","Bucephala islandica"
"192","Botaurus lentiginosus"
"193","Bucephala clangula"
"194","Buteo jamaicensis"
"195","Buteo lagopus"
"196","Buteo regalis"
"197","Buteo swainsoni"
"198","Calidris mauri"
"199","Calidris melanotos"
"200","Centrocercus urophasianus"
"201","Calcarius lapponicus"
"202","Contopus cooperi"
"203","Mimus polyglottos"
"204","Loxia curvirostra"
"205","Troglodytes aedon"
"206","Dryobates scalaris"
"207","Baeolophus ridgwayi"
"208","Cyanocitta stelleri"
"209","Poecile gambeli"
"210","Lanius borealis"
"211","Tachycineta thalassina"
"212","Catharus ustulatus"
"213","Spinus psaltria"
"214","Haemorhous mexicanus"
"215","Agelaius phoeniceus"
"216","Leucosticte tephrocotis"
"217","Molothrus ater"
"218","Pinicola enucleator"
"219","Psaltriparus minimus"
"220","Sitta canadensis"
"221","Passerina caerulea"
"222","Branta canadensis"
"223","Bubo virginianus"
"224","Callipepla californica"
"225","Cathartes aura"
"226","Corvus brachyrhynchos"
"227","Lagopus leucura"
"228","Meleagris gallopavo"
"229","Mergus merganser"
"230","Mergus serrator"
"231","Oreortyx pictus"
"232","Oxyura jamaicensis"
"233","Podiceps nigricollis"
"234","Sturnella neglecta"
"235","Bucephala albeola"
"236","Regulus satrapa"
"237","Geococcyx californianus"
"238","Megaceryle alcyon"
"239","Melozone crissalis"
"240","Auriparus flaviceps"
"241","Anser albifrons"
"242","Butorides striata"
"243","Selasphorus platycercus"
"244","Aeronautes saxatalis"
"245","Glaucidium gnoma"
"246","Setophaga coronata"
