,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85,mntd90,mntd95,mntd100,mntd105,mntd110,mntd115,mntd120,mntd125,mntd130,mntd135,mntd140,mntd145,mntd150,mntd155,mntd160,mntd165,mntd170,mntd175,mntd180,mntd185,mntd190,mntd195,mntd200,mntd205,mntd210,mntd215,mntd220
Low,30.093313085000002,29.4807221416667,26.680689565,24.498264921999997,23.1813952566667,21.776000945000042,20.460156501875,19.993732101111092,18.9717162615,18.239918717727317,17.89651087125003,17.140568344615332,16.675551419285714,16.28205366900003,15.6601362115625,15.355565583823509,15.078208076666655,14.846001181315758,14.65717936375,14.105968297142834,13.946001380454572,13.58762929413041,13.494694546041666,13.258089664,13.25996529634614,13.152489690370356,12.982688194642842,12.843630163275892,12.746303285833365,12.672564139193591,12.577445465312499,12.44536631045458,12.364490638382357,12.277640458714313,12.257662733333332,12.157752407027068,12.10543461750002,12.151012562435932,12.0380705405,12.03433391402443,12.019941836309528,12.051185993255846,12.2728664227273
High,80.87938516499999,64.28650362666669,55.30263239875,47.148026353,42.500268076666664,37.63304126428572,34.6721041125,31.906803615555564,29.7852455275,27.744311582727313,26.033190114166636,24.58209910769228,23.70163946821431,22.417045492333333,21.676838894375,20.673386447647058,19.996853380277752,19.382455058684165,18.85032449725,18.262026455238065,17.767288718181803,17.379290839130384,17.058828973750032,16.527109128000003,16.22864694846158,15.89293557592593,15.5123722178571,15.277134671551686,15.070481462999968,14.77621668500001,14.58409328375,14.27746356787882,14.116894032941161,13.893914906142843,13.742942135833378,13.53154660337837,13.436698154473643,13.242581353589713,13.025427161375,12.891915560121927,12.73924982761909,12.563631550581425,12.2728664227273
Mean,54.824253176,46.78987941126667,40.79340499785,36.10471953236,32.719146172133335,29.586073699571426,27.629482518025,25.74917294982222,24.383814997139996,23.02265562761818,21.914891289016662,20.896850055953845,20.07148480232857,19.379530939160002,18.637331115774998,17.973591010670585,17.511197911866667,17.076585577578946,16.69170448799,16.183002745542858,15.849955526263637,15.464332467695648,15.232540106999998,14.937150755208,14.710673308976924,14.466647972925923,14.251831456749999,14.067378897193102,13.88611103216,13.709216161696773,13.550944192175,13.388016213393938,13.258207572299998,13.117533120411426,13.007733836700002,12.88139296557297,12.795647625221052,12.696836703015382,12.59116754959,12.513458636302435,12.4217722436,12.342160334632554,12.272866422727303
