"","names"
"1","Aix_sponsa"
"2","Amphispiza_bilineata"
"3","Archilochus_alexandri"
"4","Asio_otus"
"5","Aythya_affinis"
"6","Aythya_americana"
"7","Aythya_collaris"
"8","Aythya_valisineria"
"9","Bombycilla_cedrorum"
"10","Branta_hutchinsii"
"11","Calypte_costae"
"12","Cardellina_pusilla"
"13","Catharus_guttatus"
"14","Certhia_americana"
"15","Chondestes_grammacus"
"16","Cinclus_mexicanus"
"17","Cistothorus_palustris"
"18","Contopus_sordidulus"
"19","Cypseloides_niger"
"20","Empidonax_hammondii"
"21","Empidonax_minimus"
"22","Empidonax_oberholseri"
"23","Empidonax_traillii"
"24","Empidonax_wrightii"
"25","Falco_columbarius"
"26","Geothlypis_tolmiei"
"27","Geothlypis_trichas"
"28","Icteria_virens"
"29","Ixoreus_naevius"
"30","Laterallus_jamaicensis"
"31","Lophodytes_cucullatus"
"32","Melospiza_lincolnii"
"33","Melospiza_melodia"
"34","Myadestes_townsendi"
"35","Myiarchus_cinerascens"
"36","Phalaenoptilus_nuttallii"
"37","Pipilo_chlorurus"
"38","Pipilo_maculatus"
"39","Podilymbus_podiceps"
"40","Pyrocephalus_rubinus"
"41","Recurvirostra_americana"
"42","Salpinctes_obsoletus"
"43","Sayornis_nigricans"
"44","Selasphorus_calliope"
"45","Setophaga_nigrescens"
"46","Setophaga_occidentalis"
"47","Setophaga_petechia"
"48","Setophaga_townsendi"
"49","Sialia_mexicana"
"50","Spizella_atrogularis"
"51","Spizella_breweri"
"52","Spizella_passerina"
"53","Strix_nebulosa"
"54","Thryomanes_bewickii"
"55","Turdus_migratorius"
"56","Tyrannus_verticalis"
"57","Tyrannus_vociferans"
"58","Vireo_gilvus"
"59","Vireo_plumbeus"
"60","Zonotrichia_leucophrys"
"61","Columbina_passerina"
"62","Chaetura_vauxi"
"63","Ardea_herodias"
"64","Accipiter_striatus"
"65","Aechmophorus_occidentalis"
"66","Alectoris_chukar"
"67","Anas_acuta"
"68","Anas_platyrhynchos"
"69","Anthus_rubescens"
"70","Ardea_alba"
"71","Bubulcus_ibis"
"72","Calidris_alpina"
"73","Chlidonias_niger"
"74","Eremophila_alpestris"
"75","Falco_peregrinus"
"76","Himantopus_himantopus"
"77","Hirundo_rustica"
"78","Hydroprogne_caspia"
"79","Icterus_parisorum"
"80","Nycticorax_nycticorax"
"81","Pandion_haliaetus"
"82","Passer_domesticus"
"83","Rallus_limicola"
"84","Riparia_riparia"
"85","Sayornis_saya"
"86","Sialia_currucoides"
"87","Sterna_hirundo"
"88","Sturnus_vulgaris"
"89","Tyto_alba"
"90","Vireo_vicinior"
"91","Fulica_americana"
"92","Charadrius_semipalmatus"
"93","Charadrius_vociferus"
"94","Chordeiles_acutipennis"
"95","Chordeiles_minor"
"96","Cygnus_columbianus"
"97","Egretta_thula"
"98","Falco_mexicanus"
"99","Falco_sparverius"
"100","Gallinago_delicata"
"101","Picoides_arcticus"
"102","Spinus_pinus"
"103","Gymnogyps_californianus"
"104","Spinus_lawrencei"
"105","Spinus_tristis"
"106","Gymnorhinus_cyanocephalus"
"107","Larus_californicus"
"108","Larus_delawarensis"
"109","Limnodromus_scolopaceus"
"110","Megascops_kennicottii"
"111","Melanerpes_formicivorus"
"112","Melanerpes_lewis"
"113","Numenius_americanus"
"114","Numenius_phaeopus"
"115","Patagioenas_fasciata"
"116","Pelecanus_erythrorhynchos"
"117","Phasianus_colchicus"
"118","Plegadis_chihi"
"119","Porzana_carolina"
"120","Sphyrapicus_ruber"
"121","Sphyrapicus_nuchalis"
"122","Sphyrapicus_thyroideus"
"123","Sterna_forsteri"
"124","Strix_occidentalis"
"125","Tringa_flavipes"
"126","Tringa_melanoleuca"
"127","Tringa_semipalmata"
"128","Zenaida_macroura"
"129","Aphelocoma_californica"
"130","Passerculus_sandwichensis"
"131","Pica_hudsonia"
"132","Sitta_carolinensis"
"133","Stelgidopteryx_serripennis"
"134","Limosa_fedoa"
"135","Junco_hyemalis"
"136","Bombycilla_garrulus"
"137","Catherpes_mexicanus"
"138","Corvus_corax"
"139","Euphagus_cyanocephalus"
"140","Oreoscoptes_montanus"
"141","Icterus_cucullatus"
"142","Lanius_ludovicianus"
"143","Haliaeetus_leucocephalus"
"144","Nucifraga_columbiana"
"145","Accipiter_cooperii"
"146","Accipiter_gentilis"
"147","Passerina_amoena"
"148","Petrochelidon_pyrrhonota"
"149","Phainopepla_nitens"
"150","Pheucticus_melanocephalus"
"151","Piranga_ludoviciana"
"152","Polioptila_caerulea"
"153","Pooecetes_gramineus"
"154","Calidris_minutilla"
"155","Sitta_pygmaea"
"156","Tachycineta_bicolor"
"157","Toxostoma_lecontei"
"158","Vireo_cassinii"
"159","Xanthocephalus_xanthocephalus"
"160","Calypte_anna"
"161","Zonotrichia_atricapilla"
"162","Actitis_macularius"
"163","Aechmophorus_clarkii"
"164","Aegolius_acadicus"
"165","Aquila_chrysaetos"
"166","Asio_flammeus"
"167","Athene_cunicularia"
"168","Bucephala_islandica"
"169","Botaurus_lentiginosus"
"170","Bucephala_clangula"
"171","Buteo_jamaicensis"
"172","Buteo_lagopus"
"173","Buteo_regalis"
"174","Buteo_swainsoni"
"175","Calidris_mauri"
"176","Calidris_melanotos"
"177","Centrocercus_urophasianus"
"178","Calcarius_lapponicus"
"179","Contopus_cooperi"
"180","Mimus_polyglottos"
"181","Loxia_curvirostra"
"182","Troglodytes_aedon"
"183","Baeolophus_ridgwayi"
"184","Cyanocitta_stelleri"
"185","Poecile_gambeli"
"186","Tachycineta_thalassina"
"187","Catharus_ustulatus"
"188","Spinus_psaltria"
"189","Agelaius_phoeniceus"
"190","Leucosticte_tephrocotis"
"191","Molothrus_ater"
"192","Pinicola_enucleator"
"193","Psaltriparus_minimus"
"194","Sitta_canadensis"
"195","Passerina_caerulea"
"196","Branta_canadensis"
"197","Bubo_virginianus"
"198","Callipepla_californica"
"199","Cathartes_aura"
"200","Corvus_brachyrhynchos"
"201","Lagopus_leucura"
"202","Meleagris_gallopavo"
"203","Mergus_merganser"
"204","Mergus_serrator"
"205","Oreortyx_pictus"
"206","Oxyura_jamaicensis"
"207","Podiceps_nigricollis"
"208","Sturnella_neglecta"
"209","Bucephala_albeola"
"210","Regulus_satrapa"
"211","Geococcyx_californianus"
"212","Megaceryle_alcyon"
"213","Melozone_crissalis"
"214","Auriparus_flaviceps"
"215","Anser_albifrons"
"216","Butorides_striata"
"217","Selasphorus_platycercus"
"218","Aeronautes_saxatalis"
"219","Glaucidium_gnoma"
"220","Setophaga_coronata"
