,pd6,pd8,pd10,pd12,pd14,pd16,pd18,pd20,pd22,pd24,pd26,pd28,pd30,pd32,pd34,pd36,pd38,pd40,pd42,pd44,pd46,pd48,pd50
Low,367.12257545,462.353699075,556.10610195,640.09280255,724.4272269749999,799.865228825,884.1607392750001,963.51733655,1031.9990647749999,1109.2595099750001,1174.1208434500002,1248.996110025,1320.5698426,1374.40707185,1452.735480625,1522.77841755,1592.668314325,1648.7256938,1722.69215665,1786.85287805,1854.049034675,1935.36272,2044.846146
High,549.556889,669.0574857,787.81958095,884.8022230999999,985.765479675,1067.6170570499999,1158.414984475,1236.10606605,1302.382397875,1380.5296266,1451.323278825,1514.524848125,1585.5771890249998,1636.3332730749999,1697.693976475,1758.389588075,1815.67903385,1858.2907433999999,1908.427934975,1954.3016571,1992.102542375,2026.980552,2044.846146
Mean,465.02844639,578.6220595189999,678.091790047,771.995470603,862.5217710410001,945.650198037,1029.21787206,1104.3786591110002,1176.9134215919998,1251.818371714,1321.400016015,1389.4167463469998,1454.127582069,1516.660911779,1580.293408767,1645.46777141,1705.444407924,1764.453526173,1823.464464465,1881.1266405879999,1932.786167178,1989.619857115,2044.8461459999999
