"","x"
"1","Sorex vagrans"
"2","Neotoma fuscipes"
"3","Dipodomys venustus"
"4","Urocyon cinereoargenteus"
"5","Mustela frenata"
"6","Ursus arctos"
"7","Reithrodontomys raviventris"
"8","Taxidea taxus"
"9","Lepus townsendii"
"10","Neotamias sonomae"
"11","Lasionycteris noctivagans"
"12","Arborimus pomo"
"13","Myotis lucifugus"
"14","Dipodomys ingens"
"15","Neotamias minimus"
"16","Myotis californicus"
"17","Zapus trinotatus"
"18","Dipodomys californicus"
"19","Ursus americanus"
"20","Myotis melanorhinus"
"21","Neotoma cinerea"
"22","Ammospermophilus nelsoni"
"23","Eumops perotis"
"24","Reithrodontomys megalotis"
"25","Neotoma macrotis"
"26","Lepus californicus"
"27","Sorex trowbridgii"
"28","Dipodomys nitratoides"
"29","Sorex sonomae"
"30","Peromyscus maniculatus"
"31","Corynorhinus townsendii"
"32","Peromyscus californicus"
"33","Antrozous pallidus"
"34","Neotamias merriami"
"35","Urocitellus beldingi"
"36","Didelphis virginiana"
"37","Neotoma bryanti"
"38","Otospermophilus beecheyi"
"39","Sciurus griseus"
"40","Perognathus longimembris"
"41","Cervus canadensis"
"42","Neotamias speciosus"
"43","Dipodomys agilis"
"44","Vulpes macrotis"
"45","Microtus longicaudus"
"46","Vulpes vulpes"
"47","Onychomys torridus"
"48","Myotis evotis"
"49","Martes pennanti"
"50","Sorex palustris"
"51","Eptesicus fuscus"
"52","Mustela erminea"
"53","Microtus californicus"
"54","Microtus montanus"
"55","Sciurus niger"
"56","Lasiurus blossevillii"
"57","Perognathus alticola"
"58","Lasiurus cinereus"
"59","Sylvilagus audubonii"
"60","Neotamias senex"
"61","Lepus americanus"
"62","Odocoileus hemionus"
"63","Procyon lotor"
"64","Scapanus latimanus"
"65","Chaetodipus californicus"
"66","Lynx rufus"
"67","Clethrionomys californicus"
"68","Gulo gulo"
"69","Zapus princeps"
"70","Tamiasciurus douglasii"
"71","Callospermophilus lateralis"
"72","Myotis thysanodes"
"73","Thomomys monticola"
"74","Tadarida brasiliensis"
"75","Canis latrans"
"76","Thomomys bottae"
"77","Parastrellus hesperus"
"78","Neotamias amoenus"
"79","Glaucomys sabrinus"
"80","Bassariscus astutus"
"81","Mephitis mephitis"
"82","Neurotrichus gibbsii"
"83","Peromyscus boylii"
"84","Sciurus carolinensis"
"85","Peromyscus truei"
"86","Sorex ornatus"
"87","Martes americana"
"88","Mus musculus"
"89","Perognathus inornatus"
"90","Spilogale gracilis"
"91","Notiosorex crawfordi"
"92","Myotis volans"
"93","Neotamias ochrogenys"
"94","Myotis yumanensis"
"95","Erethizon dorsatum"
"96","Dipodomys heermanni"
"97","Sylvilagus bachmani"
"98","Puma concolor"
