,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70,mpd75,mpd80,mpd85
Low,127.53880252902268,133.81915530736612,136.7703949328622,138.32305036269594,139.28924812466423,139.84871960339666,140.49116822631336,141.12603474609995,141.29762012010482,141.54547682258473,141.84214619671647,142.21927710317894,142.52839694907848,142.77839838030812,142.90888774241643,147.027115800494
High,183.2538046715078,171.40863390153763,164.66524539295742,160.7171760740481,157.9891839638638,155.94400790440628,154.36400795893076,153.02774804510082,152.20655134845492,151.47245238470595,150.60059951289813,150.006916975063,149.3615280226824,148.77407728480333,148.26071862245058,147.557811623485
Mean,146.38331534073208,147.4932319895315,147.66569029936258,146.93997463087314,147.30605998015432,147.3198124112896,147.53292072914934,147.38779027280776,147.50547693500891,147.6068553659778,147.32453939006436,147.37430028485392,147.32662328084967,147.34202065083377,147.29291404863628,147.38428910811956
