"","name"
"1","Anser_caerulescens"
"2","Artemisiospiza_belli"
"3","Artemisiospiza_nevadensis"
"4","Charadrius_nivosus"
"5","Circus_hudsonius"
"6","Corthylio_calendula"
"7","Dendragapus_fuliginosus"
"8","Dryobates_nuttallii"
"9","Dryobates_pubescens"
"10","Haemorhous_cassinii"
"11","Haemorhous_mexicanus"
"12","Lanius_borealis"
"13","Leiothlypis_celata"
"14","Leiothlypis_luciae"
"15","Leiothlypis_ruficapilla"
"16","Leiothlypis_virginiae"
"17","Mareca_americana"
"18","Mareca_strepera"
"19","Nannopterum_auritum"
"20","Spatula_clypeata"
"21","Spatula_cyanoptera"
"22","Spatula_discors"
"23","Troglodytes_pacificus"
