"","x"
"1","Accipiter cooperii"
"2","Accipiter striatus"
"3","Actitis macularius"
"4","Aechmophorus clarkii"
"5","Aechmophorus occidentalis"
"6","Aegolius acadicus"
"7","Aeronautes saxatalis"
"8","Agelaius phoeniceus"
"9","Aix sponsa"
"10","Alectoris chukar"
"11","Amphispiza bilineata"
"12","Anas acuta"
"13","Anas platyrhynchos"
"14","Anser albifrons"
"15","Anser caerulescens"
"16","Anthus rubescens"
"17","Aphelocoma californica"
"18","Aquila chrysaetos"
"19","Archilochus alexandri"
"20","Ardea alba"
"21","Ardea herodias"
"22","Artemisiospiza belli"
"23","Artemisiospiza nevadensis"
"24","Asio flammeus"
"25","Asio otus"
"26","Athene cunicularia"
"27","Auriparus flaviceps"
"28","Aythya affinis"
"29","Aythya americana"
"30","Aythya collaris"
"31","Aythya valisineria"
"32","Baeolophus ridgwayi"
"33","Bombycilla cedrorum"
"34","Bombycilla garrulus"
"35","Botaurus lentiginosus"
"36","Branta canadensis"
"37","Branta hutchinsii"
"38","Bubo virginianus"
"39","Bubulcus ibis"
"40","Bucephala albeola"
"41","Bucephala clangula"
"42","Buteo jamaicensis"
"43","Buteo lagopus"
"44","Buteo regalis"
"45","Buteo swainsoni"
"46","Calcarius lapponicus"
"47","Calidris alpina"
"48","Calidris mauri"
"49","Calidris minutilla"
"50","Callipepla californica"
"51","Calypte anna"
"52","Calypte costae"
"53","Cardellina pusilla"
"54","Cathartes aura"
"55","Catharus guttatus"
"56","Catharus ustulatus"
"57","Catherpes mexicanus"
"58","Centrocercus urophasianus"
"59","Certhia americana"
"60","Chaetura vauxi"
"61","Charadrius nivosus"
"62","Charadrius semipalmatus"
"63","Charadrius vociferus"
"64","Chlidonias niger"
"65","Chondestes grammacus"
"66","Chordeiles acutipennis"
"67","Chordeiles minor"
"68","Cinclus mexicanus"
"69","Circus hudsonius"
"70","Cistothorus palustris"
"71","Contopus cooperi"
"72","Contopus sordidulus"
"73","Corthylio calendula"
"74","Corvus brachyrhynchos"
"75","Corvus corax"
"76","Cyanocitta stelleri"
"77","Cygnus columbianus"
"78","Cypseloides niger"
"79","Dendragapus fuliginosus"
"80","Dryobates nuttallii"
"81","Dryobates pubescens"
"82","Egretta thula"
"83","Empidonax hammondii"
"84","Empidonax oberholseri"
"85","Empidonax traillii"
"86","Empidonax wrightii"
"87","Eremophila alpestris"
"88","Euphagus cyanocephalus"
"89","Falco columbarius"
"90","Falco mexicanus"
"91","Falco peregrinus"
"92","Falco sparverius"
"93","Fulica americana"
"94","Gallinago delicata"
"95","Geococcyx californianus"
"96","Geothlypis tolmiei"
"97","Geothlypis trichas"
"98","Glaucidium gnoma"
"99","Gymnogyps californianus"
