,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70,mpd75,mpd80,mpd85,mpd90,mpd95,mpd100,mpd105,mpd110,mpd115,mpd120,mpd125,mpd130,mpd135,mpd140,mpd145,mpd150,mpd155,mpd160,mpd165,mpd170,mpd175,mpd180,mpd185,mpd190,mpd195,mpd200,mpd205
Low,69.863682695,75.4783419428571,78.52399984815791,79.7965486311667,84.28679498252873,82.85480822773106,85.55562125445516,86.69981345797981,87.32029724118364,87.62953969259254,87.42635084923731,88.35114889468754,88.57895850549693,89.599594051982,90.21492257809332,90.22716373022405,90.72886700682896,91.02879591481518,91.30025749179295,91.7210800821703,91.90270954045874,91.98032090048821,92.00722531518208,92.71436823940002,92.71779983342573,92.75699433718633,93.24483035091981,93.28445805216471,93.35307568192391,93.89703168738166,93.8306097149627,94.36572142750927,94.57453914171077,94.50366274829555,94.91665040974551,95.08041247017921,95.35074576751744,95.58494017174725,95.89017882702512,96.32892785830707
High,115.12869558055512,111.59692437761885,109.65748724105299,109.2590059705,107.50569887517283,107.00381337126028,106.55031389144197,106.23335674525218,105.10941298579606,104.91678545242391,104.15319601574886,103.9013154006005,103.60797743909897,103.68835023079293,102.86477689128182,102.80210271047602,102.54979333752183,102.32143701656175,102.19292750393957,101.67082422964268,101.51914215974584,101.32358450422586,101.40205589762995,100.88445241719963,100.58503767044998,100.2406028760087,100.5338057481427,100.22733929629823,99.99575807133557,100.11433987183905,99.60389291880898,99.38825607045824,99.20970559362857,99.23630025654188,98.86244916799657,98.5731393875529,98.4805234496631,98.29643974716095,97.88737916674376,97.55353209688185
Mean,97.58035065719997,96.93044147097142,97.19296848782105,96.66094689778,97.22020070349195,96.77008021717312,96.99879953586411,97.07191923929292,96.97008457172083,96.97771862125254,96.71100963555988,96.89962215733462,96.71540012880249,96.9734084555409,97.0489669612943,96.84041601249075,96.99958105136255,96.93657579209764,97.0004590703909,97.01709711676008,96.91354364777798,97.03168030475454,96.9046790937091,97.0059441757569,96.91497831130994,96.87795084386644,96.98214008490996,96.83743175000058,96.94739917739265,96.93991800152426,96.87367957215378,96.98189538324819,96.90393631249204,96.94164764760617,96.96307134702153,96.91771477390846,96.9668949399174,96.94037621518763,96.9610007247105,96.93956644072826
