,mpd4,mpd6,mpd8,mpd10,mpd12,mpd14,mpd16,mpd18,mpd20,mpd22,mpd24,mpd26,mpd28,mpd30,mpd32,mpd34
Low,120.60065612500033,137.527789733333,142.5335329232139,151.34691967444488,154.36589394772733,157.7163769521974,160.74494309291634,161.60314001895392,163.1589910060529,163.66260750909075,165.00648995163058,165.97191155538425,167.4953784772488,168.63887312494268,169.740751701613,171.931484060606
High,198.789045,191.666977466667,186.56839683214244,183.99199830444422,182.46132682348502,180.39400622527447,180.01954637375002,178.9336928470592,178.16097819657898,177.88101502164488,177.05979112844165,176.7018811590771,175.7597571170635,175.1431060618389,174.317172439516,171.931484060606
Mean,172.22825686333334,172.34983079080004,171.81108049278572,171.99482991262224,171.92099744393937,172.03125695375826,172.05232338248334,171.92165878653594,172.04782068553683,171.92551617291772,171.8752478277536,172.04211815601843,172.09210342694178,171.96779196486895,171.95398469104438,171.931484060606
