,mntd6,mntd8,mntd10,mntd12,mntd14,mntd16,mntd18,mntd20,mntd22,mntd24,mntd26,mntd28,mntd30,mntd32,mntd34,mntd36,mntd38,mntd40,mntd42,mntd44,mntd46,mntd48,mntd50,mntd52
Low,73.83605861666668,65.39978831250001,64.356358015,64.94722537083334,61.119839557142846,60.69708989375,59.612624513888846,56.922041155,55.227022799999986,54.588910633333334,54.1473586038462,53.4361613803571,52.98006230333336,51.7292139375,52.293097454411765,51.357794004166685,50.82003383684209,51.17632050375,50.41555967142856,50.884818002272766,50.6393584804348,50.359805812499964,50.805149181,51.0216678076923
High,165.08081469166666,143.95827365625,129.298327765,115.27182029999967,110.47982370000027,100.62047804999999,96.31050867499998,91.97774100500001,86.4542735454545,84.78933913958329,80.7898488384615,77.78836429821426,75.26420668833333,73.2287677671875,71.33127912500001,68.94088926666669,67.04196854605264,64.8959375375,63.78563817738095,61.854441597727245,60.39485437391304,58.8538565822917,56.88606048,55.3168432307692
Mean,120.01959960033334,106.34882597225,98.10484431980001,90.638137048,85.75255033285714,81.10142168925,78.0359227971111,75.251282968,71.85370377818181,70.00634983983333,68.03864685107692,66.24258779514285,64.637069655,62.811728799,61.87243988388235,60.511442956611106,59.723052694052626,58.3903485593,57.43570278919047,56.573639172772715,55.60890357269565,54.758800500916664,54.068350714,53.36905867184614
