,mpd6,mpd8,mpd10,mpd12,mpd14,mpd16,mpd18,mpd20,mpd22,mpd24,mpd26,mpd28,mpd30,mpd32,mpd34,mpd36,mpd38,mpd40,mpd42,mpd44,mpd46,mpd48,mpd50,mpd52
Low,140.05755383666698,143.04547154285743,153.43399773333323,153.08703043181848,156.91696600439516,157.42665873541668,159.9531480140527,160.86104700263178,161.60607664264091,163.41700932210105,163.56440755199992,164.77700315515838,165.30571420505774,165.4985218082659,165.26586708582883,166.184925130794,166.69324740298768,166.91506971756385,167.33429939692175,167.77334867674438,168.34904412396116,168.79333968023008,169.17481218681615,169.610306076923
High,188.78085486000035,186.06567800357112,182.48049736777767,181.01717589545478,180.59067866923078,179.5260125925,178.40812825392123,177.86053198526358,177.0422160240264,176.6967021240937,176.20734503261536,176.15662438280415,175.43186384586235,175.12519327973786,174.64723067976865,174.39592706476233,174.06080958790892,173.95282288891042,173.29366840087116,173.17966383837248,172.91778109057967,172.48881818776567,172.1657492797139,171.39689347813
Mean,170.6372741156,170.59308945228568,171.10142842284444,170.2787019841515,170.814066932989,170.65958645333333,170.68675217898038,170.77675486929473,170.86133891641558,170.90155397336957,170.73472918083692,170.95461652830159,171.06492437386663,170.89882968171372,170.66813719151511,170.77058122188572,170.7651433166003,170.77561960557435,170.75135596112426,170.77236147788372,170.83741610218934,170.83233018689182,170.78972880368977,170.80337909021875
