"","x"
"1","Actinemys marmorata"
"2","Actinemys pallida"
"3","Anniella pulchra"
"4","Anniella stebbinsi"
"5","Arizona elegans"
"6","Aspidoscelis hyperythrus"
"7","Aspidoscelis tigris"
"8","Callisaurus draconoides"
"9","Charina umbratica"
"10","Coleonyx variegatus"
"11","Coluber constrictor"
"12","Crotalus atrox"
"13","Crotalus cerastes"
"14","Crotalus oreganus"
"15","Crotalus pyrrhus"
"16","Crotalus ruber"
"17","Crotalus scutulatus"
"18","Crotaphytus bicinctores"
"19","Crotaphytus vestigium"
"20","Diadophis punctatus"
"21","Dipsosaurus dorsalis"
"22","Elgaria multicarinata"
"23","Gambelia copeii"
"24","Gambelia sila"
"25","Gambelia wislizenii"
"26","Gopherus agassizii"
"27","Hypsiglena ochrorhynchus"
"28","Lampropeltis californiae"
"29","Lampropeltis zonata"
"30","Lichanura orcutti"
"31","Masticophis flagellum"
"32","Masticophis lateralis"
"33","Petrosaurus mearnsi"
"34","Phrynosoma blainvillii"
"35","Phrynosoma coronatum"
"36","Phrynosoma platyrhinos"
"37","Phyllodactylus xanti"
"38","Phyllorhynchus decurtatus"
"39","Pituophis catenifer"
"40","Plestiodon gilberti"
"41","Plestiodon skiltonianus"
"42","Rena humilis"
"43","Rhinocheilus lecontei"
"44","Salvadora hexalepis"
"45","Sceloporus graciosus"
"46","Sceloporus magister"
"47","Sceloporus occidentalis"
"48","Sceloporus orcutti"
"49","Sceloporus uniformis"
"50","Sonora occipitalis"
"51","Tantilla planiceps"
"52","Thamnophis atratus"
"53","Thamnophis elegans"
"54","Thamnophis hammondii"
"55","Thamnophis sirtalis"
"56","Trimorphodon biscutatus"
"57","Trimorphodon lyrophanes"
"58","Urosaurus graciosus"
"59","Urosaurus nigricaudus"
"60","Uta stansburiana"
"61","Xantusia henshawi"
"62","Xantusia vigilis"
"63","Xantusia wigginsi"
