,mpd2,mpd4,mpd6,mpd8,mpd10,mpd12,mpd14,mpd16,mpd18,mpd20,mpd26,mpd32,mpd36,mpd38,mpd40,mpd42
Low,24.49591414372,42.20179463436039,51.606084643691666,196.83488604470034,117.25675352788828,216.1573448731686,225.06378616077032,235.92468305526037,240.31229372086625,241.97194154035918,255.31239390307408,265.2274902853346,268.44441991626394,269.6556711726876,272.2099449032675,273.0047436393754
High,426.3841998122,368.5470998719225,333.04044077567914,363.21195016532704,296.91399747446843,349.13908584112204,339.8514400350824,338.6740309043702,336.7623224365963,331.71509601465937,325.4215560180793,318.7705330608928,317.2192316322517,314.54090670047884,312.05722712474716,311.11779116417
Mean,292.3785515896878,219.19055408159056,217.65396580949047,293.50061921488344,217.79010740561364,292.9933382617337,293.1775822526196,293.52567137140187,294.7237217510181,294.4459701012312,294.5320707126533,294.11441205691904,294.12150315432405,293.4768662070936,294.0734369387563,293.74882960006573
