"","x"
"1","Actinemys marmorata"
"2","Actinemys pallida"
"3","Anniella pulchra"
"4","Aspidoscelis tigris"
"5","Charina bottae"
"6","Coluber constrictor"
"7","Contia longicaudae"
"8","Contia tenuis"
"9","Crotalus oreganus"
"10","Diadophis punctatus"
"11","Elgaria coerulea"
"12","Elgaria multicarinata"
"13","Hypsiglena ochrorhynchus"
"14","Lampropeltis californiae"
"15","Lampropeltis zonata"
"16","Masticophis lateralis"
"17","Phrynosoma blainvillii"
"18","Phrynosoma coronatum"
"19","Pituophis catenifer"
"20","Plestiodon skiltonianus"
"21","Sceloporus graciosus"
"22","Sceloporus occidentalis"
"23","Thamnophis atratus"
"24","Thamnophis elegans"
"25","Thamnophis ordinoides"
"26","Thamnophis sirtalis"
