"","name"
"1","Anniella_pulchra"
"2","Aspidoscelis_tigris"
"3","Charina_bottae"
"4","Coluber_constrictor"
"5","Contia_longicaudae"
"6","Contia_tenuis"
"7","Crotalus_oreganus"
"8","Diadophis_punctatus"
"9","Elgaria_coerulea"
"10","Elgaria_multicarinata"
"11","Hypsiglena_ochrorhynchus"
"12","Lampropeltis_californiae"
"13","Lampropeltis_zonata"
"14","Masticophis_lateralis"
"15","Phrynosoma_blainvillii"
"16","Phrynosoma_coronatum"
"17","Pituophis_catenifer"
"18","Plestiodon_skiltonianus"
"19","Sceloporus_graciosus"
"20","Sceloporus_occidentalis"
"21","Thamnophis_atratus"
"22","Thamnophis_elegans"
"23","Thamnophis_ordinoides"
"24","Thamnophis_sirtalis"
