,mpd2,mpd4,mpd6,mpd8,mpd10,mpd12,mpd14,mpd16,mpd18,mpd20,mpd22,mpd24,mpd26,mpd28,mpd30,mpd32,mpd34,mpd36,mpd38,mpd40,mpd42,mpd44,mpd46
0.5,8.957801888695009,28.96329529345747,51.390602897274405,120.16194512519513,128.76215787271596,146.34347814427713,154.89023337143408,173.45650886152504,178.802445563539,181.49496845049944,197.68500469389818,195.3596391258839,207.62775903655768,205.99184781617097,213.87080528597878,215.88541763497514,223.80840986992405,228.1454591832074,231.49134653624643,234.8222048897411,239.82279800333754,244.1958426356145,249.54959093267888
1,12.470560117852001,41.0741561516087,58.90449532799933,126.55239446693975,148.47893417592633,150.3055761062228,165.44691069848187,181.6535933051872,186.80811592804,193.47097840863444,200.5902465658206,203.67381902160145,213.0397287815019,214.01437048757046,218.96360657694703,224.269915108734,227.36327410980613,230.76155439807104,233.66856362815497,237.92762090132547,242.30216068901854,245.59969383962826,251.25735952388018
1.5,15.281702246793001,42.62282723031345,68.77746832746449,128.19979295716053,162.26141248059972,161.43393109890374,171.1321331797044,187.93797216746503,195.15787981983647,201.1094618148783,205.0002495495036,208.47964061792115,215.87012627761484,218.70964132768682,221.6645826576652,227.3533202197234,230.6958148166157,231.99877095952638,235.88776733834214,239.8849046326294,244.0378295973485,246.92233580513908,251.86011118920644
2,15.627185380488,44.16026432943131,94.65101074192403,130.12376738154066,165.2858763430694,170.5472462913943,177.91572207211183,194.3235530042815,199.88035808308663,205.58067015036687,207.3728312639457,212.1891341550868,216.90543867420402,222.2552563847882,225.3893924552125,229.91663344324985,232.0897543958405,233.73338771467937,237.52699874656616,240.8862232462662,244.745828426396,247.15694725482447,252.4165270483567
2.5,16.702936698195,44.4912868987117,120.96772395342767,133.4124508776088,168.08419843210473,176.6015622439466,181.98338895896146,196.03268032702385,201.7977718567695,208.0097422039893,209.87639557287068,214.38193442124273,218.06094469482534,223.60280084569268,227.58828532247648,231.13786530225582,233.18653571353298,234.68648043210987,239.23039531889432,242.86398771811304,245.3678047944871,248.6376397561603,252.56971294796494
5,26.48513122489,63.3556222106666,151.07670319641136,158.58093267723345,183.74362565895245,189.37406061969375,200.03881463861964,204.9310403511346,212.284513947108,215.73122563510051,218.380910495324,224.97035487910046,225.9192234453222,230.4322889954781,233.52076141457377,236.2586798275638,238.46450990293275,241.17773630814858,244.38651493872766,246.98581954727527,248.29691969755424,251.32203578897716,254.02280499176376
10,32.7659953312,154.75858486242672,161.83408345455362,194.0861922657123,208.1454053447218,208.6801415738875,217.4324663796798,221.2601561183572,224.6067341566621,227.23363788590342,229.24089696278048,235.5534975236846,236.8464547396882,240.69327827259582,243.1748978079479,243.014647947401,245.2825051531164,247.5953723832092,249.36128558298049,251.0492156540796,252.5935503184584,254.4214276684991,256.3033663000191
25,87.2756000574,210.89501565355025,227.121238104267,237.89269353982002,239.1052624190005,239.4917472228735,244.840035471879,242.02509994556775,245.51349072589824,246.379501867381,248.1513681372235,249.78763705881028,251.6470672317675,254.23083174233076,253.66049760568023,255.27336865741975,254.80494060439224,256.4719169898967,256.773656651468,257.6208835652362,258.41585079155726,259.91834654240176,261.04368475397575
75,360.7212000041,328.4420874920875,310.085435666225,302.23783019803324,295.93112540734325,296.26382544964,289.25117397637376,288.430944746678,284.52944483159354,283.010506203157,282.0750087414835,280.39694658790376,279.8028276284305,278.51297356129953,277.576934018114,275.9713495753493,275.09646135346554,273.8178420661952,272.875410798468,272.6652574045635,271.3203485763735,269.8946191390535,268.482454716229
90,407.439399715,352.10198740024,341.5840143282503,327.7245500004445,316.1927146806497,314.3688658860006,307.2292810414325,304.9104862565744,299.7336466615546,296.5169144489871,294.9431766500972,291.35986817270606,291.9143866361876,288.0502870037692,286.5336367306356,285.4455762422076,283.3465038943033,280.4440167005836,279.06258846830195,277.5298749342221,276.0537556717394,274.3004481910712,273.09857578765997
97.5,426.384199818705,393.40229988041,360.66322152582364,348.7354353166883,337.5680331803094,330.9429736259327,325.07976085339055,317.15750541166955,314.406190745016,309.460630953193,307.03466467927694,302.89286615087656,302.80361361222975,298.2531984005198,296.82003181027267,293.9979889479265,290.9319140513943,289.1255371282126,285.87790916279266,282.72171313553326,281.2460594990705,279.0188110491464,273.7324091501884
98,426.3841998189,393.75929975256,365.0255528123626,349.69848997596137,340.4833912031717,333.8694174954157,327.62019599765733,318.47617463076364,316.7581885824783,312.08646715384344,309.2319088345534,304.13493490728337,303.7403983714112,299.0514621781615,297.29810030818413,295.4554455028081,291.28027392990157,290.17544668091944,287.2720171190763,283.1995367352117,281.5681937630921,279.46147275181414,273.8730272031446
98.5,426.3841998192,393.759299764933,368.1117838375755,351.52419740759984,342.99993068771715,335.29897744513073,331.4693857106803,322.40660308539,318.00412493393605,313.3192473181573,310.90322548613153,305.91465238329596,306.4097346956349,300.68975506386624,298.5990010313649,296.5997295265393,292.6600777808434,291.56352197649807,288.89490151314027,284.554705274956,281.9174037123493,279.618926322741,273.8883207436082
