"","x"
"1","Actinemys marmorata"
"2","Actinemys pallida"
"3","Anniella campi"
"4","Anniella pulchra"
"5","Arizona elegans"
"6","Aspidoscelis tigris"
"7","Callisaurus draconoides"
"8","Charina bottae"
"9","Coleonyx variegatus"
"10","Coluber constrictor"
"11","Contia tenuis"
"12","Crotalus cerastes"
"13","Crotalus oreganus"
"14","Crotalus scutulatus"
"15","Crotalus stephensi"
"16","Crotaphytus bicinctores"
"17","Diadophis punctatus"
"18","Dipsosaurus dorsalis"
"19","Elgaria coerulea"
"20","Elgaria multicarinata"
"21","Gambelia wislizenii"
"22","Gopherus agassizii"
"23","Hypsiglena chlorophaea"
"24","Hypsiglena ochrorhynchus"
"25","Lampropeltis californiae"
"26","Lampropeltis zonata"
"27","Lichanura orcutti"
"28","Masticophis flagellum"
"29","Masticophis lateralis"
"30","Masticophis taeniatus"
"31","Nerodia fasciata"
"32","Phrynosoma blainvillii"
"33","Phrynosoma coronatum"
"34","Phrynosoma platyrhinos"
"35","Phyllorhynchus decurtatus"
"36","Pituophis catenifer"
"37","Plestiodon gilberti"
"38","Plestiodon skiltonianus"
"39","Rena humilis"
"40","Rhinocheilus lecontei"
"41","Salvadora hexalepis"
"42","Sceloporus graciosus"
"43","Sceloporus magister"
"44","Sceloporus occidentalis"
"45","Sceloporus uniformis"
"46","Sonora occipitalis"
"47","Sonora semiannulata"
"48","Tantilla hobartsmithi"
"49","Thamnophis couchii"
"50","Thamnophis elegans"
"51","Thamnophis sirtalis"
"52","Trimorphodon biscutatus"
"53","Uta stansburiana"
"54","Xantusia vigilis"
