,mpd2,mpd4,mpd6,mpd8,mpd10,mpd12,mpd14,mpd16,mpd18,mpd20,mpd22,mpd24,mpd26,mpd28,mpd30,mpd32,mpd34,mpd36,mpd38,mpd40,mpd42,mpd44,mpd46
Low,16.702936698195,44.4912868987117,120.96772395342767,133.4124508776088,168.08419843210473,176.6015622439466,181.98338895896146,196.03268032702385,201.7977718567695,208.0097422039893,209.87639557287068,214.38193442124273,218.06094469482534,223.60280084569268,227.58828532247648,231.13786530225582,233.18653571353298,234.68648043210987,239.23039531889432,242.86398771811304,245.3678047944871,248.6376397561603,252.56971294796494
High,426.384199818705,393.40229988041,360.66322152582364,348.7354353166883,337.5680331803094,330.9429736259327,325.07976085339055,317.15750541166955,314.406190745016,309.460630953193,307.03466467927694,302.89286615087656,302.80361361222975,298.2531984005198,296.82003181027267,293.9979889479265,290.9319140513943,289.1255371282126,285.87790916279266,282.72171313553326,281.2460594990705,279.0188110491464,273.7324091501884
Mean,260.0915653451675,262.94068070882304,261.8369539268906,265.7255532796875,265.2358196618958,265.280585362823,264.86667092621013,264.5071322888971,263.57843485404993,263.30471846688175,264.38443427369174,264.1208676872927,264.97497446115204,265.34957339797234,265.0832941567015,265.0172936675923,264.6709524231544,264.55884996477994,264.6596143637522,264.93121339548156,264.32760441205306,264.85377137275236,264.5087277576449
