,pd2,pd4,pd6,pd8,pd10,pd12,pd14,pd16,pd18,pd20,pd22,pd24,pd26,pd28,pd30,pd32,pd34,pd36,pd38,pd40,pd42,pd44,pd46
Low,221.54356825797998,269.55352805943,374.66357911469504,510.065005447525,610.4759589137675,713.766350338835,798.4303374052149,903.1754517242,1002.39909455347,1077.837538957625,1156.222132372875,1240.988468137225,1321.3541258768298,1419.59118226597,1494.17092021965,1569.38117468355,1650.8713124869798,1729.370347053675,1794.6991002064249,1885.11226429125,1964.0181511465,2066.206538426775,2162.0810488841753
High,426.38419976209997,783.3108995332026,985.2831835809699,1138.5878220827474,1287.7419735103797,1411.212293428875,1525.2736903631726,1632.8623397667998,1726.5149735428602,1819.8840451069498,1881.89011706612,1963.16259509965,2060.0673725111246,2142.73429167762,2169.4732343714,2214.66970084143,2278.65726535615,2316.3794983379503,2349.5622820580247,2371.3531081677747,2393.0401447646,2411.9293118464248,2425.96765980075
Mean,339.2160855682408,532.94709102067,682.6331138002347,826.199074380396,938.099471077356,1049.9614834704362,1162.8678276995872,1267.7779497407862,1363.0161591503922,1449.4092334766117,1523.931578070337,1610.9542211563391,1707.2577091819514,1784.1165645126866,1845.2279055081783,1909.8016589084575,1982.157812515403,2060.439018068208,2111.946308650156,2180.1137619505917,2231.48618315001,2301.667650950025,2357.295970856786
