"","x"
"1","Xerospermophilus tereticaudus"
"2","Odocoileus virginianus"
"3","Urocyon cinereoargenteus"
"4","Mustela frenata"
"5","Ursus arctos"
"6","Taxidea taxus"
"7","Chaetodipus spinatus"
"8","Myotis californicus"
"9","Chaetodipus rudinoris"
"10","Peromyscus eremicus"
"11","Macrotus californicus"
"12","Nyctinomops femorosaccus"
"13","Natalus mexicanus"
"14","Myotis melanorhinus"
"15","Eumops perotis"
"16","Ammospermophilus leucurus"
"17","Reithrodontomys megalotis"
"18","Neotoma macrotis"
"19","Ammospermophilus harrisii"
"20","Chaetodipus penicillatus"
"21","Lepus californicus"
"22","Dipodomys microps"
"23","Ovis canadensis"
"24","Sigmodon hispidus"
"25","Sorex monticola"
"26","Neotoma devia"
"27","Chaetodipus baileyi"
"28","Peromyscus maniculatus"
"29","Neotamias obscurus"
"30","Corynorhinus townsendii"
"31","Chaetodipus formosus"
"32","Peromyscus californicus"
"33","Antrozous pallidus"
"34","Dipodomys simulans"
"35","Neotamias merriami"
"36","Neotoma bryanti"
"37","Otospermophilus beecheyi"
"38","Chaetodipus intermedius"
"39","Sciurus griseus"
"40","Sigmodon arizonae"
"41","Perognathus longimembris"
"42","Nyctinomops macrotis"
"43","Dipodomys merriami"
"44","Vulpes macrotis"
"45","Onychomys torridus"
"46","Myotis evotis"
"47","Dipodomys deserti"
"48","Myotis occultus"
"49","Eptesicus fuscus"
"50","Otospermophilus variegatus"
"51","Microtus californicus"
"52","Lasiurus blossevillii"
"53","Lasiurus xanthinus"
"54","Lasiurus cinereus"
"55","Sylvilagus audubonii"
"56","Peromyscus crinitus"
"57","Odocoileus hemionus"
"58","Procyon lotor"
"59","Scapanus latimanus"
"60","Chaetodipus californicus"
"61","Lynx rufus"
"62","Peromyscus fraterculus"
"63","Euderma maculatum"
"64","Neotoma lepida"
"65","Neotoma albigula"
"66","Myotis thysanodes"
"67","Tadarida brasiliensis"
"68","Canis latrans"
"69","Thomomys bottae"
"70","Parastrellus hesperus"
"71","Bassariscus astutus"
"72","Mephitis mephitis"
"73","Peromyscus boylii"
"74","Peromyscus truei"
"75","Sorex ornatus"
"76","Mus musculus"
"77","Choeronycteris mexicana"
"78","Spilogale gracilis"
"79","Notiosorex crawfordi"
"80","Myotis volans"
"81","Myotis yumanensis"
"82","Erethizon dorsatum"
"83","Sylvilagus bachmani"
"84","Puma concolor"
