,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75
Low,42.654483957027345,35.9324471465745,34.22632974982617,32.22587969915996,31.133586505708006,28.865777722624916,29.071839267486904,26.799371272052614,26.708521987430807,25.967399911481788,25.08348111454179,25.113901554996804,24.8065393456049,24.65773195955003
High,102.15104072847762,82.39216881599417,69.67261070049244,60.56519162703228,54.72681716871378,50.098221294317696,46.139459356733425,42.53345425568402,39.79518791937896,37.283805945005994,34.720744091289625,32.5753138976552,30.363932275295184,28.4211317713025
Mean,72.95473403473964,58.49141346513895,51.61638258525687,46.77607487617284,42.72565792271145,39.734577867955274,37.485056260679585,35.1015450856189,33.481891085179214,31.737651367189894,30.249699621063183,29.014385011494102,27.725512579382674,26.592473180158592
