,pd10,pd15,pd20,pd25,pd30,pd35,pd40,pd45,pd50,pd55,pd60,pd65,pd70,pd75
Low,403.289001593645,556.874059141945,672.0390506232575,804.195401342345,907.0560831539975,1010.0936391016501,1093.049063816725,1200.407467055775,1269.69801848256,1378.946871857785,1456.0283734403752,1555.465933216725,1639.3043998833002,1734.8591133531502
High,629.6550506734675,799.7034475600274,949.002629609795,1072.8491540716,1182.271307636,1286.41529358345,1380.391215224625,1464.8672043941099,1541.09551865725,1616.8231129879998,1677.67797938481,1733.874168337,1784.797236404925,1821.3081086008501
Mean,522.0857212507136,682.621929437886,817.9731865840454,940.4879001452625,1047.4842926541462,1154.3526932420489,1245.6966771020357,1336.9653429000532,1422.6333246478387,1506.7090060014434,1580.4206119017485,1658.0064282861022,1726.8701012165475,1792.872797342327
