,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85,mntd90,mntd95,mntd100,mntd105,mntd110,mntd115,mntd120,mntd125,mntd130,mntd135,mntd140,mntd145,mntd150,mntd155,mntd160,mntd165,mntd170,mntd175,mntd180,mntd185,mntd190,mntd195,mntd200,mntd205,mntd210,mntd215,mntd220,mntd225,mntd230,mntd235,mntd240,mntd245,mntd250,mntd255,mntd260,mntd265,mntd270,mntd275,mntd280,mntd285,mntd290,mntd295,mntd300,mntd305,mntd310,mntd315,mntd320,mntd325,mntd330,mntd335,mntd340,mntd345,mntd350,mntd355,mntd360,mntd365,mntd370,mntd375,mntd380,mntd385,mntd390,mntd395,mntd400,mntd405,mntd410,mntd415,mntd420,mntd425,mntd430,mntd435,mntd440,mntd445,mntd450,mntd455,mntd460,mntd465,mntd470,mntd475,mntd480,mntd485,mntd490,mntd495,mntd500,mntd505,mntd510,mntd515,mntd520,mntd525,mntd530,mntd535,mntd540,mntd545,mntd550
Low,104.388485845,104.08085005000034,93.9408058225,91.327791756,88.2593806775,85.25085982714285,83.82200414875,79.9182308333333,78.838696068,75.69854469363636,73.8752479020833,72.65129174999998,68.88841936749996,69.1908108803333,68.91241018156249,64.53488694588235,64.60219607222223,62.58116208710533,61.142028658,61.48354046547616,60.36360834090906,59.8849413508696,58.61500948062496,58.1483959886,57.66565457019228,56.24186060777782,54.907344101607116,54.70868991034488,53.633700989666735,52.85925538983868,52.77031241984375,52.77967510121213,51.93437171338235,51.48028483799998,51.04891573041669,50.981636041891946,50.09045261078943,49.93420182602561,48.829233222375,48.84198038158541,48.37936429130954,48.408481500581416,47.575392904659054,47.32312460200002,47.18574393141303,46.61792934191493,47.19839290343747,46.45784989091835,46.1300053343,46.29896103803921,45.5199042753846,45.45370233849053,44.95678378749997,45.17919246727273,45.189240763392874,44.41945805473684,44.418571462758614,44.17970631305091,43.90173362808336,43.8078580969672,43.66221421701613,43.53163261563491,43.62971599898437,43.23867474599997,43.00987768212119,43.02440774119403,42.86483580735296,42.184811913768094,42.43384843921431,42.4035542659859,41.53215790381941,41.777668377876736,41.96085337594593,41.65865403266667,41.69632379901317,41.31592820305194,41.35712203794875,41.37078904037975,41.099671044062504,40.69392853209874,41.058536162987785,40.52162478801204,40.51477620357142,40.673061317235245,40.30809468534884,40.04771107517239,40.29536574647729,40.20865609617977,39.89782699500006,39.78811685780224,39.60381093070649,39.61034173344086,39.73635401164889,39.674012488157935,39.31940617854167,39.57058233443299,39.59131956020404,39.442175632676765,39.38585029485,39.29551741935648,39.30951281823528,39.08771216728159,38.84896973009615,39.045587029809504,38.9501207757076,39.07181143242988,38.98656292601852,39.040587076238516,39.59210125918183
High,316.77940468500003,257.8264393900003,225.59707018749998,200.511491366,187.76509989833298,173.60872030428573,165.16968943312497,152.7882676200003,140.3138650485,135.27245650909109,130.013257395,124.03102332230777,119.11371036000027,116.03904991433366,108.95693603343749,104.64669393882374,103.47816315583364,99.2173722013158,95.55415920124999,96.23760006952378,94.37239135840912,89.53092054260865,87.6210232475,86.049178233,84.04334267846151,83.7767208733333,80.5733560083928,79.76590851948272,77.9527984381667,76.5407585490323,75.6798001228125,74.00396686454548,73.10468573764712,72.77176775071423,70.41877074916667,70.12434185378382,68.53163862381581,68.39640534730772,67.020508789,66.52683936926833,65.97003290547616,65.08500141813957,64.32683655761362,63.34671037933331,62.498248853586986,62.25936385712764,61.624052648020864,60.80706228255106,60.3425863827,59.78351981137257,59.22474431480767,58.94904227,58.454992940277776,57.514553912727266,57.10672827142863,57.035219230877225,56.338881375689645,55.80142616601694,55.42849265450003,54.728671159180365,54.54953149209682,53.912504808254035,53.681974898046875,53.10554998053846,53.07618719856061,52.393496234029854,52.35363637801475,51.49919018057974,51.27146379571428,51.03294800838027,50.79444551520833,50.288387244520514,50.10626115472977,49.58258628360003,49.59672223631578,49.074496417857134,48.988777136474376,48.30632770031643,48.2551610209375,47.73156991703705,47.396942961341466,47.32898146536145,47.07374013488096,46.59739329252936,46.46174877372091,46.22306843270119,45.932207821193145,45.827294490224695,45.27219805961109,45.18237161049455,44.78483835565222,44.83034007924732,44.43872345239364,44.18759238473681,44.03409133796878,43.75151544819584,43.56075496346941,43.26823577803031,42.9995807614,42.774122402970335,42.48909833431373,42.28009686325247,42.033563520384604,41.8620002274762,41.52109920169814,41.334075632289746,41.04672441337963,40.751419961284384,40.444366187681865
Mean,198.1088282767,174.14268169413333,154.2687501792,143.41511597320002,131.67762929073334,125.34354471508571,119.599504044,112.79665850280001,107.6882213047,103.77974780043637,99.73123896874999,96.43900246501539,92.27261570534284,90.14175359352,87.377803128425,84.4841649573647,82.75716252926667,80.71625427873684,78.53632696153,77.47933050119047,76.03050791227274,73.87749789545218,72.58120371409169,71.583443823336,70.34953807458461,68.98242898913333,67.91558419206429,67.26258144641379,66.11276755981334,64.64897143981936,64.07251841600625,63.59450086949092,62.77169594979413,61.86622119773714,61.20745788287223,60.49906461322703,59.572915030321056,59.299408265964104,58.38094890169499,57.9978976744244,57.040875988414285,56.92780161969303,56.42462715570001,55.67852215150668,55.05599704435652,54.85415766205958,54.58491028900417,54.03536403004082,53.517432194332,53.149691699776476,52.97749950304232,52.39608663724529,52.16710649501852,51.7498849771891,51.42055367336786,51.01347892504913,50.48584582903449,50.28629138543729,50.12357183455,49.655686634865575,49.315726928296776,49.054285763123815,48.91945513925,48.49480749848924,48.271834119175764,47.88007884578508,47.85232954975883,47.3260327390261,47.19359003161429,46.86428321665916,46.64284004461111,46.37004939291507,46.227415214556764,45.975770100522666,45.88952422529737,45.52508965016884,45.32513530805642,45.142927141430384,45.00683870364,44.65079343827161,44.516261119821955,44.22410969964097,44.12261627743096,43.90012352654824,43.754954865804656,43.551656535124145,43.453317693924994,43.275222499876406,42.94839291809779,42.882393867193414,42.70609563539782,42.651849120221506,42.384920579546815,42.22764184837896,42.121974710429164,41.90938857693609,41.8171688079,41.65184559046868,41.45818821126,41.372163263364364,41.213133350888235,41.05712246324273,40.94545595339808,40.78682378075429,40.6733254670585,40.559348169730846,40.423705777624086,40.28533269949542,40.14557153577819
