,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85,mntd90,mntd95,mntd100,mntd105,mntd110,mntd115,mntd120,mntd125,mntd130,mntd135,mntd140,mntd145,mntd150,mntd155,mntd160,mntd165,mntd170,mntd175,mntd180,mntd185,mntd190,mntd195,mntd200,mntd205,mntd210,mntd215,mntd220,mntd225,mntd230,mntd235,mntd240,mntd245,mntd250,mntd255,mntd260,mntd265,mntd270,mntd275,mntd280,mntd285,mntd290,mntd295,mntd300,mntd305,mntd310,mntd315,mntd320,mntd325,mntd330,mntd335,mntd340,mntd345,mntd350,mntd355,mntd360,mntd365,mntd370,mntd375,mntd380,mntd385,mntd390,mntd395,mntd400,mntd405,mntd410,mntd415,mntd420,mntd425,mntd430,mntd435,mntd440,mntd445,mntd450,mntd455,mntd460,mntd465,mntd470,mntd475,mntd480,mntd485,mntd490,mntd495,mntd500,mntd505,mntd510,mntd515,mntd520,mntd525,mntd530,mntd535,mntd540,mntd545,mntd550
0.5,79.8051824439999,85.0531762193334,76.46374322825,85.1606356992,75.39076271583336,76.93549275371426,73.20652267462499,70.96490091333332,68.2489546038,68.80377215427269,69.81152761950001,66.90045066246152,63.1999316665715,63.406006236866695,62.5346927465,61.67623128958822,59.34742930488892,58.53411063484205,58.1102115621,56.648460192285775,56.66506364122727,56.670565755695655,55.2913590263333,55.44691073592,52.109188567769266,52.936380757518506,52.40271239360713,52.747636298724125,50.31778324670003,49.942447548483905,50.14120533203125,49.32231874115157,48.33275657644121,49.073959193228525,48.44114145630558,47.9803904210811,47.87377766426316,47.878403444769205,47.26087643235,46.33426790407316,45.75939431354763,46.46757239409307,45.05805886029549,45.3025332229333,45.42357134739125,44.75519113123404,44.8541900591458,44.27456687648981,44.42524617342,44.16981677029409,43.32494222226923,43.91407064124525,42.51383321807406,43.82648447454543,43.402693350124956,42.829134703719276,42.75614637739652,42.35456883227121,41.18623806436666,41.56747715862293,42.06015046751613,41.923731358857104,41.568928745875,41.87765027135385,41.484858206348484,40.473495204522365,40.53107900411761,40.27292841768113,40.885433891600044,40.49100839618311,39.90009252983336,40.199044451000034,40.88013014341892,39.8987105833733,40.4087644279869,40.00005689490905,39.40999327647433,39.99212930946833,40.181871168849995,39.064642049283975,39.09876939551216,39.29478093001208,39.609192989083375,39.351296864364684,38.925687672267436,38.65249355956321,39.13608687603414,39.16791821191014,38.64865689029999,39.16560869101099,38.61441070339133,38.57724556372041,38.675088804819204,38.62154620972628,38.3583940744167,38.615953922329936,38.96163653437752,38.56757372166669,38.14011176599,38.45554809408916,38.84742206448036,38.22961660632043,38.17291754299999,38.34033478236196,38.371375635415134,38.45759947185983,38.50871397236112,38.47532530777063,38.69160379969999
1,90.54862343900001,95.45168991599999,83.76407818499999,87.4750237332,82.9228337173333,80.58181578342851,76.86737126225,74.63021498711115,73.202319911,70.91828542781822,70.86582064183337,69.69153459400002,64.66968073471435,66.33724896653337,65.80815652575001,62.63767002564703,62.671075935666714,60.01484807799997,59.6753843453,57.999929310571446,57.91503542209093,57.89664140965219,55.9660833121667,56.61180801816,55.39150861407691,54.107886121111164,53.717758982428606,53.402573447655115,51.90439833833334,51.100838438580645,51.521438971625,50.594545225030295,50.263558117058814,49.91159016794283,49.4029594162778,49.43218681097302,48.57404395399997,48.51477821030772,47.69437400335,47.729362337804915,46.79794223504766,47.354665930232585,45.59657854031823,45.6723689196445,45.98002316847822,45.25272952527659,45.71540282229164,45.264761593591814,45.04471990848,44.79300261196075,44.15892728123075,44.46423140747173,43.750245685740765,44.24677345567274,43.940022216678585,43.273075618491205,43.08055144589659,43.06019011555935,42.18063746626667,42.17707492672135,42.74093222983867,42.88787424542853,42.03528976378125,42.52345396781541,41.967940266787906,41.870139425343304,41.75946113105885,41.19695622481163,41.41679989088576,41.00640685814081,40.278969734166644,40.76077632454791,41.26102942397298,40.89246242,40.84955364194734,40.58867126989611,40.26417120151284,40.52044313035443,40.505856124025,39.79214560103699,40.32179475480492,39.71773766414458,39.95717760561905,39.92337306428236,39.52221880013956,39.14723248958616,39.49862926118182,39.597083879325886,39.280205519311075,39.45046111257148,39.11445566810872,38.7661734455484,39.135194246191475,39.07136271627372,38.57554743927086,38.98901874767011,39.29321957944897,39.04798214442429,38.79507609336,38.632755323881156,38.99689106780389,38.67088450530102,38.52717430615387,38.73958414780952,38.68171296607546,38.708091078224264,38.76863385298146,38.70434284555968,38.800045177054535
1.5,92.88976053600001,100.600985669667,88.3973226555,89.3335422626001,83.2489545233334,82.06635164242856,78.4930586495,77.5584614854444,75.40219937820001,73.37372207572727,72.0049823729167,70.67425528984617,66.7021373215,68.11411807,67.43003252137501,63.16456479682347,63.869437423,61.50857029799996,60.42216804705,59.882559319857116,58.7066776927273,58.438788685869554,57.1961548939583,57.187744805319994,56.69011468453849,55.23997267370374,54.29981985971431,53.99877614941377,52.6943718292,51.966833945580674,52.43783809275,51.75479633266664,51.277525026617646,50.276299170600026,50.49929329236107,50.07879198597298,49.123258992710504,49.00526895107696,48.306352357775005,48.27636709446337,47.887775949095214,47.88156844393027,46.64769136079542,46.607888559399996,46.19345517345649,46.08400010710636,46.384432169083304,45.7783009102449,45.25472333178,45.653113553705886,44.712564252788496,44.678217295641495,44.127469356333286,44.582227997127326,44.33711415780356,43.775195075859656,43.890004574241416,43.68788426625428,42.7854789931,42.69426703929511,43.09700532132259,43.05339478482535,42.897098486625005,42.74801020161535,42.317246199909064,42.357055603358205,42.32154814520586,41.66052096847829,41.76606381801429,41.70139398250703,40.73319225301393,41.37918626984935,41.44072926979734,41.33973162684,41.312744323907886,40.911400549428606,40.84793503748723,40.80836038911389,40.8350872541125,40.19145151606176,40.76578199614632,40.111412575951796,40.286009170059515,40.3676226439765,40.05793428276746,39.48025246674713,39.76324294180684,39.78600438898879,39.410417174077736,39.598913725033,39.284879574967405,39.38459654031184,39.383656518936164,39.356347208884166,38.9845548083125,39.31783554313404,39.479112047438726,39.27778642273736,39.06554606519,38.97492883001984,39.15586670342161,38.94677911952431,38.67135934110575,38.87815269861906,38.77894681486796,38.81929593925234,38.896469656120324,38.87143849256879,39.37809027451818
2,98.35110758399999,102.49994399466699,91.76424227,89.74419809759999,86.226924034,83.44891910971423,79.839431233,78.8612662831111,77.941387444,74.46150095018184,73.24658248399997,71.21316087784619,67.82354830485714,68.87265419279997,68.1553053735,63.75048604564705,64.4421127355556,62.15498827200005,60.732253241,60.652212236380976,59.531873108545454,59.400464180347804,58.021621672000066,57.554983307840004,57.16472610753846,55.78912064770373,54.68429179942857,54.42204427186209,53.4544310026667,52.5167960709678,52.5818017475,52.30006055842421,51.59487096600007,51.006122648000044,50.81996061422219,50.52576752832429,49.46325909978945,49.55924337487174,48.607702705600005,48.59020757834149,48.267778728952365,48.23594531488374,47.111293296909125,47.11355579333331,46.90199135313045,46.416933774127656,46.67361394575003,46.10076774669388,45.6549147016,46.08869208886277,45.034115694615416,45.15708528264155,44.67551744140745,45.02865496450911,44.97752286028573,44.07888736435084,44.14495055662072,43.83815906711863,43.356972551533296,43.50956662845904,43.479338038580686,43.32084231873019,43.3058792058125,43.01120481360004,42.73689689684849,42.76364655247764,42.621134208764744,41.980112498608726,42.1827096482857,42.136743453126755,41.266085413055556,41.606309925041124,41.826873712864845,41.53974341141337,41.47147596068426,41.097160077714285,41.18511030492308,41.10528766070887,41.017673597400005,40.37243620444448,40.89558042760972,40.36595025310841,40.3761740174286,40.53260269303532,40.18532942172097,39.82565372919537,39.890822772909125,39.85822284629212,39.67555243693331,39.67478865156042,39.45375866843482,39.53572850950541,39.54849903025531,39.551591171494756,39.096748824208305,39.51711863154638,39.52326188118372,39.36799250331311,39.36237453532,39.098985777901014,39.280711206823526,39.01984351273787,38.811535496076885,38.91420962495236,38.89243603724527,38.934649717794365,38.92393037744445,38.9666113191193,39.47967999690909
2.5,104.388485845,104.08085005000034,93.9408058225,91.327791756,88.2593806775,85.25085982714285,83.82200414875,79.9182308333333,78.838696068,75.69854469363636,73.8752479020833,72.65129174999998,68.88841936749996,69.1908108803333,68.91241018156249,64.53488694588235,64.60219607222223,62.58116208710533,61.142028658,61.48354046547616,60.36360834090906,59.8849413508696,58.61500948062496,58.1483959886,57.66565457019228,56.24186060777782,54.907344101607116,54.70868991034488,53.633700989666735,52.85925538983868,52.77031241984375,52.77967510121213,51.93437171338235,51.48028483799998,51.04891573041669,50.981636041891946,50.09045261078943,49.93420182602561,48.829233222375,48.84198038158541,48.37936429130954,48.408481500581416,47.575392904659054,47.32312460200002,47.18574393141303,46.61792934191493,47.19839290343747,46.45784989091835,46.1300053343,46.29896103803921,45.5199042753846,45.45370233849053,44.95678378749997,45.17919246727273,45.189240763392874,44.41945805473684,44.418571462758614,44.17970631305091,43.90173362808336,43.8078580969672,43.66221421701613,43.53163261563491,43.62971599898437,43.23867474599997,43.00987768212119,43.02440774119403,42.86483580735296,42.184811913768094,42.43384843921431,42.4035542659859,41.53215790381941,41.777668377876736,41.96085337594593,41.65865403266667,41.69632379901317,41.31592820305194,41.35712203794875,41.37078904037975,41.099671044062504,40.69392853209874,41.058536162987785,40.52162478801204,40.51477620357142,40.673061317235245,40.30809468534884,40.04771107517239,40.29536574647729,40.20865609617977,39.89782699500006,39.78811685780224,39.60381093070649,39.61034173344086,39.73635401164889,39.674012488157935,39.31940617854167,39.57058233443299,39.59131956020404,39.442175632676765,39.38585029485,39.29551741935648,39.30951281823528,39.08771216728159,38.84896973009615,39.045587029809504,38.9501207757076,39.07181143242988,38.98656292601852,39.040587076238516,39.59210125918183
5,115.74273209,111.75468379666665,103.1726816375,99.2137028,93.77220359333337,91.05206795999996,88.6417007825,83.98496728999996,82.83032329299999,79.20479163090906,77.88337343166664,74.79528676076922,71.90524540928573,72.43143870000003,71.126442688125,68.34466810647055,67.80460201722227,65.37390834526315,63.545257104,63.56505247761901,62.89981513272731,61.24943253869565,60.43842137250004,60.1001008596,59.16495097461535,57.89781835481478,56.60676083821432,56.885313789655186,55.75045295466666,54.68684751935481,54.4118915875,54.59170153515149,53.708465055294134,53.342070768285716,52.574213627499965,52.34961234513514,51.28337661342106,51.044431972051285,50.33246781525,49.561162677561,49.66598792880953,49.82622334372093,49.21847850363634,48.69972273488892,48.388505498043486,48.3327230217021,48.0076670347917,47.844804832244904,47.3226261156,47.27140345862742,46.79524465750002,46.77433848150942,46.43411808981487,46.22246048454546,46.252436216428585,45.465520711052655,45.36723561086211,45.2914352738983,44.953652565166635,44.996730852131144,44.75232877790324,44.65891724063495,44.461369251562495,44.24819936338461,43.946675999848516,43.81140583820897,43.79519866941177,43.090276132753594,43.35989156114289,43.00564988619723,42.363427443055606,42.74330176095895,42.57419486716216,42.63570693573337,42.37154561539473,42.01984397415581,42.03329605525645,42.00637702683546,41.701391713250004,41.29568465185183,41.54636235890245,41.077464815421656,41.29422516702385,41.10590135058823,41.08603739918608,40.64965098505748,40.71531467670451,40.71125389606739,40.45098245811109,40.44904994703301,40.19260157967387,40.2682404393548,40.16730845063834,40.158516408421065,39.965433383541665,39.94539053360822,39.93852437295917,39.89616511515148,39.627563507400005,39.71281357495046,39.5635887355882,39.46020081572812,39.47154901173081,39.37921224695237,39.36352941405665,39.29685922214955,39.45927993657412,39.62616485587157,39.748288227545416
10,130.68931421,124.4247192733333,111.23535285999999,108.903787924,99.69700886,97.14872510000001,95.293698685,89.68545091555552,86.495831146,84.85292111090912,82.1522819933334,79.14104434615385,75.88370977142857,75.85951510533333,73.77056487,71.46552805058825,70.87080134888886,67.93827693263158,66.793792377,66.03535420761906,65.60358535181818,63.85197286521737,62.98331711166669,62.3803365496,61.18692426692307,60.25143606074076,59.160420705000035,58.92390002137928,58.18035959533336,56.736491452903195,56.232645081875,56.61938917515149,55.67282186235296,54.92528725085712,54.36672871777772,54.223741770810776,53.14515410631585,52.817132171794846,52.256841086499996,51.35966816634143,51.17949243666671,51.20219197348836,51.188828769999965,50.17790829422224,50.05113610217397,49.58602876127658,49.461066464583325,49.315464622857135,48.9502980228,48.57698465686277,48.5430261265385,48.02068388490569,47.7390672062963,47.86284346218184,47.47120980785717,46.86133685508775,46.77059232379311,46.606849227796644,46.08686012399997,46.05009869704918,45.778053525806456,45.53903233047617,45.4639890103125,45.15218514184618,44.93097033363642,44.79714685850744,44.80198458176473,44.135382747536205,44.06809116971426,43.95018333098595,43.61480312555557,43.39071398246572,43.40218979702708,43.37403313413336,43.06053704236844,42.993512480519506,42.81133063871794,42.71209366860762,42.63524075475,42.24547989703708,42.23409891487808,41.91061787421691,41.94540714523806,41.78639241317651,41.67800993860466,41.440886834712664,41.50139640522726,41.29547880561796,41.09504298977778,40.98943769956043,40.80457287956524,40.96503611182794,40.715663330000005,40.59328123515789,40.4885557654167,40.372193197525746,40.29927120632651,40.2407408921212,40.0851689442,40.1091898649505,40.013106636274536,39.85387620058249,39.96549941576928,39.806915862857124,39.83872531415095,39.90181564056077,39.92718402981484,39.92433972477066,39.889769825090944
25,159.74028575,145.56604448333326,129.7076102625,123.79094543,113.417267,107.995788857143,105.1189780375,99.33175887777782,95.235233335,92.93428762727274,90.0420998958333,86.36799195,83.36676120714284,81.88361515333335,79.103002596875,76.9134507117647,75.64409277222225,73.4384659421053,71.58384029,70.79800166666665,70.30890356818185,67.90478785869567,66.92956796666665,66.16914554,65.12262285576925,64.06336697777775,63.146119526785725,62.64108810344825,61.72892942166665,60.26809406451615,59.840811612500005,59.721931627272696,58.59813230147058,58.06535533857148,58.059799826388925,57.0692898662162,56.231150338157924,56.078270656410226,55.024544885,54.56594378414633,54.0610696642857,53.96314531976748,53.8655821897727,52.86161185555555,52.39197252717392,52.292581299999995,51.99177592083335,51.67012803877552,51.121792786,50.629161353921575,50.64427941923075,50.14185903490565,49.724529184259296,49.4845496836364,49.177275541071424,48.9082105131579,48.5140967525862,48.1279822584746,48.0311933216667,47.894511528688525,47.468274594354824,47.15479687698415,47.1433261953125,46.8315305492308,46.44414079848485,46.276506915671675,46.30354859191175,45.76936378115945,45.686668455000024,45.386962893662,45.26018722638885,45.014209502054776,44.80398861486488,44.57213172333335,44.447542978947354,44.204163358441576,44.018469837820504,43.9557639512658,43.833901996875,43.5248504141975,43.31070637439022,43.069512793975875,43.011271811904805,42.896358685882376,42.72074426918607,42.5688136534483,42.58558706874997,42.327903058427,42.01830032944444,41.98036511318685,41.78952759891305,41.87864561666665,41.630404492553176,41.4774935826316,41.44174901458332,41.21715053917528,41.0913011709184,41.03612092575755,40.873215877,40.905167155940596,40.77878508333335,40.623921235436896,40.60366036442305,40.459455147142876,40.427396490094374,40.349505385981324,40.28116458657407,40.180469399082604,40.07277882363637
75,231.083598325,201.5821522666665,176.3069919625,161.88196022,147.80205864999974,140.258634771429,131.85078779375002,125.52509793888925,118.89834831499999,113.868947809091,108.32280193749975,105.8216405192305,100.3417908857145,97.27421913666663,95.393443965625,92.03191991470588,89.28965142500003,87.99231780526313,85.1179729575,83.41413649761901,81.60195680909095,79.43728169565219,78.22083201249998,76.43537915799999,75.4606595730769,73.56728140370373,72.59531952499998,71.57168839655175,70.2785148166667,69.03832631935485,68.0788507859375,67.34597745151515,66.89278652058825,65.4325391742857,64.5169247486111,63.9247420635135,62.994424297368475,62.547177762820525,61.742312795,61.35467143536582,59.930806504761954,59.93465788023255,59.29229865568182,58.59445511999998,57.5985321771739,57.59137972446805,57.07815441145836,56.7018658581633,55.997796042000004,55.6398158872549,55.34415517788465,54.78380123301888,54.66912600925927,53.87410861636365,53.86221615803575,53.35866527017545,52.53477377844825,52.511119877966095,52.37325942833333,51.69462436967218,51.16667698145162,50.92764064444448,50.73138617890625,50.229852436923096,50.095620153030325,49.592040424626845,49.5190886544118,49.058727463043525,48.8112954464286,48.39315554084507,48.2686060208333,47.8935281561644,47.7309286885135,47.33387293599998,47.469053296710555,46.870282798051946,46.772240673717974,46.43208419240505,46.248282764375006,45.910458041975275,45.793905303048774,45.485797113855426,45.35311008333335,45.01449035470585,44.876736869186075,44.63462677011498,44.52926403181815,44.325556274719105,44.06718811166668,43.88808462692305,43.7399907108696,43.5732073134409,43.26512305531917,43.048043598421074,42.9367969786458,42.6632421149485,42.57938911887754,42.39945498232328,42.1593840095,41.98792056386138,41.79632045980392,41.643784318932,41.46491300096153,41.2702948438095,41.0831169740566,40.907635001869174,40.713116723148175,40.50843867064221,40.29574948954548
90,269.47749089,227.824685706667,200.009141065,180.41541352000002,165.3279586700003,156.7753541485718,147.90436134249998,137.06828700222272,131.188636156,124.6442276436365,118.8682261600003,114.8490890984617,108.7172077599999,105.7968580386664,101.51699125375,98.47049578823534,95.98278105333333,93.47492244842101,90.02263237300001,90.02358647238093,86.39959095909094,84.58642819913048,81.91838269916667,80.985972476,79.37672924000002,78.26805490814817,76.70209101642858,75.48421589931033,74.4542924473334,72.61590950193552,72.17874230812501,70.42745749999996,70.0798984705882,68.8552972897143,67.32601185388889,67.1701780005405,65.79402878315788,65.59654204717947,64.3093314095,63.97271611170727,63.06240148333329,62.44206724325585,61.75313606045458,61.04932272444445,60.11952809999997,59.84471531106388,59.478495704583366,58.82111784612242,58.14707138040001,57.73723302705879,57.43033436461542,56.765297005660344,56.61122047074073,55.89323219454549,55.38903960678573,55.06893328175437,54.35709798482763,53.99768683559321,53.87195289,53.153785881311485,53.04673489580641,52.53330248698415,52.433169093124995,51.796083385230766,51.37148926696969,50.96575794089556,50.993863932058865,50.30426349594199,50.03196900857144,49.63318630338027,49.30181840611113,49.1031772758904,48.93917294810813,48.5060558144,48.49290909236847,47.8870364994805,47.76460960410256,47.361405354177265,47.3070099235,46.85760269432102,46.69382314463419,46.45319114722895,46.22229776071425,45.779666722823514,45.62886364069771,45.466395720229926,45.203762419772765,45.003913538651645,44.662129172666695,44.56983886659345,44.21886049152172,44.141421764086026,43.84289493659575,43.65839280610522,43.4700580304167,43.19050571670108,43.08139738428571,42.82148522080809,42.6106882834,42.399164615841634,42.11690479666663,41.97121473339803,41.76422157403843,41.542706769333385,41.30568188811317,41.13097474971965,40.86489506777781,40.61211375211007,40.35923796218186
