,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70,mpd75,mpd80,mpd85,mpd90,mpd95,mpd100,mpd105,mpd110,mpd115,mpd120,mpd125,mpd130,mpd135,mpd140,mpd145,mpd150,mpd155,mpd160,mpd165,mpd170,mpd175,mpd180,mpd185,mpd190,mpd195,mpd200,mpd205,mpd210,mpd215,mpd220,mpd225,mpd230,mpd235,mpd240,mpd245,mpd250,mpd255,mpd260,mpd265,mpd270,mpd275,mpd280,mpd285,mpd290,mpd295,mpd300,mpd305,mpd310,mpd315,mpd320,mpd325,mpd330,mpd335,mpd340,mpd345,mpd350,mpd355,mpd360,mpd365,mpd370,mpd375,mpd380,mpd385,mpd390,mpd395,mpd400,mpd405,mpd410,mpd415,mpd420,mpd425,mpd430,mpd435,mpd440,mpd445,mpd450,mpd455,mpd460,mpd465,mpd470,mpd475,mpd480,mpd485,mpd490,mpd495,mpd500,mpd505,mpd510,mpd515,mpd520,mpd525,mpd530,mpd535,mpd540,mpd545,mpd550
Low,219.61438925944455,230.36418928238086,241.8844528396056,247.45552648000032,250.58900738833347,259.4103195436138,265.09439623791707,267.8015606871717,273.7120406524285,270.2842017602353,274.68381760279664,277.1084894267308,275.606575765176,282.6623586771895,282.34232240838645,284.35480340044785,285.27330735635445,287.035667607693,286.7628365179692,285.14908245589714,289.70932450357003,289.4696822416247,289.8833258489042,292.22492248938727,293.2422085880974,295.0494342364731,293.57827833377945,294.0413961782757,295.7153039768162,298.8456991109715,296.1762380638363,298.76194844881724,298.9214518371214,299.419370104105,297.1824934557618,300.6443899855169,300.86582614082727,300.2467181709119,299.67827109159174,302.39594643910056,302.54588523173834,301.8292917614868,302.39720225591765,302.1539680392025,303.82315336546975,302.32360674912707,303.374407907736,303.83586434300923,305.09241218240953,305.0885860374711,305.0060684020651,305.0393923645286,306.1330596504815,306.2035995483864,306.6051149757299,308.3256805442011,308.4037661063546,307.514319405862,306.6636996247842,308.59267611076683,309.3397860071673,308.1758260122499,309.87007393846943,309.8870823631933,310.958453342699,311.7283438159436,309.90546526467426,312.1492286864176,310.483651735898,311.07069772599203,311.49905661674353,312.38996116068887,311.3988171075257,313.09419016293583,312.96325116781037,313.2350261952276,313.15153691267267,314.1854797864264,313.77077342173345,314.1518550016804,313.95358152338287,314.08999508800565,315.1927727341107,315.4195556503444,314.5410474665938,315.7008719488188,315.8936879671458,317.36020465516344,315.6480028259478,316.3629307756312,317.04171567961305,316.9759000698419,316.6227418221707,317.31305206887504,317.87751754564897,317.7806329482446,318.6612852800649,318.1636386782225,318.6190047218248,319.32575331675474,319.63385252628535,319.5813380557626,319.9812300821616,320.548359259596,321.23942787092835,321.3229869048696,321.92184898647065,322.64303721073594,323.31375680863727
High,494.2007612172225,453.19904205666666,433.2886463067107,422.14317334966694,406.6373189356898,406.067227843193,398.6617130319552,392.2116649970709,388.5007061565919,384.4110448626604,383.154366642387,379.09858384899053,376.1646435334681,375.1396463335314,371.51590534454107,369.02425125429977,367.1633221948195,367.8954116968646,367.3143881841469,364.49668024617245,361.8987217121644,360.8335530920897,364.7277010467572,359.79451740087086,357.01229007596606,358.6385678954279,358.70996144154725,357.0565186816758,358.0450248922436,355.82183323992433,352.66761968742094,354.8444114985363,353.17252847765087,353.9818717508935,354.0131595410772,351.9031291181166,352.20809591266215,350.5471587605076,349.3087689613836,348.7180800419636,349.97177893126155,348.8235450655818,346.9721921956911,348.2055398751964,348.0624928446064,346.5720551323788,347.41400093688986,347.1800241114621,346.1473476745858,344.716217317442,345.19876535504164,345.2768004623327,343.20872441957624,343.67167883125774,342.07236582409286,343.48392961930665,344.35288724115253,342.85716642243773,342.8960711226223,341.9705776380438,341.8049187612176,342.8668079381923,342.54476600843765,340.9879784437152,339.99555060579667,340.44587524706634,339.4659175115333,339.83221547878287,340.07194190028565,339.628526703427,339.45539498414,338.9416417757975,338.13050923098314,338.3369114574362,338.08765952059383,337.49804105312626,336.4819088121303,337.10641216119103,337.22488402409186,335.9594631694289,336.5196843438802,336.1486201661619,335.9603214728672,335.83865793632276,335.4771531052046,334.7954436318916,334.75406308846715,333.8847911531687,334.17523638197633,333.03250574370225,333.0974147322107,333.08179204282186,332.95621327846294,332.8333524844943,332.0488293774157,331.8374472549369,331.97397125750956,331.15050072252717,331.17349253128424,330.8550227581092,330.3562079709659,329.9384824291145,329.692822674759,329.29256151672786,328.86678914786427,328.53577192536534,327.8923644795557,327.1392761342588,326.32886923915703
Mean,323.9731894336223,324.5926593141524,326.5672363651948,324.66003277412005,324.53458862289193,323.17714060526725,326.6387465275038,326.7120318350445,325.9245106121624,323.83638000338595,326.0313590997729,326.2798322208616,324.49839673048865,325.97311996976293,325.86794623103424,325.2682631032482,325.1762597085603,325.30299057717986,325.50004796099523,325.7070420601711,325.4424883997166,324.24923329538,325.4196396038004,325.27921711737343,325.8810876411096,325.5158978622227,325.6912647712473,325.1034647315261,325.92454973086507,325.89477749535723,325.1066428279717,326.0053551857397,325.5681766750455,325.7363985485404,325.14313144580484,325.50315353192497,325.31112037545375,325.70205651085524,325.22900640971864,325.44191443334836,325.54958162286164,325.8801056895981,326.06876893061167,325.33605933155155,325.35073777216604,325.3174214025208,326.0572106388592,325.24087782464085,326.0527973093898,325.0047188781074,325.15329764714124,325.7000720907471,325.44275659077624,325.1731009648954,325.06164211836807,325.6436271141235,325.985240369321,326.0364106682713,325.32902395054424,325.2644492773396,325.6691773659296,326.04778342766946,325.4687982475121,325.3925031437412,325.72408029926,326.2067708340609,325.40213481809434,325.5591709048838,325.58542979145517,325.4231547462527,325.4362971766682,325.55649312349686,325.2818848424815,325.70178334478953,325.80281835971704,325.6217359874306,325.5792632607238,325.85727761126276,325.63994466407206,325.6020423357695,325.9124117590156,325.8006986214558,325.7252338688271,325.8853182620113,325.60100068483825,325.691547202677,325.6038568959851,325.9301651554301,325.63690109011156,325.48575406913506,325.5694753447999,325.78688349240343,325.5747559700188,325.6455864566055,325.64561649008203,325.6787947403429,325.62604347005146,325.5139283594675,325.5390229587846,325.66417024145437,325.4748302383393,325.5457378929608,325.58912376911144,325.53818738791,325.63071545431495,325.6113023080453,325.6103245129283,325.5908167918433,325.5662166058954
