"","key","b:(Intercept)","c:(Intercept)","d:(Intercept)","e:(Intercept)"
"1","low",-0.351345905827867,134.484622588646,268.58492263127,4.08170865284863
"2","high",0.551234266523018,252.057553632731,541.767318577258,2.27874433406495
