,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85,mntd90,mntd95,mntd100,mntd105,mntd110,mntd115,mntd120,mntd125,mntd130,mntd135,mntd140,mntd145,mntd150,mntd155,mntd160,mntd165,mntd170,mntd175,mntd180,mntd185,mntd190,mntd195,mntd200,mntd205,mntd210,mntd215,mntd220,mntd225,mntd230,mntd235,mntd240,mntd245,mntd250,mntd255,mntd260,mntd265,mntd270,mntd275,mntd280,mntd285,mntd290,mntd295,mntd300,mntd305,mntd310,mntd315,mntd320,mntd325,mntd330,mntd335,mntd340,mntd345,mntd350,mntd355,mntd360,mntd365,mntd370,mntd375,mntd380,mntd385,mntd390,mntd395,mntd400,mntd405,mntd410,mntd415,mntd420,mntd425,mntd430,mntd435,mntd440,mntd445,mntd450,mntd455,mntd460,mntd465,mntd470,mntd475,mntd480,mntd485,mntd490,mntd495,mntd500,mntd505,mntd510,mntd515,mntd520,mntd525,mntd530,mntd535,mntd540,mntd545,mntd550,mntd555,mntd560,mntd565,mntd570,mntd575,mntd580,mntd585,mntd590,mntd595,mntd600,mntd605,mntd610,mntd615,mntd620,mntd625,mntd630,mntd635,mntd640,mntd645,mntd650,mntd655,mntd660
Low,104.35054741249999,98.9565704283333,95.70472505625,87.644963021,90.48704318416661,85.60645850928566,81.0330256825,80.77959921055553,77.90749210749999,76.43021696954541,72.84979009541667,71.53311628884612,69.14531044607142,69.80553299099999,66.14620115531251,65.69440204,64.24917257666667,62.347989010526355,61.22609619525,61.09761681499996,59.92355824999999,58.53625708804344,58.60006392354167,56.9197929272,56.418804520000045,55.710059986481454,55.31063506321424,55.02124326793103,53.73268450750003,52.7209983170968,53.4003499,52.4031723228788,51.257046900882386,51.67560449099999,51.09250237458333,51.318075886756795,49.373139780000024,49.58620229461541,49.30484602375,48.86585152975607,48.80773518023813,48.53137365755812,47.64788984602268,48.0539553983333,47.288372990760855,46.657062938085154,46.90328414708337,46.52944769755101,45.778420212600004,45.786312057745064,45.47057499903846,45.98710761518864,45.081094341574094,44.4059998169091,44.89580557964285,44.08660986394736,43.96705072387931,43.85272817593224,43.83466027741664,43.86830267508198,43.81576511443552,43.77088671349205,43.006927638828124,42.71403401530771,42.74978109712124,42.27886832708954,42.80275200389703,41.99416865478261,42.095752867500046,42.25981356225352,42.219617552500054,42.32884656267129,41.80871905925676,41.70193212946667,41.09480148763163,41.461750021363606,41.28128009730773,40.88533742670888,40.9461839776875,40.61220517216053,40.485132244817066,40.74529039421682,40.04729818934524,39.9219826560588,40.20769228494185,40.05319305235631,39.7952098936932,39.7420515003371,39.60505112150004,39.77988032186812,39.56584380749999,39.31081791951617,39.04723089505319,39.23192607389469,38.99710645114583,38.830824031185614,38.81978958933669,38.90456230939393,38.59320642835,38.732077011683124,38.75206441710784,38.63132509669906,38.48962280091351,38.06117434642858,38.27487717566036,38.099817499766324,38.06854914555552,38.166167247201805,37.99037962704548,37.81023209576578,37.71948808040178,37.76683887309738,37.65957177131582,37.576237372521796,37.57222222146547,37.46720210136752,37.57462856860172,37.38150550592437,37.25436026950003,37.3805310430578,37.27965202192624,37.271729649552874,37.19331202306454,37.25949482412,37.13410811432536,37.35560945212598,37.14484711441406,37.278232538333356,37.427402339307655,37.53410107083972,37.8487381439394
High,316.79203186749993,272.31743322500034,228.89596014875,205.20389414,183.33428855666665,173.19150061214307,160.28572327999998,150.23139051555535,141.71234188199998,134.874369293636,131.3405427337503,123.94056675961491,119.35122534214285,113.73224207299967,109.76077813625,106.52885497794135,102.791351022778,101.02049083605222,96.68490062225,93.48668335142861,92.18136445386371,89.75537205521744,87.3267960479166,85.5681900616,83.66267886923075,82.28421344703705,81.35286387035713,80.29690836655176,77.68515533033339,77.11390622693548,74.61735978015624,74.81964893984843,73.10334982205882,71.60439799042852,70.90461884513887,69.95780250189185,69.31917184355261,68.22773317461537,67.263399148875,66.45158402048781,65.61048103023815,65.08677325197678,64.08149676124995,63.79213572411108,62.59477017391305,62.37547000999996,61.079105966354135,60.88965596489793,60.01767739419999,59.919582075294095,59.259766194999976,58.69378354490566,58.148185460370385,57.974232746636346,57.228582216607144,57.05529071543857,56.53339563956898,56.16127233796611,55.46508795266663,55.4708168431967,54.66430568935483,54.197804771031755,53.572145933125,53.230578382769245,53.15752773439398,52.62469112186564,52.23029893477939,52.12877925876811,51.80250578828573,51.257483045211266,51.25447349645832,51.039323206849325,50.58713659094591,50.4266700314667,49.80052710000004,49.539292072207814,49.13780653782052,48.79857337639244,48.62165750975,48.421078974012374,48.1791847987805,47.76076320192769,47.57311939928573,47.49317996088237,47.03410591965116,46.948399931954064,46.526769272727236,46.4622906112921,45.94314934227783,45.89177815620875,45.75091803456518,45.469037107042986,45.274983445585114,45.026938182842095,44.89658998859372,44.524639926340214,44.35287288051018,44.332488468232356,43.95684482785,43.69456225519804,43.48492869348037,43.313724662038865,43.159906855288455,42.97243355957143,42.7237165837736,42.659425438785085,42.477226352592616,42.32463768339449,41.96980413054542,41.89282349698204,41.74846241995535,41.474611474601765,41.338470813552675,41.166483033913096,41.05974342663797,40.717352156025676,40.63824203309325,40.36095173344541,40.2431738182917,40.18104050123969,39.8913276977049,39.73120897841464,39.57805686552424,39.43679177408,39.270102302301595,39.06923450523624,38.86839855796875,38.67132036860465,38.40360536780769,38.20698287148851,37.8487381439394
Mean,197.4929500045,174.27949576646665,155.47603098065,145.58111480504002,132.41564525473333,126.15388375820001,118.06874858072499,113.40273696093332,108.62027906822,103.89324676503635,100.56717566731668,96.27159157129232,93.25210135974287,89.94229211529334,87.44202609788749,85.84058273075294,82.85788548724445,80.98764489429473,78.71339268797,77.20656220143809,75.20648056156362,73.69879249853044,72.879303299925,71.270612723144,70.01814975474615,68.92314230857778,68.02449539957144,67.02155893015171,65.9030070923,65.05994250947097,64.1523890473875,63.52081011790303,62.562610454888244,61.61559402431429,61.120944713261125,60.63585323064325,59.888825552868425,59.2967794541436,58.401749619360004,57.83204281619513,57.21982014870953,56.926174689999996,56.338646143877284,55.840210761106675,55.25153015416088,54.642450726306386,54.20206175967501,54.05963397120817,53.493331082956004,53.04808486870981,52.6643009693077,52.55813933950189,51.80737128318149,51.53103890614546,51.37225872428215,50.93907819738597,50.47396974184483,50.294662835471186,50.04021349808334,49.705351327327875,49.30133174233549,49.00426332620635,48.5058613143,48.37089219979385,48.305239928536366,47.93835671263582,47.67190104082648,47.44019309866957,47.382819045705716,47.00034144765352,46.75449490190278,46.68558134796987,46.40257487782974,46.11397852174667,45.70342698350264,45.68321094903377,45.42211566532565,45.099905920362026,45.0333154406625,44.72399277427161,44.58098323934635,44.389360757106026,44.19789344201429,44.02472736121883,43.70625337735581,43.66721138814023,43.55493537081592,43.346857034939326,43.20315429389112,42.913622173054954,42.82181303555218,42.66912279810754,42.48193198611915,42.39473127213474,42.18405624292084,42.01101165880825,41.792327576191845,41.74873095847677,41.61067697763,41.438885304178214,41.30900791703138,41.198397760343695,41.05599274704039,40.942771965624765,40.77604197674717,40.65549660869534,40.48364013257593,40.43703782893395,40.241734453585465,40.09636276541802,40.00323143711429,39.89513731362301,39.77652435828071,39.67975519947827,39.59013258282931,39.40938112213675,39.34540220741865,39.17885801749748,39.061208257463335,38.964126100090915,38.8638356470705,38.780604403795124,38.67795021143549,38.5614057918432,38.443382473174616,38.36326321278583,38.247827857970314,38.14747611654419,38.046886463764615,37.947886488,37.84873814393939
