"","key","b:(Intercept)","c:(Intercept)","d:(Intercept)","e:(Intercept)"
"1","low",0.731823458188738,7.10930660931416,142.90187050484,42.398499503767
"2","high",0.678553830158582,4.13502918598726,634.608638598524,5.69227050855885
