,pd10,pd15,pd20,pd25,pd30,pd35,pd40,pd45,pd50,pd55,pd60,pd65,pd70,pd75,pd80,pd85,pd90,pd95,pd100,pd105,pd110,pd115,pd120,pd125,pd130,pd135,pd140,pd145,pd150,pd155,pd160,pd165,pd170,pd175,pd180,pd185,pd190,pd195,pd200,pd205,pd210,pd215,pd220,pd225,pd230,pd235,pd240,pd245,pd250,pd255,pd260,pd265,pd270,pd275,pd280,pd285,pd290,pd295,pd300,pd305,pd310,pd315,pd320,pd325,pd330,pd335,pd340,pd345,pd350,pd355,pd360,pd365,pd370,pd375,pd380,pd385,pd390,pd395,pd400,pd405,pd410,pd415,pd420,pd425,pd430,pd435,pd440,pd445,pd450,pd455,pd460,pd465,pd470,pd475,pd480,pd485,pd490,pd495,pd500,pd505,pd510,pd515,pd520,pd525,pd530,pd535,pd540,pd545,pd550,pd555,pd560,pd565,pd570,pd575,pd580,pd585,pd590,pd595,pd600,pd605,pd610,pd615,pd620,pd625,pd630,pd635,pd640,pd645,pd650,pd655,pd660
Low,1221.5797114,1571.6608355,1907.67677365,2235.5575033,2548.350263075,2837.848873625,3103.60146855,3308.124506675,3580.23146525,3942.1640155249997,4056.514148075,4368.793004725,4563.16163395,4728.39534945,4911.2831235,5223.44933715,5397.879701299999,5642.739451625,5714.5586408,5959.562983,6192.801423125,6341.235120575,6513.712061550001,6679.7778401000005,6871.226334925,7065.286046374999,7197.0554405,7376.63057265,7545.79612755,7683.230140925,7833.444348475,7974.5449227750005,8162.355447275,8291.575122625,8391.740361325,8600.285656075,8743.1909168,8864.13870795,9068.390227325,9091.410476075001,9271.4985505,9396.448596975,9557.02852695,9702.638808650001,9831.47700755,9918.154946674998,10119.976605025,10219.21039375,10359.096972,10515.763524700002,10556.8558879,10740.66556715,10913.787410424999,10946.895857250001,11133.938313425,11186.264013799999,11398.052429975001,11480.43882225,11716.28593045,11759.83396675,11896.021517025,12062.172320375,12210.25758695,12303.512319374999,12457.825898925,12605.338769025,12549.212604575001,12735.064830849999,12831.175067075,13049.9786883,13224.99132265,13236.600989975,13327.98897215,13430.457156825,13624.257214649999,13712.700885799999,13912.251809625,13980.012534075,14099.391776175002,14236.18449645,14312.963290525,14366.253708975,14594.3453816,14644.513033575,14826.139451525,14952.595933925,15021.945910024999,15119.9381959,15175.252742875,15394.66578115,15445.202006624999,15591.847232999999,15736.577727349999,15831.695278875,15940.20587765,16145.695691474999,16076.753468425,16329.825042375,16371.404409474999,16524.474415049997,16580.0692116,16702.135907375,16859.484418925,16887.6558655,17054.0616369,17162.340844875,17297.372466350003,17367.81323105,17551.749506674998,17647.696649575002,17796.121555475,17849.328926275,18000.22561995,18074.3198009,18267.558364375,18337.071169425002,18431.656256125003,18532.0485693,18647.6460776,18805.16714745,18925.014911175,19014.911144200003,19104.119825924998,19270.0515199,19371.37385285,19492.165512925,19625.721022025,19752.181825699998,19883.965485775,20086.733139825,20366.830223
High,2120.7938362249997,2660.512464725,3264.5721175,3483.600808675,3951.7946979499998,4335.3382612000005,4620.247196099999,4963.666608575,5220.930346049999,5544.933523475001,5783.92374305,6062.560739175,6291.874675874999,6458.27362605,6740.44205705,6954.404250525001,7186.041224675,7360.6684066,7609.15512795,7832.113159425,7972.2776378,8078.0442874,8367.174024399998,8556.142359,8705.7188837,8883.2283486,9103.46294385,9282.034827975,9410.3220215,9640.720130975,9674.672806474999,9984.636823949999,10085.5647978,10184.1356172,10400.0120559,10579.7958531,10663.523952975002,10812.54649175,10956.105418675,11033.318960775,11267.118805549999,11362.093049975001,11515.364309575001,11695.939863475,11784.4272716,12022.950027674999,12089.452678374999,12179.468430175,12351.182113825,12443.717209825,12571.699394825,12702.682857025,12853.740960275,12949.7107823,13127.271398,13210.400921875,13377.4066375,13467.3609221,13583.866899024999,13714.356782249999,13840.654536774999,13959.794682225,14119.465147025,14234.06473525,14258.58106995,14420.333770925,14611.815616625,14681.1528543,14766.04709305,14874.988716375,14977.26051405,15139.76040455,15198.612624700001,15269.58120665,15451.557372475,15632.838007575,15651.464073875,15836.0460238,15845.1957854,15967.9668862,16118.924976999999,16162.12965705,16268.329851675,16400.528563725,16479.966297174997,16607.0284105,16698.644651175,16761.5250567,16872.96017855,16965.115001449998,17077.42563215,17159.2301032,17283.577678474998,17353.732528074997,17492.987218399998,17594.23760605,17685.6702461,17719.95281755,17847.231085325,17963.028438625,18005.710669525,18101.7780197,18232.048460050002,18372.828034625,18390.9267029,18491.55320365,18545.874939,18669.558036775,18751.912847174997,18862.2118731,18920.983741875,19014.341354775,19083.169313299997,19184.1397502,19276.829288425,19340.012968774998,19427.641176775,19500.44060785,19587.75622075,19671.885964875,19769.374057275,19834.97993075,19879.065188025,19964.574097175,20045.109371575003,20109.305689999997,20175.55588565,20240.3217626,20289.2839473,20346.734028374998,20366.830223
Mean,1598.6472055,2067.070812071,2482.24088945,2833.957420108,3186.4938255210004,3524.24277323,3837.581769988,4113.438774398,4384.178423294,4653.089653758,4899.946833478,5139.987348891999,5383.572470457,5604.296941811999,5790.570063284,6023.987818268,6242.017968481001,6492.525775691999,6663.585347898,6860.159815130001,7048.878325342,7236.635341092,7398.037830518,7581.800067595001,7767.7520423000005,7933.776016636,8126.599752891,8309.722078053,8474.630136996999,8611.786178372,8739.471045993001,8929.334729174,9107.328638434,9244.330544367998,9390.761114381,9579.839313812,9691.054468942,9820.028354565,9989.356691576999,10126.906794285,10272.206002939,10420.919233697,10575.063021696002,10725.965860541999,10830.847538693,10975.309543531,11117.806403886,11235.079715558,11395.346976346002,11530.384240258001,11635.203934666999,11784.558339664001,11889.962506267,12047.302003966,12179.293851053,12303.982301183,12424.266106272002,12535.969135730998,12678.972399958999,12796.440948681,12922.11612837,13041.786125343,13210.896759211,13303.29446164,13411.658695454002,13532.728526899999,13622.591473843,13779.365746948,13890.585525195,14003.643097240001,14118.113687161998,14254.880569789,14347.294190682001,14459.328902879,14583.281612362,14716.243870109,14808.612919858999,14920.213193426001,15026.282507774999,15169.023176187002,15249.321270814002,15369.92644342,15495.469578879,15595.839059027001,15706.860090020002,15837.906066585001,15915.442373576998,16038.690837902002,16121.665575696,16252.111863880002,16351.670975106,16441.933560301,16576.907366236,16694.221526617,16802.712583761,16908.939359194002,16974.888894011,17068.159399899,17178.853092696,17291.398021107,17391.452834276,17502.522178638,17623.905589901,17706.901173891998,17822.024905539998,17933.148360968,17998.471085521,18109.158678173,18206.341534207,18322.396409386998,18441.087716174,18531.639105115002,18622.298497931,18727.652587032997,18829.058496691,18917.529937584,19015.942912672,19119.685587854998,19197.649221612,19314.639671561,19408.580012337,19495.928703024,19594.772791993997,19696.764176823,19790.757155286996,19898.009385680998,19990.05816752,20083.477381338,20170.333107912,20272.800068387,20366.830223000004
