"","id","pd","mpd","mntd","retrieved_taxa","proportion_missing"
"9270","8629a9107ffffff",NA,NA,NA,0,Inf
"9271","8629a2a37ffffff",3684.93165800293,340.311355031498,84.9332456191802,42,0.0238095238095238
"9272","86298c25fffffff",1635.26600400003,303.857281563642,104.508748454539,11,0.0909090909090909
"9273","862985b8fffffff",958.403537000172,456.544240000172,456.544240000172,2,0.5
"9274","862806527ffffff",1979.79436100275,336.462649692011,90.5923672503594,16,0.0625
"9275","862834d4fffffff",859.353141999986,258.443456999986,258.443456999986,2,0.5
"9276","8629b104fffffff",2286.78595505377,247.819147544471,81.119800489453,27,0.037037037037037
"9277","8629adce7ffffff",4948.20920900309,359.181125710216,96.7107043390457,59,0.0169491525423729
"9278","86298dad7ffffff",5258.72223400958,796.763516591324,173.424988438069,32,0.03125
"9279","86298409fffffff",NA,NA,NA,1,1
"9280","8629b5c2fffffff",966.925697,473.588563,473.588563,2,0.5
"9281","86283325fffffff",2244.16137300006,337.167889505504,190.542215571447,14,0.0714285714285714
"9282","86281ca87ffffff",9124.47232308826,541.29383419579,56.236048262101,131,0.00763358778625954
"9283","862985917ffffff",1359.57245799952,335.872746607023,101.847655874829,8,0.125
"9284","8628062afffffff",3219.7024320004,301.880427791824,72.9279181162883,43,0.0232558139534884
"9285","86283176fffffff",1772.622049003,538.702985715143,255.076256000857,7,0.142857142857143
"9286","8629aa707ffffff",1442.46435799983,356.967584499957,148.312973499888,8,0.125
"9287","8629a4037ffffff",14331.5486317328,336.873854602194,36.0607498944114,400,0.0025
"9288","8629a0ccfffffff",2454.0481940003,288.291352967354,163.262087722231,18,0.0555555555555556
"9289","8628148c7ffffff",5007.85877212388,392.275362697344,76.5969435771853,58,0.0172413793103448
"9290","86281155fffffff",1937.430406,449.704026836364,156.447497,11,0.0909090909090909
"9291","86298d85fffffff",3225.82317700167,437.552212456661,161.12241691681,24,0.0416666666666667
"9292","8629b59b7ffffff",1247.69418099984,341.705056399947,101.031169999947,6,0.166666666666667
"9293","86283634fffffff",868.091588,178.121268666666,97.7990776666664,3,0.333333333333333
"9294","8629a8c17ffffff",759.208561,34.2037606666668,23.9505286666668,3,0.333333333333333
"9295","8629a2547ffffff",2883.44532700118,303.990357348412,64.6126421891908,37,0.027027027027027
"9296","86281c80fffffff",1341.804899,569.719451333334,245.845194,4,0.25
"9297","862806037ffffff",3948.24316889357,324.007034793051,126.123378644655,40,0.025
"9298","862802ccfffffff",1495.060524003,544.6584574012,267.5919638012,5,0.2
"9299","8628314f7ffffff",2410.95574600031,453.674379257183,150.92471446672,15,0.0666666666666667
"9300","8629aa48fffffff",NA,NA,NA,0,Inf
"9301","8629a0a57ffffff",6359.97707770758,274.704351000875,56.9405764355812,119,0.00840336134453781
"9302","86281464fffffff",2832.5735429999,986.841684444422,295.011670555533,9,0.111111111111111
"9303","8628112e7ffffff",1873.80941000311,413.51222442935,296.400292250401,8,0.125
"9304","8628360d7ffffff",859.353142999926,258.443457999926,258.443457999926,2,0.5
"9305","862832d6fffffff",4304.95982900175,299.370034061125,58.9275379091459,66,0.0151515151515152
"9306","8629abd07ffffff",5181.58932200595,353.503860783588,105.505242352064,54,0.0185185185185185
"9307","8629a899fffffff",887.64487400023,162.533249200092,15.8514816000981,5,0.2
"9308","8629a5637ffffff",1277.7274480003,217.818708555623,87.7991850000429,9,0.111111111111111
"9309","8629a22cfffffff",2278.69529467458,280.789801625252,107.978977036203,21,0.0476190476190476
"9310","86281c597ffffff",2139.114325003,551.773103556222,279.562552889889,9,0.111111111111111
"9311","862812b5fffffff",1887.10476800009,405.322452581834,113.58781909093,11,0.0909090909090909
"9312","862985427ffffff",1972.42267600233,342.416786923435,150.838146616124,13,0.0769230769230769
"9313","862802a57ffffff",5193.41420899616,338.186299999156,71.5417232160466,74,0.0135135135135135
"9314","8629aa217ffffff",1885.94114699705,581.114480665824,326.818025285293,7,0.142857142857143
"9315","8629a3b47ffffff",1764.6141589999,232.198021307678,117.110800428593,14,0.0714285714285714
"9316","86281106fffffff",3657.621285004,365.447011174452,129.348957645437,31,0.032258064516129
"9317","86298d36fffffff",5575.2854815632,386.548907117974,97.5567272191358,65,0.0153846153846154
"9318","862913477ffffff",4480.87941671592,275.676143062164,93.6884748939823,58,0.0172413793103448
"9319","8629b54c7ffffff",3519.81193600474,345.248302393827,94.4106198251853,40,0.025
"9320","862832af7ffffff",1255.051551,222.733279142857,146.416299142857,7,0.142857142857143
"9321","8629aba8fffffff",NA,NA,NA,1,1
"9322","8629a8727ffffff",827.63494200021,195.00705400021,195.00705400021,2,0.5
"9323","8629a2057ffffff",2159.1764970026,265.122957740496,81.2311657274983,22,0.0454545454545455
"9324","862815c4fffffff",4741.84096500185,266.93349138894,77.3315317917558,72,0.0138888888888889
"9325","8628128e7ffffff",1849.11150300043,309.031791142915,85.140370133418,15,0.0666666666666667
"9326","8629851afffffff",2968.08616300253,259.775562777332,95.1981612354023,34,0.0294117647058824
"9327","862831007ffffff",2527.6718919791,597.000516345002,235.515698746508,12,0.0833333333333333
"9328","8629ad307ffffff",5336.70954419633,288.877869034802,64.3182886211816,93,0.010752688172043
"9329","8629a6c37ffffff",966.925694,473.58856,473.58856,2,0.5
"9330","8629a38cfffffff",1990.08957000032,293.453467989057,153.831677142823,14,0.0714285714285714
"9331","8629a0567ffffff",5048.24313194681,262.298073827871,41.0154129788855,105,0.00952380952380952
"9332","86281415fffffff",7893.17245516718,408.575843465628,64.1315744561997,122,0.00819672131147541
"9333","86298d0f7ffffff",2621.64747700462,477.741046457758,207.464582333618,15,0.0666666666666667
"9334","8629b524fffffff",2567.70758152825,252.497415380584,58.1206220308419,35,0.0285714285714286
"9335","8629ab817ffffff",4612.3677630011,275.547251563801,70.2172336901888,71,0.0140845070422535
"9336","8629a84afffffff",2379.05083700187,310.941681204875,139.547687684386,19,0.0526315789473684
"9337","86281c0a7ffffff",2649.335089003,804.932104722889,308.879907667333,9,0.111111111111111
"9338","862802567ffffff",4483.90769900409,581.298433874947,211.684873074339,27,0.037037037037037
"9339","8628340f7ffffff",9019.47504977627,325.614795134257,55.1447321261433,183,0.00546448087431694
"9340","862830d8fffffff",3685.01460100175,268.9981992483,82.6828253750753,48,0.0208333333333333
"9341","86485b14fffffff",1129.22295699699,232.352752598796,169.270421398198,5,0.2
"9342","8629ad08fffffff",2888.75080599973,258.917066124319,115.981627107146,28,0.0357142857142857
"9343","8629a9d27ffffff",1670.31437000068,248.268793472625,94.3346732857959,14,0.0714285714285714
"9344","8629a3657ffffff",NA,NA,NA,0,Inf
"9345","8629a02efffffff",5365.28575968233,314.678005117217,50.1445129351801,97,0.0103092783505155
"9346","862989b17ffffff",7221.46774867628,317.279427053692,40.9834363229488,160,0.00625
"9347","8629b1c6fffffff",4400.37471614362,308.306444431031,36.450064750611,94,0.0106382978723404
"9348","862832607ffffff",6761.60422951638,429.270707329369,127.787646876026,64,0.015625
"9349","8629ae907ffffff",3421.02447402324,317.983787317292,79.2867954638512,39,0.0256410256410256
"9350","86485965fffffff",4226.5025997424,306.561241915387,48.1340121261685,71,0.0140845070422535
"9351","8629ab59fffffff",4115.21662100675,311.923809893118,64.1773085902794,61,0.0163934426229508
"9352","8629a8237ffffff",NA,NA,NA,0,Inf
"9353","8629a1b67ffffff",3932.60817612226,273.334774007985,59.9180447821499,62,0.0161290322580645
"9354","86281575fffffff",1574.13444199991,336.009561249977,214.929399874966,8,0.125
"9355","862981957ffffff",NA,NA,NA,1,1
"9356","8628022efffffff",2088.2421710033,496.097339564236,195.684477273055,11,0.0909090909090909
"9357","862830b17ffffff",20812.0567236179,443.842671463471,37.3689031259267,579,0.00172711571675302
"9358","8629a9aafffffff",1351.766293,494.171062666667,374.10986875,4,0.25
"9359","8629a6747ffffff",4370.93453862353,298.36514695738,61.0377125785813,70,0.0142857142857143
"9360","8629a0077ffffff",11000.7447060975,285.989638472206,27.4658157645289,402,0.00248756218905473
"9361","862813c6fffffff",2664.86407300008,293.431984364538,97.2421080689663,29,0.0344827586206897
"9362","862810907ffffff",3769.74827200049,457.064933195731,118.019441903253,31,0.032258064516129
"9363","86298cc07ffffff",3351.28622901038,315.328295754315,93.8893522166345,37,0.027027027027027
"9364","86283238fffffff",4641.326822999,381.912434052462,110.877087111019,45,0.0222222222222222
"9365","8629ae68fffffff",2534.90928299906,316.916093542767,125.848557618918,21,0.0476190476190476
"9366","8629ab327ffffff",827.640044,195.017258,195.017258,2,0.5
