,pd2,pd4,pd6,pd8,pd10,pd12,pd14,pd16,pd18,pd20,pd22,pd24,pd26,pd28,pd30,pd32,pd34,pd36,pd38,pd40,pd42
Low,220.737873802175,271.68736029719,439.86032938943,501.31129793975504,640.2726247261401,759.607265574135,874.2323919039251,947.4976782251749,1057.0072139245551,1142.0250000809,1207.63666501712,1322.2702451402001,1397.853614967905,1455.192733014775,1572.359863177075,1657.7595460855998,1751.2415646331249,1819.6767287351001,1920.70337944265,1977.49101135685,2048.1504135691
High,426.3841998089,785.609299743695,1000.8864818599574,1195.5775009393674,1337.322321184895,1464.5064862696152,1592.79531377472,1666.3056291097448,1770.4868627102048,1865.174099893995,1899.809867762265,1992.269029806345,2049.0254354476,2100.0098947152,2139.482655102975,2177.6667750571,2203.2992566317753,2222.6819772763997,2239.189881960375,2252.1090390867753,2260.6323924691
Mean,347.8197776983017,547.7667763655121,707.5365929103795,848.7984192844021,983.730737686892,1104.5753173786877,1219.4994011673275,1310.1926606785314,1417.538989612638,1505.8908116135508,1576.5852621822748,1686.3997428609257,1742.169471610811,1812.1917124428699,1886.3897159101907,1956.4356473757025,2028.8878933060942,2080.4845513357695,2139.2492180738795,2184.8803781568204,2236.6427508674274
