,mntd2,mntd4,mntd6,mntd8,mntd10,mntd12,mntd14,mntd16,mntd18,mntd20,mntd22,mntd24,mntd26,mntd28,mntd30,mntd32,mntd34,mntd36,mntd38,mntd40,mntd42
Low,26.0316332166,29.482620861736876,41.34351841603254,56.94312868947094,55.65639882360925,50.44019928213983,46.597756316115,48.67417947156766,47.54122966490542,47.20952451883688,45.933203597427166,43.073539572295346,42.40837171178343,42.016867137698824,39.88411200439297,40.084560640184044,37.27706868008564,37.758637921780306,37.280273393922926,37.08059207837475,39.3472954056143
High,426.3841998122,376.39632115187624,290.5157982231922,223.45711937232184,201.506203913239,186.8089713967955,168.14907029683647,153.7412519232307,143.75078685889613,136.21044113029575,122.9538356778939,114.0038272859605,109.10449652812852,102.28716254843486,94.58859804328189,88.6528908787504,82.7421782927055,77.44232274569707,72.12135691613742,63.587797575145,56.9896077690429
Mean,278.5901900883321,181.12850910038713,158.89245888540128,138.5863712409557,127.06805323495806,117.20275420344973,108.96595292145686,100.71194321878905,95.50600196952502,89.47272347775413,85.28025432646068,80.51526284532603,76.13696752023205,72.12160679880984,68.43537898334036,64.73449571110882,61.14899705674646,58.02649688670732,55.14120176575112,51.714731594363464,48.73529401910708
