"","x"
"1","Actinemys marmorata"
"2","Actinemys pallida"
"3","Anniella alexanderae"
"4","Anniella pulchra"
"5","Arizona elegans"
"6","Aspidoscelis tigris"
"7","Charina bottae"
"8","Coleonyx variegatus"
"9","Coluber constrictor"
"10","Contia longicaudae"
"11","Contia tenuis"
"12","Crotalus oreganus"
"13","Crotaphytus bicinctores"
"14","Diadophis punctatus"
"15","Elgaria coerulea"
"16","Elgaria multicarinata"
"17","Gambelia sila"
"18","Hypsiglena ochrorhynchus"
"19","Lampropeltis californiae"
"20","Lampropeltis zonata"
"21","Masticophis flagellum"
"22","Masticophis lateralis"
"23","Phrynosoma blainvillii"
"24","Phrynosoma coronatum"
"25","Pituophis catenifer"
"26","Plestiodon gilberti"
"27","Plestiodon skiltonianus"
"28","Rena humilis"
"29","Rhinocheilus lecontei"
"30","Salvadora hexalepis"
"31","Sceloporus graciosus"
"32","Sceloporus magister"
"33","Sceloporus occidentalis"
"34","Sceloporus uniformis"
"35","Tantilla hobartsmithi"
"36","Tantilla planiceps"
"37","Thamnophis atratus"
"38","Thamnophis couchii"
"39","Thamnophis elegans"
"40","Thamnophis hammondii"
"41","Thamnophis sirtalis"
"42","Trimorphodon biscutatus"
"43","Uta stansburiana"
"44","Xantusia sierrae"
"45","Xantusia vigilis"
